obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,CO2_hrs,AccH2O_des,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
23,1786211420,2641,20260809 01:50:20,01:50:20,15,,1786211412,8.49889E-06,0.008498889,0.343982573,408.0299547,-1438.721858,-146.6670493,41.59563515,0.000294257,1.392947918,0.000294222,0.000183892,287.4299667,31.768775,28.57111333,3.923034911,26.93339987,1.050152196,3.899070305,2.872882715,-0.374800987,-7.923693446,-1.246365101,277.8851071,0.353757562,0.008627659,0.343982573,412.8146688,412.2890424,2.94968E-05,60.86975235,0.008498889,10.28450051,10.29722485,-1.11265E-06,69.65,42,11,1.003257852,0.325785216,25867.85877,1499.996667,1261.2125,0.840810202,0.191620404,6,0.5,0: Broadleaf,2,TRUE,1786211412,408.0379333,408.5763333,10.30140667,10.28854,421.6582,11.49203333,396.8750667,101.8426,0.100001673,28.4656,28.57111333,999.9,0,0,5000.166667,0,6.027309333,-0.538415467,412.2851333,412.8238,0.012862256,408.5763333,10.28854,1.049119333,1.047808,7.616997333,7.598690667,1499.996667,0.9729928,0.02700712,0,2.344666667,0,148.384,12843.82667,40.062,42.312,41.187,40.687,40.05373333,1459.486667,40.51,0,1786211417,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.565760952,0.626736312,0.07078406,0,0.009760302,0.05489733,0.007775457,1,1,2,1/2,2.97298,2.75949,0.0961866,0.0947799,0.0636852,0.0598688,32258.1,23238,33777.9,25942.2,40511,33057.7,49302.9,40502.6,1.72817,2.73675,0.1348,0,26.3584,999.9,52.088,28.298,19.7483,26.3932,-100,3,0.0013999,0,20.2185,5.20486,11.9502,4.96975,3.294,7166.8,145.1,9999,9999,4.97383,1.87311,1.87088,1.87256,1.87302,1.87398,1.87346,1.87797,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.621,-1.1907,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,46.5,46.6,0.15625,4.99756,2.64526,2.7417,2.8479,2.27295,32.0464,24.2013,2,339.68,1283.22,27.269,27.4165,30.0001,27.3731,27.315,-1,40,10,-999.9,400,20,102.488,95.0864
24,1786211540,2761,20260809 01:52:20,01:52:20,15,,1786211532,9.28152E-07,0.000928152,0.396744418,407.3251279,-18992.77744,-1936.063052,41.52142216,3.201E-05,1.392796773,3.20096E-05,2.0006E-05,287.42376,31.82374031,28.62868,3.936163766,26.91941977,1.05272789,3.910663374,2.883435876,-0.040931525,-8.407404532,-1.323309632,277.6521143,0.381830517,-0.001783742,0.396744418,412.2077463,411.6011636,8.60178E-05,60.86975235,0.000928152,10.32839178,10.32977697,4.86463E-07,69.65,42,11,1.003258938,0.325893774,25859.26996,1499.964,1261.18506,0.840810219,0.191620439,6,0.5,0: Broadleaf,2,TRUE,1786211532,407.3343333,407.9086,10.32726,10.32992,420.9545333,11.51793333,396.8856,101.8368,0.100005073,28.51671333,28.62868,999.9,0,0,4999.71,0,6.037652,-0.574304333,411.5848667,412.1663333,-0.002652804,407.9086,10.32992,1.051694,1.051964667,7.652927333,7.656691333,1499.964,0.972991667,0.027008107,0,2.565666667,0,148.9806667,12843.52667,40.125,42.375,41.25,40.7248,40.0746,1459.454,40.51,0,1786211537,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.549229333,-0.571557351,0.065037224,0,-0.002729961,0.017015804,0.003970368,1,1,2,1/2,2.97301,2.75947,0.0960575,0.0947139,0.063829,0.0600113,32260.7,23238.1,33775.9,25940.6,40501.9,33050.4,49300.6,40500.6,1.72822,2.73298,0.13547,0,26.4185,999.9,51.978,28.389,19.8125,26.4532,-100,3,0.0028938,0,20.2182,5.20456,11.9501,4.96965,3.294,7166.8,145.2,9999,9999,4.9738,1.87307,1.87088,1.87255,1.87302,1.87398,1.87344,1.87798,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.621,-1.1907,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,48.5,48.6,0.15625,4.99756,2.64526,2.74292,2.8479,2.26807,32.1124,24.2101,2,339.839,1278.18,27.3142,27.4406,30.0002,27.3963,27.3381,-1,40,10,-999.9,400,20,102.482,95.081
25,1786211660,2881,20260809 01:54:20,01:54:20,15,,1786211652,-1.6462E-06,-0.001646201,0.337466102,407.5948997,9708.797769,989.6467354,41.54736472,-5.66177E-05,1.392520368,-5.6619E-05,-3.53867E-05,287.4327533,31.86938131,28.66704,3.944933541,26.88071123,1.053894644,3.920635264,2.891038897,0.072597472,-7.992831483,-1.258820989,278.2536983,0.345104713,0.001380726,0.337466102,412.4007046,411.8829576,0.000319572,60.86975235,-0.001646201,10.34225649,10.33979091,1.97489E-07,69.65,42,11,1.00326042,0.326041987,25847.55294,1500.011333,1261.22482,0.840810194,0.191620388,6,0.5,0: Broadleaf,2,TRUE,1786211652,407.6027333,408.1238667,10.33909333,10.33703333,421.2229333,11.52976,396.6884667,101.833,0.099984793,28.56057333,28.66704,999.9,0,0,4998.540667,0,5.234834,-0.521278933,411.8608667,412.3868,0.002060128,408.1238667,10.33703333,1.052862667,1.052650667,7.669172667,7.66625,1500.011333,0.972992667,0.0270072,0,2.519,0,149.6763333,12843.95333,40.16633333,42.3874,41.27893333,40.77893333,40.125,1459.501333,40.51,0,1786211657,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.51709595,-0.163250752,0.030365912,0,0.000720645,0.008009703,0.00448757,1,1,2,1/2,2.97291,2.75948,0.0960927,0.0946939,0.0638708,0.0601086,32256.9,23237.5,33773.4,25939.4,40497.1,33045.2,49297.5,40499.1,1.7278,2.73257,0.135619,0,26.4578,999.9,51.801,28.48,19.8503,26.4533,-100,3,0.00502541,0,20.2183,5.20471,11.9503,4.9695,3.294,7166.8,145.2,9999,9999,4.97384,1.87308,1.87088,1.87255,1.87302,1.87401,1.87345,1.87798,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.62,-1.1907,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,50.5,50.6,0.15625,4.99756,2.64526,2.74292,2.8479,2.26318,32.1784,24.2101,2,339.79,1278.17,27.3562,27.4677,30.0001,27.4219,27.3635,-1,40,10,-999.9,400,20,102.475,95.0772
26,1786211780,3001,20260809 01:56:20,01:56:20,15,,1786211772,-4.3075E-06,-0.004307503,0.323483912,407.1838942,3804.199383,387.7564515,41.50365584,-0.000148082,1.392943013,-0.000148091,-9.25558E-05,287.4281933,31.88802318,28.68312667,3.948616306,26.92162942,1.056620363,3.924800935,2.891995943,0.189960894,-7.829544799,-1.232940992,278.5556684,0.36038309,-0.005051829,0.323483912,411.9530265,411.4608424,-0.000248434,60.86975235,-0.004307503,10.37606839,10.36962485,6.63478E-07,69.65,42,11,1.003259028,0.325902788,25858.55703,1499.987333,1261.20466,0.840810207,0.191620414,6,0.5,0: Broadleaf,2,TRUE,1786211772,407.1914,407.7308667,10.36628667,10.37381333,420.8117333,11.55696667,397.2316,101.8285333,0.099996827,28.57886667,28.68312667,999.9,0,0,5000.833333,0,5.965069333,-0.539272133,411.4568667,412.0047333,-0.007522011,407.7308667,10.37381333,1.055584667,1.056350667,7.707058,7.717693333,1499.987333,0.972991933,0.027007847,0,2.455333333,0,149.339,12843.75333,40.187,42.437,41.312,40.80786667,40.187,1459.477333,40.51,0,1786211777,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.581762524,0.699106519,0.078398233,0,-0.007576855,0.001666725,0.002955987,1,1,2,1/2,2.97326,2.75938,0.0960058,0.0946291,0.0639962,0.0602617,32258.1,23237.8,33771.6,25938,40489.1,33038.2,49295.3,40497.8,1.72835,2.7334,0.135098,0,26.4779,999.9,51.666,28.57,19.9037,26.3634,-100,3,0.00689024,0,20.2185,5.20471,11.9503,4.96955,3.294,7166.8,145.2,9999,9999,4.97385,1.87312,1.87088,1.87256,1.87302,1.87399,1.87347,1.87799,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.621,-1.1906,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,52.5,52.6,0.15625,4.99756,2.64526,2.7417,2.8479,2.26929,32.2225,24.2013,2,340.208,1280,27.3908,27.4942,30.0001,27.4496,27.3898,-1,40,10,-999.9,400,20,102.47,95.0735
27,1786211900,3121,20260809 01:58:20,01:58:20,15,,1786211892,-7.26646E-06,-0.007266456,0.362304153,407.2704595,2660.920899,271.2331908,41.51392337,-0.000249286,1.392987351,-0.000249311,-0.000155817,287.4236333,31.9224456,28.72334667,3.957837105,26.95648265,1.060029711,3.932373986,2.897807394,0.320450706,-8.355985814,-1.316279864,278.0718184,0.606548508,-0.009835138,0.362304153,412.5831018,411.8063697,0.036137154,60.86975235,-0.007266456,10.4143579,10.40350667,5.88602E-07,69.65,42,11,1.003259241,0.325924125,25856.86967,1499.963333,1261.1845,0.84081022,0.19162044,6,0.5,0: Broadleaf,2,TRUE,1786211892,407.2788667,408.1848,10.39937333,10.41400667,420.8989333,11.59004,397.7593333,101.8320667,0.100009173,28.61208,28.72334667,999.9,0,0,5000.877333,0,6.139596,-0.905851267,411.5587333,412.4802,-0.01464144,408.1848,10.41400667,1.058988,1.060479333,7.754249333,7.774889333,1499.963333,0.972991333,0.027008413,0,2.165333333,0,150.4166667,12843.56667,40.2248,42.4874,41.3624,40.8414,40.187,1459.453333,40.51,0,1786211897,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.876746762,-0.21116813,0.064656974,0,-0.015698795,0.023025639,0.002739752,1,1,2,1/2,2.97411,2.75946,0.0960676,0.0947285,0.0641503,0.0604299,32253.3,23233.9,33769,25936.6,40478.8,33030.1,49292,40495.9,1.72975,2.72878,0.13575,0,26.4945,999.9,51.508,28.651,19.935,26.4534,-100,3,0.00862551,0,20.2183,5.20441,11.9505,4.9697,3.294,7166.8,145.3,9999,9999,4.97385,1.87309,1.87088,1.87253,1.87302,1.87401,1.87345,1.87795,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.62,-1.1907,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,54.5,54.6,0.15625,4.99756,2.64526,2.74292,2.8479,2.26562,32.3107,24.2101,2,341.003,1273.74,27.4223,27.5199,30.0002,27.4732,27.4145,-1,40,10,-999.9,400,20,102.463,95.0686
28,1786212020,3241,20260809 02:00:20,02:00:20,15,,1786212012,-1.00684E-05,-0.010068389,0.339901175,407.1117765,1929.405806,196.6605156,41.49609773,-0.000344848,1.392784799,-0.000344895,-0.000215555,287.4262933,31.96509028,28.76187333,3.966687296,27.00801146,1.064583139,3.94173092,2.902104157,0.444015936,-8.172057102,-1.288002565,278.4102496,0.260426596,-0.011988246,0.339901175,411.8074816,411.3253091,-0.005751577,60.86975235,-0.010068389,10.46330991,10.44828485,5.59228E-07,69.65,42,11,1.003260416,0.326041632,25847.58099,1499.977333,1261.19626,0.840810212,0.191620424,6,0.5,0: Broadleaf,2,TRUE,1786212012,407.1196667,407.5036667,10.44446,10.46228667,420.7401333,11.63513333,397.9681333,101.828,0.10002106,28.65304,28.76187333,999.9,0,0,5000.083333,0,5.485171333,-0.3839762,411.4168667,411.8121333,-0.017811333,407.5036667,10.46228667,1.063539333,1.065352,7.817179333,7.842188667,1499.977333,0.972991333,0.027008413,0,2.171666667,0,150.9533333,12843.65333,40.2624,42.5,41.375,40.875,40.25,1459.467333,40.51,0,1786212017,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.354426762,-0.759504623,0.086165496,0,-0.015909328,-0.020402455,0.00375093,1,1,2,1/2,2.97469,2.75951,0.0959643,0.0945838,0.0643533,0.0606662,32255.6,23236.5,33767.6,25935.4,40467.7,33020.3,49290.5,40494.9,1.73072,2.7319,0.136811,0,26.5349,999.9,51.38,28.732,19.9804,26.4835,-100,3,0.00995173,0,20.2182,5.20441,11.9505,4.9697,3.294,7166.8,145.3,9999,9999,4.97384,1.87314,1.87088,1.87255,1.87302,1.87397,1.87346,1.87802,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.621,-1.1906,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,56.5,56.6,0.15625,4.99756,2.64526,2.74292,2.8479,2.24365,32.3328,24.2013,2,341.585,1278.83,27.4601,27.5409,30.0001,27.4945,27.4354,-1,40,10,-999.9,400,20,102.46,95.0656
29,1786212140,3361,20260809 02:02:20,02:02:20,15,,1786212132,-2.25111E-05,-0.022511078,0.400405729,406.6467785,1199.117604,122.2138446,41.44536451,-0.000771726,1.39346727,-0.000771963,-0.000482456,287.4276933,31.9982615,28.78045333,3.970961583,27.1623619,1.072430871,3.948223925,2.898530712,0.992738528,-7.440341123,-1.172375686,279.8077151,0.455615083,-0.024899197,0.400405729,411.666739,411.0528,0.000480314,60.86975235,-0.022511078,10.56263007,10.52899515,1.01252E-06,69.65,42,11,1.003258152,0.325815235,25865.48321,1499.985333,1261.20292,0.840810168,0.191620336,6,0.5,0: Broadleaf,2,TRUE,1786212132,406.6560667,407.3264,10.5223,10.55937333,420.2761333,11.71296667,397.4232,101.8198,0.100015187,28.68141333,28.78045333,999.9,0,0,5003.834667,0,6.415140667,-0.670591267,410.9802667,411.6734,-0.03707048,407.3264,10.55937333,1.071381333,1.075154,7.925024,7.976692667,1499.985333,0.972993067,0.027006753,0,1.915666667,0,150.301,12843.76,40.312,42.562,41.437,40.91633333,40.28306667,1459.477333,40.508,0,1786212137,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.677516429,0.315773844,0.055308542,0,-0.037586767,0.009232574,0.0016019,1,1,2,1/2,2.97368,2.75938,0.0958999,0.0945154,0.0647191,0.0611077,32255.6,23236.8,33765.3,25933.9,40448.1,33002.1,49288,40492.9,1.7286,2.73257,0.136364,0,26.5641,999.9,51.257,28.822,20.039,26.3336,-100,3,0.0115066,0,20.2182,5.20501,11.9502,4.9697,3.294,7166.8,145.3,9999,9999,4.97384,1.87307,1.87088,1.87255,1.87302,1.87398,1.87346,1.87798,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.621,-1.1907,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,58.5,58.6,0.15625,4.99756,2.64526,2.74292,2.8479,2.25098,32.3991,24.2101,2,340.724,1280.4,27.4927,27.5643,30.0001,27.5178,27.4586,-1,40,10,-999.9,400,20,102.454,95.0606
30,1786212260,3481,20260809 02:04:20,02:04:20,15,,1786212252,-3.11626E-05,-0.031162565,0.399096244,406.4709258,972.7111442,99.13294859,41.42510511,-0.001066598,1.392067954,-0.001067052,-0.000666867,287.4338933,32.06196945,28.84685333,3.9862696,27.36468408,1.083972283,3.961208834,2.902297317,1.374269119,-8.166850412,-1.288933378,279.3523787,0.612318959,-0.034200236,0.399096244,411.868779,411.0688061,0.030890372,60.86975235,-0.031162565,10.69002904,10.64353273,1.02205E-06,69.65,42,11,1.003263931,0.326393058,25819.84149,1500.017333,1261.22986,0.840810191,0.191620381,6,0.5,0: Broadleaf,2,TRUE,1786212252,406.4802,407.3795333,10.63614,10.68699333,420.1003333,11.82682,397.9115333,101.8140667,0.100000193,28.73803333,28.84685333,999.9,0,0,4997.250667,0,4.683556667,-0.899432467,410.85,411.7803333,-0.050856333,407.3795333,10.68699333,1.08291,1.088087333,8.082344,8.15252,1500.017333,0.9729922,0.027007573,0,2.161333333,0,151.3576667,12844.02667,40.3666,42.5788,41.4664,40.94966667,40.312,1459.507333,40.51,0,1786212257,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.863619905,-0.344293013,0.073616957,0,-0.051748733,0.024515906,0.003649455,1,1,2,1/2,2.97402,2.75949,0.0958935,0.0945484,0.0652332,0.0616656,32254.4,23234.8,33763.9,25932.7,40422.3,32980.3,49286.6,40491.7,1.72917,2.72865,0.136998,0,26.607,999.9,51.172,28.893,20.0897,26.5136,-100,3,0.0134909,0,20.2181,5.20471,11.9506,4.96975,3.294,7166.8,145.4,9999,9999,4.97384,1.87305,1.87088,1.87254,1.87302,1.87397,1.87344,1.87793,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.62,-1.1906,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,60.5,60.6,0.15625,4.99756,2.64526,2.74048,2.8479,2.23022,32.4654,24.2013,2,341.143,1275.17,27.5293,27.5901,30,27.5433,27.4842,-1,40,10,-999.9,400,20,102.45,95.0571
31,1786212381,3601.9,20260809 02:06:21,02:06:21,15,,1786212373,-4.60333E-05,-0.046033277,0.368159747,405.4034514,751.0219449,76.53323681,41.31282522,-0.001580278,1.392797291,-0.001581275,-0.000988207,287.43782,32.08616001,28.86294667,3.989987535,27.67493783,1.097418541,3.965387555,2.892568994,2.030067495,-8.013943982,-1.264354002,280.1895895,0.311496873,-0.04788997,0.368159747,410.2414757,409.7193455,-0.006269519,60.86975235,-0.046033277,10.84583947,10.77719212,1.1849E-06,69.65,42,11,1.003261376,0.32613758,25840.00152,1500.038,1261.24722,0.840810179,0.191620359,6,0.5,0: Broadleaf,2,TRUE,1786212373,405.412,405.8507333,10.76898667,10.84016,419.0322667,11.95966667,398.0583333,101.8054667,0.099993387,28.75622,28.86294667,999.9,0,0,5001.251333,0,5.896553333,-0.438828467,409.8255333,410.2986,-0.071169033,405.8507333,10.84016,1.096344,1.103589333,8.26381,8.360863333,1500.038,0.972992133,0.027007607,0,2.839666667,0,151.3243333,12844.2,40.375,42.6124,41.5,40.9958,40.3288,1459.528,40.51,0,1786212378,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.465193905,0.394986545,0.048045527,0,-0.069837938,-0.015615873,0.002325556,1,1,2,1/2,2.97387,2.75943,0.0956237,0.0942254,0.0658342,0.0623434,32261.9,23241.7,33761.7,25931.3,40391.5,32953.8,49283.9,40490.1,1.72862,2.73117,0.137091,0,26.6316,999.9,51.05,28.963,20.1237,26.3737,-100,3,0.0146926,0,20.218,5.20501,11.9501,4.9697,3.294,7166.8,145.4,9999,9999,4.97386,1.87303,1.87088,1.87254,1.87302,1.87395,1.87343,1.87795,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.62,-1.1906,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,62.5,62.6,0.15625,4.99756,2.64526,2.7417,2.8479,2.27051,32.5097,24.2101,2,340.995,1279.32,27.5653,27.6088,30.0002,27.5623,27.5028,-1,40,10,-999.9,400,20,102.444,95.0528
32,1786212501,3721.9,20260809 02:08:21,02:08:21,15,,1786212493,-6.32924E-05,-0.063292443,0.381373312,404.97054,659.0809166,67.1613908,41.26714037,-0.002187649,1.392342157,-0.00218956,-0.001368303,287.4349477,32.09808846,28.8444,3.985703088,28.08417542,1.113793168,3.965910166,2.87190992,2.791196721,-6.448493764,-1.017624325,282.7600264,0.340440756,-0.06292045,0.381373312,409.9269464,409.3830242,-0.006105071,60.86975235,-0.063292443,11.03423781,10.93977758,1.49305E-06,69.65,42,11,1.003263071,0.3263071,25826.62102,1500.022667,1261.234361,0.840810201,0.191620403,6,0.5,0: Broadleaf,2,TRUE,1786212493,404.9794,405.4529333,10.93008667,11.02367333,418.5995333,12.12074,397.6725333,101.8016,0.09998614,28.75849333,28.8444,999.9,0,0,4999.208,0,3.76753,-0.473671467,409.4547333,409.9724,-0.09358154,405.4529333,11.02367333,1.112699333,1.122226,8.482094667,8.607942667,1500.022667,0.972991067,0.02700856,0,2.544333333,0,151.3623333,12844.04667,40.375,42.604,41.5,40.9664,40.3414,1459.511333,40.51066667,0,1786212498,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.52587435,0.82911415,0.087223636,0,-0.09413301,-0.003555176,0.003559965,1,1,2,1/2,2.97401,2.75954,0.0955537,0.0941383,0.0665735,0.0631743,32263.7,23242.9,33761.1,25930.1,40356.3,32922.1,49283.9,40488.8,1.72875,2.73038,0.137612,0,26.5933,999.9,50.946,29.034,20.1665,26.3737,-100,3,0.0155285,0,20.2182,5.20486,11.9509,4.9695,3.294,7166.8,145.4,9999,9999,4.97385,1.87305,1.87088,1.87256,1.87302,1.87399,1.87343,1.87794,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.62,-1.1907,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,64.5,64.6,0.15625,4.99756,2.64526,2.7417,2.8479,2.2644,32.5539,24.2013,2,341.148,1278.53,27.5846,27.6229,30.0001,27.5784,27.5191,-1,40,10,-999.9,400,20,102.443,95.0494
33,1786212621,3841.9,20260809 02:10:21,02:10:21,15,,1786212613,-7.97039E-05,-0.079703944,0.440156683,405.032235,634.7927118,64.68424349,41.27206129,-0.002773947,1.391807156,-0.002777022,-0.001735362,287.4294966,32.10439263,28.8434,3.985472194,28.60739072,1.134340427,3.965200595,2.851131767,3.51494395,-6.602589217,-1.042321175,283.2995301,0.564543054,-0.081372743,0.440156683,410.5442787,409.7429758,0.020884996,60.86975235,-0.079703944,11.26007567,11.14115152,1.24433E-06,69.65,42,11,1.003265009,0.326500903,25811.3408,1499.993333,1261.209782,0.840810258,0.191620516,6,0.5,0: Broadleaf,2,TRUE,1786212613,405.0424667,405.8417333,11.13209333,11.2531,418.6627333,12.32273333,397.6743333,101.7982,0.100013847,28.75540667,28.8434,999.9,0,0,4996.75,0,3.76753,-0.799235,409.6021333,410.4606667,-0.121021933,405.8417333,11.2531,1.133222667,1.145544,8.752065333,8.91205,1499.993333,0.97299,0.0270095,0,2.341666667,0,151.614,12843.82,40.375,42.562,41.5,40.9496,40.3246,1459.478667,40.51266667,0,1786212618,0,1786208628,01:03:48,1786208628,1786208626,1,-0.831,-0.057,-13.62,-1.191,430,10,0.3,0.08,-0.7718063,-0.481863248,0.049650784,0,-0.1228515,0.02910415,0.004643433,1,1,2,1/2,2.97394,2.75946,0.0956045,0.0942705,0.067478,0.0641883,32259.2,23237.8,33758.3,25928.3,40310.4,32882.7,49280.3,40486.4,1.72822,2.7288,0.139009,0,26.5566,999.9,50.885,29.094,20.2136,26.5238,-100,3,0.0167683,0,20.2181,5.20516,11.9506,4.96975,3.294,7166.8,145.5,9999,9999,4.97381,1.87311,1.87088,1.87255,1.87302,1.87397,1.87347,1.87794,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.62,-1.1907,-13.6203,0,0,0,-1.190665,0,0,0,-1,-1,-1,-1,66.5,66.6,0.15625,4.99756,2.64526,2.7417,2.8479,2.22046,32.5982,24.2013,2,340.998,1276.57,27.5974,27.6393,30.0001,27.5948,27.535,-1,40,10,-999.9,400,20,102.436,95.0432
