obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,_Vc,Edyn,Hr,Hs,dHs/dt,_Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,_Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,_CO2,CO2_s_d,CO2_r_d,_H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,_CO2:MN,_CO2:SLP,_CO2:SD,_CO2:OK,F:MN,F:SLP,F:SD,F:OK,_H2O:MN,_H2O:SLP,_H2O:SD,_H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
61,1784739604,8158.9,20260722 12:00:03,12:00:03,15,1784739596,0.000612798,0.612798379,1.969721029,396.6164194,153.9831516,15.58016547,40.13003616,0.014133603,2.947384196,0.014096058,0.008813401,266.1486815,36.83989154,35.84039355,5.91661303,29.0733484,1.683161845,5.789363582,4.233451185,-27.02440851,-62.67760289,-4.997548562,171.4491215,2.736507309,0.440895303,1.969721029,409.5998824,404.7727515,0.234513971,66.75139711,0.612798379,15.88920404,16.73891758,0.013448234,78.43,0,0,1,0,51955.23026,1499.993226,1273.85429,0.849240029,0.177433256,6,0.5,0: Broadleaf,2,TRUE,1784739596,396.6164194,401.2552903,16.63516129,15.94434194,438.227871,20.90522903,376.5623548,101.0809355,0.100039881,35.44594516,35.84039355,999.9,0,0,9993.99129,0,44.91588065,-4.638888097,403.325871,407.7569032,0.690829258,401.2552903,15.94434194,1.681497419,1.611668387,14.72655161,14.07046774,1499.993226,0.691999355,0.308000645,0,2.549977419,0,14587.64194,13609.50645,47.82012903,49.07419355,48.538,47.81606452,47.562,1037.993871,461.9993548,0,1784739557,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-4.08213545,-7.761667295,2.198953542,0,2.542579412,-0.014415594,0.179860534,1,0.723040925,-0.229977692,0.139995713,0,1,3,1/3,2.95541,2.76459,0.104632,0.0971719,0.104916,0.0846744,27618.6,18476,31627.6,22298.2,38128,27732.4,45422,32608.9,1.64825,2.62945,0.161499,0,33.2362,999.9,53.7,36,31.7066,61.4776,3.81811,3,0.430056,0,20.3081,5.21624,12.0336,4.95975,3.301,7702.5,9999,9999,126,4.97303,1.87539,1.88156,1.8811,1.8788,1.87454,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.652,-4.2899,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,47.8,47.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.31812,38.1837,15.0777,2,404.011,1361.1,34.1166,32.9331,30.0001,32.6425,32.4879,-1,40,10,-999.9,400,20,99.389,85.6751
62,1784739724,8278.9,20260722 12:02:03,12:02:03,15,1784739716,0.000555957,0.555956612,2.096242609,395.336,118.6333929,12.00368885,40.00130335,0.012974509,2.949097129,0.01294288,0.008092135,266.1512104,36.74316625,35.66047097,5.858271605,29.08821264,1.673758961,5.754079778,4.184512644,-24.51768657,-51.70923755,-4.114782003,185.8095043,0.485117508,0.57670038,2.096242609,403.7044803,400.8664909,-0.079536155,66.75139711,0.555956612,15.67016207,16.54352424,-0.0002453,78.43,0,0,1,0,52022.46777,1500.000645,1273.861219,0.849240448,0.177434064,6,0.5,0: Broadleaf,2,TRUE,1784739716,395.336,396.4724516,16.54189032,15.63802903,436.9069677,20.7942871,376.4918387,101.0830645,0.099988255,35.33523871,35.66047097,999.9,0,0,10003.51161,0,80.05039032,-1.136321194,401.9856774,402.770871,0.903859226,396.4724516,15.63802903,1.672103871,1.580739032,14.63985161,13.77226452,1500.000645,0.691985516,0.308014484,0,2.53866129,0,15384.98387,13609.5129,47.812,49.062,48.5,47.875,47.57012903,1037.978065,462.0225806,0,1784739677,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,0.770351341,-32.7677718,3.6758534,0,2.529038235,0.250770055,0.239034738,1,0.990651098,-1.255735401,0.194526867,0,1,3,1/3,2.95495,2.76459,0.103942,0.0965709,0.104096,0.0844942,27641.4,18490.4,31629.3,22300.7,38164.5,27741.4,45423.8,32613.1,1.64785,2.62962,0.171818,0,32.8941,999.9,53.4,36,31.5329,61.6576,-11.3261,3,0.428488,0,20.3083,5.2125,12.0339,4.9598,3.301,7702.5,9999,9999,126.1,4.97306,1.87539,1.88156,1.8811,1.8788,1.87453,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.535,-4.2529,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,49.8,49.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.28516,38.1593,15.0426,2,403.741,1361.21,34.091,32.9214,30.0001,32.6338,32.4821,-1,40,10,-999.9,400,20,99.3936,85.6856
63,1784739844,8398.9,20260722 12:04:03,12:04:03,15,1784739836,0.000346581,0.34658061,2.622777844,410.853,-119.5152938,-12.09269419,41.57057668,0.008075132,2.948499218,0.008062866,0.005040392,266.1514985,36.88602764,35.77589677,5.89564163,29.56996849,1.709851345,5.782391501,4.185790285,-15.28420492,-55.91887189,-4.45509045,190.4933312,9.547291534,0.203064971,2.622777844,440.7671502,426.6786909,1.403709085,66.75139711,0.34658061,16.79078463,17.09482848,0.029184944,78.43,0,0,1,0,51990.4973,1500.009355,1273.867965,0.849240013,0.177433226,6,0.5,0: Broadleaf,2,TRUE,1784739836,410.853,426.2364516,16.8989129,16.58003226,452.912,21.21980968,375.6265484,101.0811935,0.099950748,35.42411613,35.77589677,999.9,0,0,10000.29935,0,67.96650323,-15.3835,417.9157097,433.4234839,0.318883,426.2364516,16.58003226,1.708163226,1.675930645,14.97052903,14.67468065,1500.009355,0.692000258,0.307999742,0,2.573816129,0,15108.89355,13609.63871,47.937,49.125,48.57012903,47.937,47.687,1038.005806,462.0035484,0,1784739797,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-13.884822,-35.15099527,4.168690334,0,2.55255,0.38553247,0.227260042,1,0.348478875,-0.714675861,0.089010496,0,1,3,1/3,2.95365,2.76467,0.108653,0.103512,0.106471,0.0891897,27496.3,18337.9,31629.6,22288,38064.1,27580.1,45424.9,32590.6,1.64445,2.6278,0.170995,0,33.031,999.9,55.2,36,32.597,61.6876,-28.2853,3,0.428892,0,20.3073,5.21325,12.0327,4.95935,3.30032,7702.5,9999,9999,126.1,4.97301,1.87541,1.88156,1.8811,1.87879,1.87452,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.34,-4.3619,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,51.8,51.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.30835,38.1593,15.0251,2,401.918,1358.54,34.1409,32.9331,29.9998,32.6434,32.485,-1,40,10,-999.9,400,20,99.3953,85.6306
64,1784739964,8518.9,20260722 12:06:03,12:06:03,15,1784739956,0.000525052,0.525051709,1.867212829,409.8385161,144.4129515,14.61179678,41.46772882,0.012156578,2.947268041,0.01212879,0.007582985,266.1479734,36.82552135,35.76069032,5.890706606,28.98066672,1.674371396,5.777546154,4.216335211,-23.15478038,-55.89193446,-4.454146461,182.6471121,0.990353044,0.528909773,1.867212829,417.1658038,415.7686424,-0.232752774,66.75139711,0.525051709,15.7277615,16.55266121,-0.000248158,78.43,0,0,1,0,51958.16882,1499.985161,1273.847816,0.849240279,0.177433738,6,0.5,0: Broadleaf,2,TRUE,1784739956,409.8385161,411.7621613,16.54833548,15.71942258,451.866129,20.80194839,376.5103871,101.0806129,0.100040413,35.40893226,35.76069032,999.9,0,0,9993.363548,0,66.29193226,-1.923638129,416.7349032,418.3382581,0.828918226,411.7621613,15.71942258,1.672717097,1.58893,14.64552581,13.85180323,1499.985161,0.691989258,0.308010742,0,2.477674194,0,15143.9129,13609.39032,47.937,49.183,48.625,47.889,47.687,1037.975806,462.0093548,0,1784739917,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-4.053831024,44.69561505,4.499039486,0,2.492261765,0.235656226,0.217598328,1,0.776993805,0.882343547,0.103337811,0,1,3,1/3,2.95481,2.76441,0.106621,0.0985324,0.104138,0.0853102,27560.7,18450,31631.4,22300.3,38165.6,27715.5,45427.2,32611.7,1.6473,2.63232,0.167273,0,33.0471,999.9,53.5,36,31.5892,61.8076,-42.8606,3,0.426974,0,20.3084,5.21669,12.0338,4.9599,3.301,7702.5,9999,9999,126.1,4.97301,1.87542,1.88157,1.8811,1.87881,1.87453,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.991,-4.2547,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,53.8,53.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.25464,38.1593,15.0076,2,403.371,1364.96,34.1637,32.909,30.0001,32.6216,32.4706,-1,40,10,-999.9,400,20,99.4006,85.6827
65,1784740084,8639,20260722 12:08:03,12:08:03,15,1784740076,0.000655877,0.655877037,1.231042629,410.8023,256.856448,25.98936414,41.56598228,0.0151069,2.947740777,0.01506402,0.009418855,266.1529378,36.82467574,35.8023,5.904218931,28.74100894,1.663552766,5.788080612,4.240666165,-28.92417735,-57.26949617,-4.564850496,175.3944138,-7.798275906,0.956038983,1.231042629,399.6359698,407.3058909,-1.382942813,66.75139711,0.655877037,14.68493783,16.13709152,-0.051604182,78.43,0,0,1,0,51966.03715,1500.017,1273.8745,0.849240042,0.177433281,6,0.5,0: Broadleaf,2,TRUE,1784740076,410.8023,398.9984667,16.44112,14.94232333,452.8596333,20.67482333,376.4302333,101.0824333,0.10001448,35.44193,35.8023,999.9,0,0,9995.868333,0,64.97840667,11.803776,417.6702,405.0532667,1.498792667,398.9984667,14.94232333,1.661908333,1.510407333,14.54452,13.06955333,1500.017,0.6919986,0.3080014,0,2.546273333,0,15077.31333,13609.71667,48,49.12913333,48.687,47.875,47.7416,1038.009667,462.0073333,0,1784740037,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,9.7091855,24.88680405,5.016791941,0,2.546758824,0.032770056,0.210491907,1,1.40861775,1.993584203,0.316203262,0,1,3,1/3,2.95456,2.76451,0.105065,0.0971284,0.102308,0.0830744,27608.9,18485,31631.6,22307.9,38244,27794.1,45427.5,32624.4,1.6474,2.62847,0.171077,0,33.0406,999.9,52.3,36,30.883,61.8867,-60.5369,3,0.358826,0.0697168,20.3082,5.21429,12.0339,4.95965,3.301,7702.5,9999,9999,126.2,4.97305,1.87546,1.88159,1.8811,1.8788,1.87453,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.726,-4.1747,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,55.8,55.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.30835,38.1593,14.9726,2,403.343,1358.9,34.1793,32.8987,29.9999,32.6064,32.4538,-1,40,10,-999.9,400,20,99.4014,85.7143
66,1784740204,8759,20260722 12:10:03,12:10:03,15,1784740196,0.000681865,0.681865399,1.886909489,407.0142258,189.9044394,19.21507861,41.18287266,0.015443817,2.947743188,0.015399006,0.009628394,266.1510402,36.90376867,35.90349355,5.937192947,27.92917523,1.624241488,5.815572692,4.312951459,-30.07026409,-59.70474185,-4.763283976,171.6127502,2.077485817,0.651047353,1.886909489,414.2477899,413.3111939,-0.30311735,66.75139711,0.681865399,14.79682413,15.99739091,-0.015937766,78.43,0,0,1,0,51951.65061,1500.007419,1273.866261,0.849239974,0.177433149,6,0.5,0: Broadleaf,2,TRUE,1784740196,407.0142258,410.7489355,16.05253226,15.0312,448.9531613,20.21479032,376.329871,101.0828387,0.100043961,35.5278,35.90349355,999.9,0,0,9995.841935,0,65.47246774,-3.734708823,413.6543226,417.018,1.021313968,410.7489355,15.0312,1.622635806,1.519397097,14.17543548,13.16369032,1500.007419,0.692000968,0.307999032,0,2.644012903,0,15014.97742,13609.63548,48.062,49.187,48.75,47.875,47.754,1038.006452,462.0009677,0,1784740157,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-5.714105588,44.5846434,4.813556113,0,2.608085294,0.004948822,0.233632877,1,0.9362936,1.869433103,0.191833933,0,1,3,1/3,2.95485,2.76448,0.10621,0.0979602,0.101746,0.0814959,27574.7,18471.5,31632.9,22312.1,38269.7,27848,45429.6,32631.5,1.64778,2.6323,0.169393,0,33.1813,999.9,51.6,36,30.4661,61.6767,-79.0705,3,0.426021,0,20.3081,5.21579,12.0338,4.9598,3.301,7702.5,9999,9999,126.2,4.97301,1.87545,1.88157,1.8811,1.87881,1.87454,1.87454,1.87685,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.921,-4.1509,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,57.8,57.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.29614,38.1593,14.9638,2,403.537,1364.52,34.2134,32.895,30.0002,32.6042,32.4498,-1,40,10,-999.9,400,20,99.4057,85.732
67,1784740324,8879,20260722 12:12:03,12:12:03,15,1784740316,0.000391276,0.391275723,1.830335441,400.597129,53.06732529,5.369181441,40.5311302,0.008847947,2.948843902,0.008833224,0.005522086,266.1486391,37.07418237,35.98596774,5.96418545,28.2411109,1.651131068,5.846551412,4.313054382,-17.2552594,-57.5228821,-4.591487498,186.7790101,3.34732436,0.317460957,1.830335441,414.9429908,409.3640727,0.373005983,66.75139711,0.391275723,16.12854949,16.48801879,0.03103245,78.43,0,0,1,0,51966.4683,1499.992258,1273.853535,0.849240073,0.177433342,6,0.5,0: Broadleaf,2,TRUE,1784740316,400.597129,406.1454516,16.31926774,15.82059677,442.3341613,20.53021935,375.735,101.0768065,0.099980055,35.62413871,35.98596774,999.9,0,0,10002.69194,0,65.31459355,-5.54842871,407.2430323,412.6747742,0.498675548,406.1454516,15.82059677,1.649500323,1.599097097,14.42902581,13.94735484,1499.992258,0.691998935,0.308001065,0,2.554670968,0,14916.32581,13609.4871,48.062,49.294,48.804,48,47.812,1037.990968,462.0012903,0,1784740277,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-4.415087318,-19.48709062,2.436198949,0,2.553129412,-0.061598165,0.231998164,1,0.622134275,-3.145925617,0.332663991,0,1,3,1/3,2.95374,2.76461,0.105516,0.0988443,0.103912,0.0870079,27595,18441.2,31631.7,22297.4,38175.6,27658.8,45427.6,32605.5,1.64495,2.63055,0.168782,0,33.2519,999.9,53.5,36,31.5916,61.7067,-92.2075,3,0.428338,0,20.3081,5.21624,12.0339,4.95975,3.301,7702.5,9999,9999,126.2,4.97308,1.87543,1.88162,1.8811,1.8788,1.87454,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.803,-4.2449,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,59.8,59.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.32666,38.1837,14.9463,2,402.084,1362.35,34.2966,32.9185,30.0002,32.6236,32.4706,-1,40,10,-999.9,400,20,99.4016,85.6685
68,1784740444,8999,20260722 12:14:03,12:14:03,15,1784740436,0.000493999,0.493998824,2.467561847,396.2250645,27.97889107,2.830607275,40.08584712,0.011196804,2.947532669,0.011173228,0.006985381,266.1495799,37.01379187,35.93803226,5.948483979,28.16151859,1.643337441,5.835400657,4.305146538,-21.78534814,-55.382298,-4.420818723,184.5611151,10.07459746,0.391936276,2.467561847,423.4293323,411.3147939,1.162347482,66.75139711,0.493998824,15.61333548,16.32784121,0.007340978,78.43,0,0,1,0,51935.01843,1499.998387,1273.858665,0.849240023,0.177433244,6,0.5,0: Broadleaf,2,TRUE,1784740436,396.2250645,412.5350645,16.24342581,15.62869355,437.823871,20.44040968,376.3295806,101.0693226,0.100064994,35.5895129,35.93803226,999.9,0,0,9995.982903,0,73.39484194,-16.3101871,402.7676774,419.085,0.614730677,412.5350645,15.62869355,1.64171129,1.579580645,14.35589355,13.76094516,1499.998387,0.691999355,0.308000645,0,2.485922581,0,14889.71935,13609.55161,48.062,49.437,48.812,48.12296774,47.812,1037.997742,462.0006452,0,1784740397,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-14.089943,-40.53851235,4.532379355,0,2.469341176,0.519749424,0.234076302,1,0.689948575,-0.829695771,0.165732846,0,1,3,1/3,2.95479,2.76435,0.105949,0.10191,0.103161,0.0853479,27575.2,18378.2,31624.8,22297.5,38199.6,27710.2,45417.9,32606.9,1.64622,2.62528,0.167761,0,33.242,999.9,52.8,36,31.1833,61.5567,-100,3,0.44003,0,20.3082,5.21639,12.0339,4.95965,3.301,7702.5,9999,9999,126.3,4.97305,1.87546,1.88161,1.8811,1.87881,1.87454,1.87454,1.87686,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.883,-4.2131,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,61.8,61.7,0.155029,4.99878,2.89795,2.89917,2.99805,2.31689,38.208,14.9288,2,403.274,1356.33,34.2971,33.0218,30.0006,32.7122,32.5554,-1,40,10,-999.9,400,20,99.3802,85.6708
69,1784740564,9119,20260722 12:16:03,12:16:03,15,1784740556,0.000317944,0.317943593,1.966302547,404.3321935,-49.77103527,-5.03536101,40.90649414,0.00713493,2.9472859,0.007125348,0.004454203,266.152463,37.12125499,36.04865484,5.984773191,28.01710806,1.640521263,5.855426833,4.344251928,-14.02131245,-63.08043618,-5.039962273,184.0107521,1.188918604,0.320088133,1.966302547,415.0086594,410.8688909,0.136990957,66.75139711,0.317943593,16.04423776,16.34672121,0.023890693,78.43,0,0,1,0,51917.60142,1500.016452,1273.873839,0.849239912,0.177433029,6,0.5,0: Broadleaf,2,TRUE,1784740556,404.3321935,406.4331613,16.21540968,15.71357419,446.1868065,20.40724839,376.4952258,101.0704516,0.100058158,35.65165806,36.04865484,999.9,0,0,9994.469677,0,83.15856452,-2.101112045,410.9966452,412.9220645,0.501837323,406.4331613,15.71357419,1.638898387,1.58817871,14.3294,13.84241935,1500.016452,0.692002774,0.307997226,0,2.494777419,0,14895.92903,13609.74839,48.125,49.437,48.875,48.062,47.875,1038.015806,462.0006452,0,1784740517,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-1.086700835,-26.59248464,2.659582873,0,2.503358824,0.163449967,0.24003712,1,0.620430175,-3.09402994,0.302834315,0,1,3,1/3,2.95488,2.76445,0.105747,0.099114,0.103275,0.0870831,27579.7,18431.8,31623.2,22293.4,38193,27651,45415.7,32599.3,1.6459,2.62365,0.166588,0,33.356,999.9,53,36,31.302,61.7667,-99.996,3,0.44466,0,20.3082,5.21564,12.0339,4.9598,3.301,7702.5,9999,9999,126.3,4.97306,1.87543,1.88163,1.8811,1.8788,1.87454,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.851,-4.2187,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,63.8,63.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.2583,38.2324,14.9026,2,403.459,1355.11,34.3557,33.1089,30.0001,32.7785,32.6095,-1,40,10,-999.9,400,20,99.3753,85.6526
70,1784740684,9239,20260722 12:18:03,12:18:03,15,1784740676,0.000466739,0.466738899,1.65577976,390.1115161,117.4746974,11.88486227,39.46740652,0.010429819,2.948123081,0.010409363,0.006507686,266.1507126,37.09137989,36.0626,5.989361455,27.71751798,1.623763444,5.858257024,4.365598011,-20.58318546,-63.92124923,-5.106254048,176.5400238,1.589657994,0.587867898,1.65577976,399.9046981,396.5257273,0.100316621,66.75139711,0.466738899,15.23953556,16.00172727,-0.003704256,78.43,0,0,1,0,51939.80246,1500.005484,1273.864626,0.849239979,0.17743316,6,0.5,0: Broadleaf,2,TRUE,1784740676,390.1115161,393.0099677,16.04992258,15.12822581,431.5167742,20.21173226,376.5442258,101.0695806,0.09996931,35.66042581,36.0626,999.9,0,0,9999.31129,0,69.81452581,-2.898466129,396.4749032,399.046871,0.921698645,393.0099677,15.12822581,1.62216,1.529004516,14.17090323,13.26110968,1500.005484,0.692001387,0.307998613,0,2.43436129,0,14710.04194,13609.63226,48.187,49.399,48.937,48,47.875,1038.004839,462.0006452,0,1784740637,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,-2.707138,-8.608092608,1.020976356,0,2.463176471,-0.026994653,0.214846164,1,0.9227484,-0.568928173,0.100520179,0,1,3,1/3,2.95453,2.76455,0.103139,0.0965108,0.101745,0.0838548,27659.7,18492,31622.9,22301.8,38257,27761.5,45414.1,32614.3,1.64545,2.6247,0.164486,0,33.4142,999.9,51.5,36,30.415,61.5868,-99.992,3,0.447652,0,20.3083,5.21549,12.0339,4.9598,3.301,7702.5,9999,9999,126.3,4.97301,1.87542,1.8816,1.8811,1.8788,1.87454,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.409,-4.1535,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,65.8,65.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.27173,38.2812,14.8763,2,403.418,1357.47,34.3649,33.1452,30.0001,32.8164,32.6467,-1,40,10,-999.9,400,20,99.3728,85.6892
71,1784740804,9359,20260722 12:20:03,12:20:03,15,1784740796,0.000416181,0.416180856,1.490422704,396.3490323,131.8120626,13.33526943,40.0981597,0.00969441,2.947818866,0.009676733,0.006049544,266.1476624,36.94972061,35.79406774,5.901543453,29.51241308,1.714204959,5.808420188,4.187338494,-18.35357576,-45.86102194,-3.656386988,198.2766777,-1.293993974,0.512497204,1.490422704,401.3309739,400.4816182,-0.224280068,66.75139711,0.416180856,16.24290793,16.89854667,-0.000316233,78.43,0,0,1,0,51957.25641,1499.99,1273.851319,0.849239875,0.177432958,6,0.5,0: Broadleaf,2,TRUE,1784740796,396.3490323,394.6079032,16.94400645,16.13987097,437.9521613,21.27362581,375.9168387,101.0688387,0.09997069,35.50549355,35.79406774,999.9,0,0,9997.656452,0,53.44132581,1.741224597,403.1806774,401.0814516,0.804134387,394.6079032,16.13987097,1.712509355,1.631236452,15.01022258,14.25688387,1499.99,0.692003871,0.307996129,0,2.466658065,0,13929.83871,13609.5,48.062,49.312,48.812,48,47.812,1037.999355,461.9906452,0,1784740757,0,1784736740,11:12:20,1784736735,1784736740,3,0.732,0.206,-42.266,-4.321,416,17,0.22,0.02,2.631543313,-32.73390561,3.341509717,0,2.492438235,-0.145162721,0.214346774,1,0.83730655,-1.280298889,0.133246469,0,1,3,1/3,2.95381,2.76444,0.103801,0.0972232,0.10554,0.0876342,27640.2,18469.1,31623.8,22291.8,38096.7,27632.4,45416,32597.1,1.6439,2.62645,0.177655,0,32.9387,999.9,53.5,36.1,31.7688,61.7668,-99.98,3,0.444962,0,20.3083,5.21564,12.0339,4.95975,3.301,7702.5,9999,9999,126.4,4.97298,1.87544,1.8816,1.8811,1.8788,1.87451,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.52,-4.3209,-26.23001301,-0.03980678,1.13121E-05,-1.30028E-09,-1.21954199,-0.229565736,0.008659861,-0.000222848,3,2129,1,23,67.8,67.7,0.155029,4.99878,2.89795,2.89795,2.99805,2.28271,38.2568,14.8675,2,402.561,1360.12,34.3059,33.1297,30.0001,32.8164,32.6495,-1,40,10,-999.9,400,20,99.3765,85.6466
