obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
58,1785343356,7119.9,20260730 00:42:36,00:42:36,15,,1785343348,0.002213983,2.213982998,5.073896825,403.1062105,253.6394814,25.52467536,40.56606292,0.063452912,1.3801042,0.061875605,0.038810702,287.4281267,34.88793958,32.86759333,5.014642336,30.82027065,1.530953649,4.967359523,3.483688687,-97.63665019,-12.52519926,-2.074081521,175.1921957,3.351639196,2.186222599,5.073896825,412.6636703,407.1969212,-0.309651066,60.85005445,2.213982998,12.08334759,15.18156364,-0.005897545,69.65,42,10,1.003345846,0.334584605,25189.75764,1499.992667,1261.2086,0.840809844,0.191619688,6,0.5,0: Broadleaf,2,TRUE,1785343348,403.2270667,409.1528,15.21313333,12.20160667,416.3940667,16.15698667,427.4920667,100.5336667,0.100017113,32.69925333,32.86759333,999.9,0,0,5001.542,0,83.30917333,-5.925988667,409.4558667,414.2068,3.011529333,409.1528,12.20160667,1.529432667,1.226672667,13.26562667,9.928878667,1499.992667,0.973006667,0.026993347,0,2.111333333,0,16700.68667,12843.84667,43.375,45.05373333,44.25,43.875,43.40393333,1459.500667,40.492,0,1785343353,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-5.746687,-7.75884,2.068433348,0,2.981671,0.807012632,0.106721232,0,0,2,0/2,3.00221,2.75947,0.0929372,0.0932305,0.0821492,0.0664363,32110.9,23108,33520.9,25769.8,39359.7,32576.4,48977,40266.6,1.74822,2.64748,0.213739,0,29.3945,999.9,51.294,32.257,24.7204,29.3019,-100,3,0.270833,0,20.2455,5.20471,11.956,4.96935,3.294,7163.4,9999,132.7,9999,4.97364,1.87294,1.87079,1.87237,1.87286,1.87377,1.87329,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,42.8,121,0.155029,4.99756,2.64526,2.75024,2.8479,2.2583,35.0594,15.1302,2,371.189,1233.64,31.0361,31.0624,29.9999,31.0291,30.9609,-1,40,10,-999.9,400,20,101.769,94.502
59,1785343476,7239.9,20260730 00:44:36,00:44:36,15,,1785343468,0.002204174,2.204173571,4.600452245,402.677185,263.4585921,26.51238376,40.5222391,0.062631434,1.378851686,0.061092811,0.038318098,287.4236823,34.9282964,32.93285333,5.033077421,30.55337422,1.520588163,4.976825644,3.512489257,-97.2040545,-14.85147194,-2.462725814,172.9054301,2.63382941,2.165915655,4.600452245,411.2600458,406.6171697,-0.337307821,60.85005445,2.204173571,11.8787837,15.04327697,-0.017724736,69.65,42,10,1.003351031,0.335103085,25150.91335,1499.968667,1261.188498,0.840809895,0.191619791,6,0.5,0: Broadleaf,2,TRUE,1785343468,402.7869333,407.7007333,15.11037333,12.12346667,415.9542667,16.05420667,427.0546667,100.5320667,0.100004413,32.73306667,32.93285333,999.9,0,0,4995.417333,0,22.81737333,-4.913692667,408.9666,412.7048667,2.986898,407.7007333,12.12346667,1.519074,1.218797333,13.16147333,9.830253333,1499.968667,0.973005267,0.026994767,0,2.070766667,0,16663.32,12843.65333,43.39566667,45.062,44.25,43.93286667,43.42046667,1459.477333,40.494,0,1785343473,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-5.721366,13.7558797,2.016178496,0,2.8219545,3.600334286,0.372935235,0,0,2,0/2,3.00157,2.75934,0.0927275,0.0924549,0.0815914,0.0664281,32119.6,23128.6,33521.9,25770.6,39385.9,32578.3,48977.9,40268.1,1.7473,2.64978,0.2116,0,29.4654,999.9,50.885,32.257,24.5241,28.972,-100,3,0.268498,0,20.245,5.20501,11.956,4.9693,3.294,7163.4,9999,132.8,9999,4.97363,1.87288,1.87077,1.87234,1.87286,1.87376,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.168,-0.9439,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,44.8,123,0.155029,4.99756,2.64648,2.75146,2.8479,2.2583,35.0594,15.1302,2,370.47,1236.1,31.0376,31.0237,30.0001,30.9884,30.9203,-1,40,10,-999.9,400,20,101.771,94.5051
60,1785343596,7359.9,20260730 00:46:36,00:46:36,15,,1785343588,0.00207501,2.075009619,4.589709453,415.9699542,272.7828767,27.45210949,41.86205845,0.060504994,1.380409087,0.059069364,0.037044501,287.4276933,34.84696753,32.76668,4.98625133,31.72696752,1.56611838,4.936237222,3.420132949,-91.50792418,-13.32079389,-2.203041168,180.3959341,3.034874374,2.207370924,4.589709453,425.7815227,420.8603333,-0.286543293,60.84953205,2.075009619,12.51844018,15.46866545,-0.011852556,69.65,42,10,1.003343468,0.334346811,25207.61333,1499.989333,1261.2059,0.840809912,0.191619825,6,0.5,0: Broadleaf,2,TRUE,1785343588,416.0792,421.6259333,15.56202,12.51567333,429.2463333,16.50585333,426.5432,100.5372,0.100016773,32.58768667,32.76668,999.9,0,0,5002.876667,0,21.35284,-5.546846667,422.6565333,426.9696667,3.046358667,421.6259333,12.51567333,1.56456,1.258288,13.61398667,10.30946,1499.989333,0.973003933,0.026996027,0,2.02146,0,16639.86667,12843.80667,43.5,45.125,44.3624,44.02893333,43.5,1459.494,40.49533333,0,1785343593,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-7.154695,27.31059158,3.07754202,0,2.9995395,0.455344511,0.107535557,0,0,2,0/2,3.00135,2.75953,0.0950785,0.0946509,0.0833647,0.0680599,32036.8,23072.3,33522.3,25770,39306.5,32520.1,48979.1,40267.5,1.74667,2.64955,0.21711,0,29.2249,999.9,52.356,32.277,25.2572,28.8519,-100,3,0.267698,0,20.2454,5.20291,11.956,4.96955,3.294,7163.4,9999,132.8,9999,4.97363,1.87288,1.87077,1.87235,1.87286,1.87376,1.87327,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.168,-0.9439,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,46.8,125,0.155029,4.99756,2.64526,2.75024,2.8479,2.26318,35.0594,15.1127,2,369.988,1235.13,31.0007,31.0075,29.9999,30.9614,30.8896,-1,40,10,-999.9,400,20,101.773,94.5036
61,1785343716,7479.9,20260730 00:48:36,00:48:36,15,,1785343708,0.001985241,1.985240628,4.816578859,394.4639163,241.3955992,24.29292952,39.69701249,0.058082772,1.380011261,0.056758059,0.035590291,287.42772,34.67903918,32.5038,4.912948349,30.86555651,1.505246471,4.876783837,3.407701878,-87.54911169,-9.742818929,-1.607991726,188.5277977,4.493941031,2.19337032,4.816578859,409.6927246,401.2939636,0.271412817,60.84953205,1.985240628,12.24329042,14.95183152,0.00700032,69.65,42,10,1.003342627,0.334262721,25213.93368,1499.988,1261.20492,0.840810006,0.191620013,6,0.5,0: Broadleaf,2,TRUE,1785343708,394.5785333,402.1046,14.95743333,11.9252,407.7455333,15.90126667,426.0732667,100.5353333,0.100012147,32.37284667,32.5038,999.9,0,0,5000.998667,0,39.8816,-7.526082667,400.5700667,406.9580667,3.032244667,402.1046,11.9252,1.503753333,1.198903333,13.00624667,9.585117333,1499.988,0.973001867,0.026997927,0,2.007926667,0,16630.50667,12843.78,43.5124,45.062,44.3498,43.9958,43.4916,1459.488,40.5,0,1785343713,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-6.5259765,-23.01863053,3.010461245,0,3.043702,-1.712582256,0.258507282,0,0,2,0/2,3.00114,2.75938,0.0918871,0.0916696,0.0813526,0.066821,32151.6,23149.8,33524,25771.7,39399.4,32566.3,48981.2,40269.8,1.74688,2.65167,0.223015,0,28.8726,999.9,51.221,32.277,24.7133,29.2119,-100,3,0.265198,0,20.2455,5.20471,11.956,4.96945,3.294,7163.4,9999,132.8,9999,4.97363,1.8729,1.87076,1.87238,1.87286,1.87376,1.87329,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,48.8,127,0.155029,4.99756,2.64526,2.75024,2.8479,2.21313,35.0364,15.0777,2,369.844,1237.29,30.885,30.9664,29.9999,30.9203,30.8468,-1,40,10,-999.9,400,20,101.778,94.5092
62,1785343836,7599.9,20260730 00:50:36,00:50:36,15,,1785343828,0.001906773,1.90677335,5.078401283,416.9128885,253.5682895,25.51700223,41.95464317,0.057106326,1.379992202,0.055825233,0.035003478,287.4310067,34.70742231,32.46743333,4.902881876,32.34475146,1.576346918,4.873578703,3.326534957,-84.08870475,-7.903562366,-1.304144298,194.1345953,5.933416577,1.857349712,5.078401283,432.8612895,424.6278727,0.172766061,60.84953205,1.90677335,13.20969038,15.75926909,0.014914613,69.65,42,10,1.003342554,0.334255375,25214.48594,1500.004667,1261.21898,0.840810037,0.191620075,6,0.5,0: Broadleaf,2,TRUE,1785343828,417.0337333,426.4642,15.66452,13.09538667,430.2008,16.60836,425.5289333,100.5317333,0.09994376,32.3612,32.46743333,999.9,0,0,5001.083333,0,24.13084667,-9.430449333,423.6703333,432.1230667,2.569132667,426.4642,13.09538667,1.574782,1.316503333,13.71416,10.98822,1500.004667,0.973000933,0.02699884,0,2.06304,0,16596.8,12843.92667,43.562,45.1208,44.3874,43.958,43.5,1459.502667,40.502,0,1785343833,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-9.005428,-11.71300331,1.291764671,0,2.5355875,0.224871429,0.076992513,0,0,2,0/2,2.99965,2.75952,0.095826,0.0964657,0.0846364,0.0710889,32016.6,23029.3,33528.3,25773.2,39255.7,32417.3,48987.8,40272.7,1.7437,2.65322,0.228271,0,28.7425,999.9,53.687,32.287,25.9187,28.9119,-100,3,0.260302,0,20.2455,5.20471,11.9559,4.9699,3.294,7163.4,9999,132.9,9999,4.97364,1.8729,1.87074,1.87238,1.87286,1.87376,1.87328,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.168,-0.9439,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,50.8,129,0.155029,4.99756,2.64526,2.75024,2.8479,2.2998,34.9904,15.0777,2,367.939,1238.51,30.8169,30.9145,29.9999,30.8724,30.7986,-1,40,10,-999.9,400,20,101.791,94.5154
63,1785343956,7719.9,20260730 00:52:36,00:52:36,15,,1785343948,0.002138358,2.138357562,4.817362914,416.5841177,277.1024321,27.88476566,41.92078145,0.065199477,1.379131658,0.063534228,0.039854966,287.4401667,34.42210108,32.26031333,4.845891584,32.460558,1.566933638,4.82719255,3.278957946,-94.30156847,-5.087146459,-0.838387401,187.2130643,1.679896809,2.132413853,4.817362914,422.6485346,419.3343455,-0.631762851,60.84953205,2.138357562,12.39410501,15.48414,-0.016976595,69.65,42,10,1.003343991,0.334399052,25203.68842,1500.056667,1261.2623,0.840809769,0.191619539,6,0.5,0: Broadleaf,2,TRUE,1785343948,416.6988,420.3260667,15.57126667,12.61028667,429.8658,16.51509333,423.9344667,100.5298,0.100012027,32.19189333,32.26031333,999.9,0,0,4996.916667,0,30.4228,-3.627280667,423.2898667,425.6947333,2.960964,420.3260667,12.61028667,1.565374,1.267709333,13.62208,10.42002,1500.056667,0.973009067,0.026991093,0,2.103886667,0,16612.71333,12844.42,43.5372,45.062,44.375,43.9412,43.479,1459.566667,40.49,0,1785343953,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-4.151617,10.94733925,1.919604817,0,2.8997335,1.688198346,0.174088895,0,0,2,0/2,2.99885,2.75937,0.0948987,0.0944321,0.083414,0.0679513,32054.3,23085.7,33533.1,25778,39316.5,32535.7,48993.9,40279.3,1.7432,2.6541,0.230595,0,28.4958,999.9,52.655,32.257,25.3768,29.0619,-100,3,0.253674,0,20.2451,5.20441,11.956,4.96955,3.294,7163.4,9999,132.9,9999,4.97365,1.87296,1.87074,1.8724,1.87286,1.87378,1.87327,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,52.8,131,0.155029,4.99756,2.64526,2.75146,2.8479,2.24243,34.9444,15.0602,2,367.244,1238.25,30.7142,30.8345,29.9999,30.7987,30.7276,-1,40,10,-999.9,400,20,101.805,94.5318
64,1785344076,7839.9,20260730 00:54:36,00:54:36,15,,1785344068,0.0019899,1.989900442,4.898979095,406.89448,255.7840137,25.73916844,40.94519202,0.060069865,1.37970775,0.058653849,0.036783099,287.4338333,34.42340947,32.19138667,4.827054314,31.63612153,1.520792885,4.807140736,3.306261429,-87.75460951,-5.438870646,-0.895351511,193.3450017,6.186875959,1.988236212,4.898979095,423.3445558,414.8542848,0.254681388,60.84953205,1.989900442,12.46032814,15.17654606,0.009901496,69.65,42,10,1.003340961,0.334096094,25226.46693,1500.023333,1261.2343,0.840809787,0.191619575,6,0.5,0: Broadleaf,2,TRUE,1785344068,407.011,416.9092667,15.11294,12.34366,420.1781333,16.05677333,422.8321333,100.5285333,0.099993307,32.11826667,32.19138667,999.9,0,0,4999.833333,0,105.9854067,-9.898316667,413.2565333,422.1198,2.769287333,416.9092667,12.34366,1.519282,1.24089,13.16358667,10.10100267,1500.023333,0.973007333,0.026992467,0,2.00738,0,16573.95333,12844.09333,43.5,45.04133333,44.3246,43.90393333,43.437,1459.533333,40.49,0,1785344073,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-9.3602635,-7.030472932,1.2392972,0,2.7811505,-0.480311729,0.059312816,0,0,2,0/2,2.9979,2.75944,0.0942218,0.094467,0.0822945,0.068117,32083.3,23087.1,33538,25780.2,39372.9,32533.7,49000.4,40282.9,1.74182,2.65375,0.233993,0,28.4177,999.9,52.027,32.247,25.0607,28.8219,-100,3,0.248216,0,20.2452,5.20366,11.956,4.9692,3.294,7163.4,9999,132.9,9999,4.97359,1.87289,1.87075,1.87234,1.87286,1.87376,1.87322,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,54.8,133,0.155029,4.99756,2.64526,2.75024,2.8479,2.27661,34.8985,15.0602,2,366.124,1236.33,30.6041,30.7573,29.9999,30.7277,30.6611,-1,40,10,-999.9,400,20,101.818,94.5401
65,1785344196,7959.9,20260730 00:56:36,00:56:36,15,,1785344188,0.002064298,2.064297622,4.934639779,404.4519358,255.9667378,25.75704545,40.69859617,0.061805469,1.379939986,0.060307789,0.037823906,287.42364,34.54316899,32.47122667,4.90393105,32.37562257,1.570353528,4.850419554,3.333577522,-91.03552514,-14.46096318,-2.385308758,179.5418429,4.265209511,2.080612692,4.934639779,416.5649936,410.0741576,-0.105534969,60.84953205,2.064297622,12.66066829,15.57697758,-0.005036374,69.65,42,10,1.003341801,0.334180075,25220.14856,1499.968,1261.18798,0.840809924,0.191619848,6,0.5,0: Broadleaf,2,TRUE,1785344188,404.5693333,411.7956,15.60576,12.70942,417.7364667,16.54960667,422.8536667,100.5265333,0.099999933,32.27684667,32.47122667,999.9,0,0,5001.083333,0,115.0275333,-7.226134,410.9830667,417.0965333,2.896348,411.7956,12.70942,1.568794,1.277634,13.65565333,10.53820667,1499.968,0.973003533,0.02699636,0,1.964346667,0,16523.24,12843.62667,43.6208,45.29546667,44.437,44.062,43.50826667,1459.472667,40.49533333,0,1785344193,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-7.3978,-5.786635489,2.209418984,0,2.8785525,0.347207368,0.058668117,0,0,2,0/2,2.9976,2.75937,0.0934582,0.094049,0.0838689,0.0692638,32109.3,23096.6,33536.8,25778.8,39299.5,32491,48998.9,40280.9,1.7416,2.65587,0.227667,0,28.8021,999.9,53.052,32.247,25.5547,28.8519,-100,3,0.248361,0,20.2451,5.20411,11.956,4.9695,3.294,7163.4,9999,133,9999,4.97361,1.87289,1.87073,1.87235,1.87286,1.87377,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9439,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,56.8,135,0.155029,4.99756,2.64526,2.75146,2.8479,2.23145,34.8985,15.0339,2,365.9,1239.01,30.5981,30.7493,30.0001,30.7094,30.6425,-1,40,10,-999.9,400,20,101.815,94.5353
66,1785344316,8079.9,20260730 00:58:36,00:58:36,15,,1785344308,0.00216916,2.169160121,5.16779983,396.6543368,240.7254317,24.22207068,39.91181701,0.061390239,1.380558501,0.059913001,0.037575389,287.4290402,34.83588356,32.94340667,5.03606413,30.55832044,1.51158799,4.94656764,3.524476139,-95.65996135,-23.7144628,-3.925676304,164.1289397,4.903534127,2.298543473,5.16779983,411.7549345,403.0579152,0.228387017,60.84953205,2.169160121,11.96700248,14.99297697,-0.000345141,69.65,42,10,1.003343218,0.334321811,25209.49201,1499.996667,1261.212037,0.840809893,0.191619786,6,0.5,0: Broadleaf,2,TRUE,1785344308,396.7773333,404.9842667,15.02256667,11.82941333,409.9446,15.96639333,423.9736,100.5211333,0.100020413,32.62478667,32.94340667,999.9,0,0,5004.416667,0,687.4285333,-8.206854,402.829,409.8327333,3.193143333,404.9842667,11.82941333,1.510083333,1.189105333,13.07056667,9.465086667,1499.996667,0.973004733,0.026995347,0,2.025446667,0,16456.61333,12843.88667,43.687,45.8706,44.625,44.28306667,43.687,1459.506,40.49466667,0,1785344313,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-7.052693,-33.50854105,3.357059576,0,3.227492,-1.380433083,0.152311047,0,0,2,0/2,2.99882,2.75947,0.0923274,0.0931763,0.0815111,0.0666831,32145.2,23117.2,33532.9,25777.3,39402.7,32580.8,48993.4,40278.6,1.74408,2.65505,0.216208,0,29.46,999.9,51.221,32.257,24.6877,29.0619,-100,3,0.252889,0,20.2453,5.20471,11.956,4.9696,3.294,7163.4,9999,133,9999,4.97364,1.87294,1.87077,1.87232,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,58.8,137,0.155029,4.99756,2.64526,2.75024,2.8479,2.29004,34.9674,15.0164,2,367.345,1238.43,30.6892,30.8013,30.0003,30.7415,30.6715,-1,40,10,-999.9,400,20,101.804,94.5298
67,1785344436,8199.9,20260730 01:00:36,01:00:36,15,,1785344428,0.002011718,2.011718348,5.024377413,410.1285115,247.9790373,24.95000283,41.26440539,0.057215425,1.378873684,0.055928474,0.035068513,287.4295867,35.11158684,33.18354667,5.104444455,32.11695024,1.606121836,5.000854139,3.49832262,-88.71677916,-27.12587711,-4.505464974,167.0814654,5.875765209,2.127070165,5.024377413,425.8927069,417.7387576,0.172244946,60.84953205,2.011718348,13.15576848,15.94300242,0.000782051,69.65,42,10,1.003351789,0.335178915,25145.24228,1499.994667,1261.21082,0.840810203,0.191620406,6,0.5,0: Broadleaf,2,TRUE,1785344428,410.2484,419.7393333,15.96330667,13.02098667,423.4155333,16.90714667,425.3805333,100.5133333,0.100021347,32.81864667,33.18354667,999.9,0,0,4996.457333,0,367.3235933,-9.490834667,416.9037333,425.2771333,2.942313333,419.7393333,13.02098667,1.604526667,1.308783333,14.00229333,10.89952667,1499.994667,0.972993333,0.027006427,0,1.9476,0,16376.91333,12843.83333,44.02893333,46.37913333,44.9748,44.75,44,1459.484667,40.51,0,1785344433,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-8.65851,-20.59489895,2.063304596,0,2.987081,-1.49922406,0.156308229,0,0,2,0/2,2.99996,2.75946,0.0946966,0.0958259,0.0853501,0.0711687,32051.8,23041.8,33523.3,25768.9,39217.5,32409.7,48981.2,40267.1,1.74518,2.65202,0.199854,0,29.9639,999.9,54.084,32.347,26.2042,29.0019,-100,3,0.263163,0,20.2449,5.20456,11.956,4.96895,3.294,7163.4,9999,133,9999,4.97363,1.87295,1.87077,1.87238,1.87286,1.87378,1.87327,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,60.8,139,0.155029,4.99756,2.64526,2.75146,2.8479,2.21558,35.0825,14.9901,2,368.477,1235.99,30.8872,30.9257,30.0006,30.8372,30.7624,-1,40,10,-999.9,400,20,101.777,94.5014
68,1785344556,8319.9,20260730 01:02:36,01:02:36,15,,1785344548,0.002343686,2.343685793,4.32446623,413.4640562,280.1790745,28.18719156,41.59622048,0.063007883,1.379278435,0.061451425,0.03854378,287.4310155,35.54941489,33.90129333,5.313662437,31.08798417,1.608741637,5.174802032,3.7049208,-103.3565435,-35.21425585,-5.885299801,142.9749164,-1.713963057,2.501417445,4.32446623,414.7739421,413.7160121,-0.906679668,60.84953205,2.343685793,12.31248075,15.76534061,-0.033468686,69.65,42,10,1.003356876,0.335687631,25107.26333,1500.005333,1261.219481,0.840809998,0.191619996,6,0.5,0: Broadleaf,2,TRUE,1785344548,413.5674,412.6217333,15.9908,12.5476,426.7346,16.93466,427.4597333,100.5042,0.0999997,33.42772667,33.90129333,999.9,0,0,4998.916667,0,1236.913533,0.94563,420.2887333,417.8658,3.44322,412.6217333,12.5476,1.607142667,1.261084,14.02698667,10.34098,1500.005333,0.972997,0.0270027,0,1.975613333,0,16325.3,12843.95333,44.229,46.8624,45.229,45.19133333,44.27893333,1459.504,40.5,0,1785344553,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,0.48472425,5.282604226,1.284321247,0,3.3904305,1.244944511,0.125826739,0,0,2,0/2,3.0021,2.75949,0.0937836,0.0923901,0.0844386,0.0668767,32077.5,23126.9,33517.2,25767.1,39252.3,32557.9,48973.2,40263.8,1.7489,2.64838,0.195749,0,30.7698,999.9,52.643,32.428,25.6243,28.6719,-100,3,0.272777,0,20.2454,5.20456,11.956,4.96935,3.294,7163.4,9999,133.1,9999,4.97359,1.87294,1.87074,1.87236,1.87286,1.87378,1.87326,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,62.8,141,0.155029,4.99756,2.64526,2.75024,2.8479,2.23999,35.2209,14.9901,2,371.156,1233.43,31.2065,31.0883,30.0008,30.9665,30.89,-1,40,10,-999.9,400,20,101.759,94.494
69,1785344676,8439.9,20260730 01:04:36,01:04:36,15,,1785344668,0.002287832,2.287831882,4.476628563,389.3969237,246.1558342,24.76523455,39.17642731,0.059310892,1.380207943,0.057930476,0.036327897,287.432782,35.60360361,33.8476,5.297757195,28.12984662,1.457874966,5.182662337,3.839882229,-100.893386,-29.22617365,-4.880596296,152.432626,4.740375871,2.380694126,4.476628563,402.2511431,395.5852545,0.064682003,60.84587755,2.287831882,11.25290099,14.43183939,-0.0060451,69.65,42,10,1.00335361,0.335360975,25131.63707,1500.013333,1261.226324,0.840810076,0.191620151,6,0.5,0: Broadleaf,2,TRUE,1785344668,389.5038,397.3754,14.49065333,11.23406,402.6708667,15.43450667,430.8009333,100.508,0.099952787,33.45482667,33.8476,999.9,0,0,5003.333333,0,104.8322333,-7.871802,395.2308667,401.8903333,3.256610667,397.3754,11.23406,1.456428667,1.129111333,12.51816,8.698276,1500.013333,0.972996667,0.02700304,0,1.933153333,0,16217.6,12844.00667,44.375,46.80786667,45.375,45.437,44.5,1459.504,40.504,0,1785344673,0,1785340804,00:00:04,1785340788,1785336093,3,-0.052,-0.914,-13.167,-0.944,406,13,0.19,0.14,-7.650249,-5.671894737,0.625329591,0,3.2730775,-0.626831729,0.072746304,0,0,2,0/2,3.00482,2.75955,0.0909284,0.0909581,0.0790336,0.0626088,32164.6,23155.1,33503.8,25759,39482.1,32697.8,48954.8,40251.7,1.75263,2.64298,0.179924,0,30.9245,999.9,49.023,32.488,23.9402,28.852,-100,3,0.288862,0,20.2452,5.20471,11.956,4.96955,3.294,7163.4,9999,133.1,9999,4.97365,1.87295,1.87078,1.87241,1.87286,1.87377,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.167,-0.9438,-13.16718182,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,64.8,143,0.15625,4.99756,2.64526,2.75024,2.8479,2.24609,35.3365,14.9551,2,374.119,1229.07,31.4773,31.2723,30.0006,31.1401,31.0524,-1,40,10,-999.9,400,20,101.72,94.4651
