obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
22,1784213242,2603,20260716 22:47:22,22:47:22,15,,1784213234,0.001240743,1.240742874,2.097015967,431.5509542,292.1486661,29.6709175,43.82875654,0.029516563,1.390160014,0.029172768,0.018263535,287.4295867,38.62292644,36.65717333,6.187853332,34.29516744,2.043417269,5.958324223,4.144436063,-54.71676074,-51.64450066,-8.787472882,172.2808524,4.2723059,1.266312959,2.097015967,449.3703275,443.4594727,0.578289038,60.84430493,1.240742874,18.53243799,20.13975091,0.001143265,69.65,44,10,1.003507834,0.350783419,25174.70459,1499.994667,1261.21082,0.840810203,0.191620406,6,0.5,0: Broadleaf,2,TRUE,1784213234,431.6009333,437.9795333,20.12009333,18.4784,445.2793333,20.0636,451.8778667,101.461,0.100023347,35.96808667,36.65717333,999.9,0,0,5005.25,0,29.07186,-6.378616,440.4629333,446.2252667,1.641696,437.9795333,18.4784,2.041404,1.874836,17.76919333,16.42506,1499.994667,0.972995333,0.02700446,0,2.143973333,0,17299.89333,12843.82667,46.4748,48.30786667,47.375,47.187,46.562,1459.484667,40.51,0,1784213240,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-5.4271975,-24.81344617,2.471957273,0,1.666019,-0.595284812,0.057624179,0,0,2,0/2,3.02563,2.75951,0.0989821,0.0990557,0.0981294,0.0914362,31713.1,22820,33340.5,25625.1,38455.6,31497.3,48733.7,40059.3,1.7634,2.59088,0.23514,0,32.8654,999.9,62.904,34.09,33.2946,29.0146,-100,3,0.490442,0,20.2439,5.20486,11.956,4.9693,3.294,9999,7158,9999,113,4.97377,1.87302,1.87091,1.87241,1.87288,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.706,0.062,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,51.7,51.8,0.15625,4.99756,2.64526,2.74414,2.8479,2.27295,37.7953,15.6556,2,395.27,1205.99,33.9902,33.7869,30.0001,33.6616,33.5631,-1,40,10,-999.9,400,20,101.246,93.9982
23,1784213362,2723,20260716 22:49:22,22:49:22,15,,1784213354,0.001262916,1.2629155,1.991264678,434.7582714,304.0565372,30.880386,44.15462782,0.030400443,1.388655525,0.030035496,0.018804609,287.43022,38.54067568,36.56005333,6.155045804,34.66877807,2.057306852,5.934177569,4.097738953,-55.69457357,-49.84474885,-8.483390883,173.4075067,3.214807613,1.23865229,1.991264678,448.3968498,444.8241818,0.165305655,60.84430493,1.2629155,18.64582059,20.28094,0.00123727,69.65,44,10,1.003513021,0.351302062,25137.66792,1499.998,1261.21362,0.840810201,0.191620402,6,0.5,0: Broadleaf,2,TRUE,1784213354,434.8058,439.7738667,20.25679333,18.65142,448.5103333,20.17178,451.9416,101.4613333,0.099995633,35.89426,36.56005333,999.9,0,0,4997.832,0,29.44333333,-4.967962667,443.7957333,448.1321333,1.605385333,439.7738667,18.65142,2.05528,1.892396667,17.87677333,16.57162667,1499.998,0.972995,0.0270048,0,1.963393333,0,17233.28,12843.85333,46.5,48.25,47.375,47.187,46.54133333,1459.488,40.51,0,1784213360,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-4.5518815,-14.33227353,1.836708643,0,1.602226,0.149372932,0.018472038,0,0,2,0/2,3.02514,2.75939,0.0992157,0.0993103,0.0985363,0.0918203,31702.7,22812.1,33338.3,25623.5,38435.7,31482,48730.9,40057.2,1.76197,2.5893,0.240404,0,32.6838,999.9,62.782,34.221,33.4719,29.1646,-100,3,0.492889,0,20.2441,5.20246,11.956,4.96835,3.294,9999,7158,9999,113,4.97375,1.87302,1.87092,1.87241,1.8729,1.87366,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.718,0.0903,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,53.7,53.8,0.15625,4.99756,2.64526,2.74292,2.8479,2.24487,37.8921,15.603,2,394.679,1204.33,33.964,33.8082,30.0002,33.6917,33.5931,-1,40,10,-999.9,400,20,101.24,93.9929
24,1784213482,2843,20260716 22:51:22,22:51:22,15,,1784213474,0.001245224,1.245224477,1.65670669,411.1911784,295.5864026,30.02006124,41.76100203,0.029310783,1.388618846,0.028971364,0.01813727,287.4304733,38.62799391,36.68686667,6.197914121,33.70978965,2.009070256,5.95990149,4.188843865,-54.91439944,-53.44984307,-9.106275789,169.959955,3.357435868,1.255034874,1.65670669,425.9639704,421.7391455,0.372802565,60.84430493,1.245224477,18.17123971,19.79177212,0.000193865,69.65,44,10,1.003514064,0.351406352,25130.23376,1499.999333,1261.21474,0.8408102,0.191620401,6,0.5,0: Broadleaf,2,TRUE,1784213474,411.2307333,416.3616667,19.7819,18.15323333,424.743,19.79522667,451.5889333,101.461,0.100035893,35.9729,36.68686667,999.9,0,0,4997.668,0,26.42479333,-5.13092,419.5298,424.0596667,1.628683333,416.3616667,18.15323333,2.007090667,1.841843333,17.50040667,16.1465,1499.999333,0.972994667,0.027005147,0,2.165853333,0,17152.41333,12843.86,46.4412,48.2458,47.3582,47.125,46.50826667,1459.489333,40.51,0,1784213480,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-5.193404,-2.017063759,0.986727705,0,1.6302375,-0.071288571,0.014188987,1,1,2,1/2,3.02526,2.7595,0.0953193,0.0946098,0.0970413,0.0901104,31839.6,22931.6,33338.3,25624.3,38500.8,31541.8,48731.2,40058.3,1.76283,2.59005,0.2358,0,32.8825,999.9,61.391,34.342,32.9524,28.9546,-100,3,0.492955,0,20.2441,5.20456,11.956,4.96945,3.294,9999,7158,9999,113.1,4.97375,1.87303,1.87093,1.87241,1.87288,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.531,-0.0105,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,55.7,55.8,0.15625,4.99756,2.64526,2.74292,2.8479,2.26196,37.9891,15.5943,2,395.259,1205.82,33.9973,33.8264,30.0001,33.7109,33.6142,-1,40,10,-999.9,400,20,101.24,93.9955
25,1784213602,2963,20260716 22:53:22,22:53:22,15,,1784213594,0.001290201,1.290201171,1.783429055,426.2596037,306.2617165,31.10319755,43.28989209,0.030392877,1.389938965,0.030028443,0.018800156,287.4312333,38.69939148,36.75439333,6.220846615,33.95881918,2.034680307,5.991610887,4.186166308,-56.89787165,-51.32705943,-8.743261905,170.4630403,0.316474585,1.357100796,1.783429055,437.7317922,434.4889394,0.155508591,60.84430493,1.290201171,18.24352367,19.97844424,-0.008822755,69.65,44,10,1.003509855,0.35098547,25160.26298,1500.003333,1261.2181,0.840810198,0.191620396,6,0.5,0: Broadleaf,2,TRUE,1784213594,426.3021333,427.4906667,20.03474667,18.27280667,439.9374667,19.99595333,451.2634,101.4575333,0.10004266,36.06943333,36.75439333,999.9,0,0,5004.333333,0,25.18512,-1.1886658,435.0176,435.4475333,1.761946,427.4906667,18.27280667,2.032677333,1.853915333,17.70118667,16.24888667,1500.003333,0.972994667,0.027005147,0,2.057213333,0,17082,12843.88667,46.5,48.25413333,47.375,47.0872,46.562,1459.493333,40.51,0,1784213600,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-2.50484635,3.960436376,3.529563591,0,1.7311815,0.448625414,0.066895731,0,0,2,0/2,3.0251,2.75946,0.0973917,0.0964658,0.0975888,0.0903902,31764.8,22883.5,33336.3,25623.1,38475.3,31531,48728.7,40056.9,1.76233,2.58967,0.244688,0,32.8231,999.9,61.183,34.473,33.0818,29.0746,-100,3,0.495246,0,20.2439,5.19947,11.956,4.96915,3.294,9999,7158,9999,113.1,4.97375,1.87302,1.87091,1.87241,1.87292,1.8737,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.631,0.0267,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,57.7,57.8,0.15625,4.99756,2.64526,2.7417,2.8479,2.24121,38.0863,15.5855,2,395.122,1205.77,34.0446,33.8442,30.0004,33.7328,33.6383,-1,40,10,-999.9,400,20,101.235,93.9918
26,1784213722,3083,20260716 22:55:22,22:55:22,15,,1784213714,0.001241525,1.2415253,1.887042476,427.6873447,299.4872374,30.41547549,43.43528646,0.029479411,1.388721137,0.029136125,0.018240588,287.4295867,38.67350791,36.66913333,6.19190395,34.14195357,2.039754461,5.974334353,4.152149489,-54.75126574,-48.83238302,-8.32004161,175.5258963,4.492074609,1.213819918,1.887042476,443.6819957,439.235703,0.354797096,60.84430493,1.2415253,18.49432973,20.10729636,0.000854154,69.65,43,10,1.003434001,0.343400059,25129.67657,1499.994667,1261.21082,0.840810203,0.191620406,6,0.5,0: Broadleaf,2,TRUE,1784213714,427.7324,434.3775333,20.08452667,18.50795333,441.3794667,20.03542667,451.0872667,101.4585333,0.09996962,36.01689333,36.66913333,999.9,0,0,4998.292667,0,25.40450667,-6.64506,436.4994,442.5684667,1.576578667,434.3775333,18.50795333,2.037748,1.87779,17.74072667,16.44983333,1499.994667,0.972994667,0.027005147,0,2.11696,0,17003.07333,12843.81333,46.55373333,48.3246,47.437,47.25,46.625,1459.484667,40.51,0,1784213720,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-6.352174,-1.858031278,1.037493278,0,1.57166,0.237394286,0.03231233,0,0,2,0/2,3.02436,2.75943,0.0982481,0.0976529,0.0979969,0.0912812,31731.6,22851.1,33333.3,25620.6,38454.6,31497.1,48724.7,40053.5,1.76052,2.58655,0.242032,0,32.7755,999.9,61.159,34.593,33.2885,29.0446,-100,3,0.497922,0,20.244,5.20456,11.956,4.9695,3.294,9999,7158,9999,113.1,4.97377,1.87306,1.87093,1.87241,1.8729,1.8737,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.673,0.0546,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,59.7,59.8,0.155029,4.99756,2.64526,2.74292,2.8479,2.26318,38.1593,15.5768,2,394.309,1201.79,34.0771,33.8722,30.0002,33.7602,33.6623,-1,40,10,-999.9,400,20,101.226,93.9833
27,1784213842,3203,20260716 22:57:22,22:57:22,15,,1784213834,0.001224978,1.224977713,1.527270445,423.1504168,312.4166325,31.72990155,42.97633247,0.028859512,1.38918739,0.028530533,0.017860828,287.4338933,38.71151653,36.75712667,6.221776423,34.06276737,2.038438786,5.984360471,4.183337636,-54.02151716,-53.1541771,-9.058552481,171.1996466,1.395992606,1.234839428,1.527270445,434.9908929,432.2271879,0.12947587,60.84430493,1.224977713,18.49501763,20.08950606,0.000800436,69.65,43,10,1.003432536,0.343253596,25140.3624,1500.017333,1261.22986,0.840810191,0.191620381,6,0.5,0: Broadleaf,2,TRUE,1784213834,423.1868667,425.7368,20.07072667,18.46407333,436.797,20.02448,450.3141333,101.4628,0.099979467,36.0474,36.75712667,999.9,0,0,5000.376,0,26.39034667,-2.549713267,431.8546667,433.7454,1.606648667,425.7368,18.46407333,2.036430667,1.873415333,17.73048,16.41318,1500.017333,0.972994667,0.027005153,0,2.074733333,0,16931,12844.00667,46.562,48.333,47.437,47.2332,46.625,1459.507333,40.51,0,1784213840,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-1.636612714,-14.54516049,1.830250434,0,1.63750619,-0.481228052,0.050558039,0,0,2,0/2,3.02375,2.75949,0.0969653,0.0957463,0.0979389,0.09106,31776.9,22899.4,33333.5,25620.6,38457.3,31504.8,48725.2,40054,1.75945,2.58715,0.237778,0,32.9037,999.9,60.811,34.724,33.3367,28.8946,-100,3,0.49784,0,20.2441,5.20456,11.956,4.96925,3.294,9999,7158,9999,113.2,4.97378,1.87302,1.87093,1.87241,1.8729,1.87371,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.611,0.0506,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,61.7,61.8,0.155029,4.99756,2.64526,2.7417,2.8479,2.2583,38.2324,15.533,2,393.788,1202.86,34.1007,33.8842,30,33.7705,33.6728,-1,40,10,-999.9,400,20,101.227,93.9841
28,1784213962,3323.1,20260716 22:59:22,22:59:22,15,,1784213954,0.001228815,1.228814755,1.471483696,425.4411539,318.3911715,32.33770406,43.21033798,0.029111361,1.3875332,0.028776257,0.018014947,287.4261667,38.66525993,36.65594667,6.187438014,33.93752705,2.025689679,5.968878277,4.161748335,-54.19073068,-49.04744036,-8.362628883,175.8253667,1.967548534,1.24768961,1.471483696,435.3647319,434.0128242,-0.121295783,60.84430493,1.228814755,18.3235309,19.93210545,-0.000314358,69.65,43,10,1.003438519,0.343851875,25096.76956,1499.976667,1261.1957,0.840810213,0.191620425,6,0.5,0: Broadleaf,2,TRUE,1784213954,425.4763333,428.8004,19.94457333,18.31896667,439.1050667,19.92443333,449.7506667,101.466,0.099957093,36.00027333,36.65594667,999.9,0,0,4992.082667,0,29.89146667,-3.324170667,434.1349333,436.8022,1.625606667,428.8004,18.31896667,2.023696,1.858751333,17.63094667,16.28981333,1499.976667,0.972993667,0.02700618,0,1.99408,0,16855.04667,12843.65333,46.52893333,48.312,47.43286667,47.187,46.604,1459.466667,40.51,0,1784213960,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-4.14676381,12.71663766,1.659557586,0,1.611205714,0.144309351,0.030299078,0,0,2,0/2,3.0231,2.75965,0.0973566,0.0968671,0.0974569,0.0906495,31764.3,22873,33334.7,25622.8,38480,31522.2,48727.2,40057.3,1.75832,2.58868,0.239767,0,32.7828,999.9,60.219,34.825,33.1984,29.2901,-100,3,0.4961,0,20.244,5.20456,11.956,4.96915,3.294,9999,7158,9999,113.2,4.97374,1.87304,1.87088,1.87241,1.87288,1.87367,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.63,0.0177,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,63.7,63.8,0.155029,4.99756,2.64526,2.74292,2.8479,2.24243,38.2812,15.533,2,393.102,1204.88,34.0791,33.8661,30.0001,33.7584,33.6653,-1,40,10,-999.9,400,20,101.231,93.992
29,1784214082,3443.1,20260716 23:01:22,23:01:22,15,,1784214074,0.001210823,1.210822718,1.924271848,399.040252,262.8151845,26.69325136,40.52917175,0.027565145,1.387972072,0.027264589,0.017067099,287.42946,38.89539484,36.98581333,6.299998199,32.65505754,1.97312061,6.042312458,4.326877589,-53.39728186,-57.09004046,-9.756916993,167.1852207,4.120456226,1.194692703,1.924271848,415.9376056,410.0882667,0.605433917,60.84430493,1.210822718,17.925225,19.46912182,0.006736418,69.65,43,10,1.003439282,0.343928212,25091.21824,1499.994,1261.21026,0.840810203,0.191620406,6,0.5,0: Broadleaf,2,TRUE,1784214074,399.0862667,405.2051333,19.42686,17.86829333,412.4984,19.51239333,449.4086,101.4666667,0.09995862,36.22286667,36.98581333,999.9,0,0,4994.208,0,31.07898667,-6.11897,406.9928667,412.5774,1.558578,405.2051333,17.86829333,1.971178667,1.813035333,17.21469333,15.89957333,1499.994,0.972994333,0.027005487,0,2.0013,0,16771.74667,12843.82667,46.562,48.3456,47.437,47.1912,46.625,1459.484,40.51,0,1784214080,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-4.844476571,-24.56209948,2.613331927,0,1.596574286,-0.637182857,0.067364303,0,0,2,0/2,3.02288,2.75947,0.0934257,0.0930922,0.0960503,0.0891827,31902.3,22968.6,33334.4,25622.9,38540.4,31573,48726.8,40057.5,1.75815,2.58892,0.240937,0,33.0935,999.9,58.924,34.916,32.649,28.7501,-100,3,0.496616,0,20.2441,5.20411,11.956,4.96895,3.294,9999,7158,9999,113.2,4.97376,1.87305,1.8709,1.87241,1.87288,1.87365,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.441,-0.0753,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,65.7,65.8,0.155029,4.99756,2.64526,2.7417,2.8479,2.2522,38.3545,15.5067,2,393.044,1205.36,34.1398,33.8709,30.0002,33.7645,33.6713,-1,40,10,-999.9,400,20,101.23,93.9925
30,1784214202,3563.1,20260716 23:03:22,23:03:22,15,,1784214194,0.001192133,1.192133302,2.038662769,415.1620406,273.0878286,27.73718598,42.16748433,0.027841501,1.389805703,0.027535324,0.017236806,287.43592,38.75910415,36.81675333,6.242089876,33.75564097,2.023633858,5.994950177,4.218456018,-52.57307862,-55.23483704,-9.413140469,170.2148639,3.327157643,1.188085144,2.038662769,429.3746492,425.0666121,0.287271533,60.84430493,1.192133302,18.38615032,19.94181091,0.000703691,69.65,43,10,1.003430505,0.343050512,25155.1945,1500.028,1261.23882,0.840810185,0.19162037,6,0.5,0: Broadleaf,2,TRUE,1784214194,415.2106667,420.2964667,19.92378667,18.37451333,428.7556667,19.90793333,449.3792667,101.4687333,0.10000418,36.07957333,36.81675333,999.9,0,0,5003.125333,0,29.10288,-5.085784667,423.6514667,428.1638667,1.549301333,420.2964667,18.37451333,2.021641333,1.864436667,17.61485333,16.33773333,1500.028,0.972994,0.027005853,0,2.054973333,0,16690.72667,12844.09333,46.54546667,48.3456,47.437,47.2416,46.625,1459.518,40.51,0,1784214200,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-2.496455333,-41.6275574,4.661263733,0,1.578001429,-0.400327013,0.050645232,0,0,2,0/2,3.023,2.75932,0.095971,0.0961469,0.0974982,0.0909634,31812.8,22890.7,33334.5,25622.2,38477.8,31510.6,48727,40056.9,1.75828,2.58585,0.22874,0,33.1307,999.9,59.559,35.027,33.2052,28.3601,-100,3,0.497027,0,20.2438,5.20456,11.956,4.9689,3.29402,9999,7158,9999,113.3,4.97376,1.87302,1.87095,1.87241,1.87291,1.87372,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.562,0.0205,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,67.7,67.8,0.155029,4.99756,2.64526,2.7417,2.8479,2.25464,38.4279,15.4892,2,393.149,1201.04,34.159,33.881,30,33.7705,33.6744,-1,40,10,-999.9,400,20,101.23,93.9906
31,1784214322,3683.1,20260716 23:05:22,23:05:22,15,,1784214314,0.001192665,1.19266527,1.42489035,407.2470313,297.5337522,30.21944083,41.36262683,0.027158775,1.391010896,0.026867594,0.016818148,287.4306,39.01942371,37.1397,6.353114102,33.38537469,2.030610851,6.082336562,4.322503251,-52.59653839,-59.73127091,-10.1995528,164.9032379,5.920669909,1.164289421,1.42489035,422.8789753,419.3171758,0.304119982,60.84430493,1.19266527,18.52603495,20.04053697,0.007511716,69.65,43,10,1.003428716,0.342871598,25168.27581,1500,1261.2153,0.8408102,0.1916204,6,0.5,0: Broadleaf,2,TRUE,1784214314,407.281,415.7917333,19.99293333,18.47488667,420.7608,19.96280667,449.4065333,101.4664667,0.099962693,36.3432,37.1397,999.9,0,0,5009.167333,0,28.87552667,-8.510673333,415.5898667,423.6182,1.518064,415.7917333,18.47488667,2.028616,1.874582,17.66945333,16.42292667,1500,0.972994667,0.027005147,0,2.083906667,0,16605.26667,12843.88,46.5662,48.3708,47.4748,47.25,46.63326667,1459.49,40.51,0,1784214320,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-8.973040952,11.57960494,2.536219625,0,1.529375714,-0.245136623,0.026634592,0,0,2,0/2,3.02246,2.75937,0.0950001,0.0952034,0.0978107,0.0913851,31847.2,22914.8,33334.7,25622.4,38464.3,31496.1,48727.6,40057.3,1.75748,2.58825,0.23371,0,33.3666,999.9,59.443,35.147,33.3592,28.8101,-100,3,0.496204,0,20.2439,5.19962,11.956,4.96935,3.294,9999,7158,9999,113.3,4.97374,1.87304,1.87096,1.87241,1.87291,1.87366,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.516,0.0416,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,69.7,69.8,0.155029,4.99756,2.64526,2.7417,2.8479,2.27051,38.5014,15.4717,2,392.677,1204.42,34.2305,33.8722,30.0003,33.7645,33.673,-1,40,10,-999.9,400,20,101.231,93.9915
32,1784214442,3803.1,20260716 23:07:22,23:07:22,15,,1784214434,0.001209257,1.209257458,1.236390177,415.4910982,317.7268646,32.27079735,42.20048893,0.027750923,1.390032947,0.027446772,0.017181282,287.43592,38.95006644,37.01286667,6.309307965,33.2902545,2.01784886,6.061380096,4.291459105,-53.32825388,-54.89964646,-9.37249255,169.8355271,-0.126844236,1.253627013,1.236390177,424.7255032,423.0745273,-0.005986385,60.84430493,1.209257458,18.25240986,19.84357879,-0.001177488,69.65,43,10,1.003431846,0.343184566,25145.40197,1500.028,1261.23882,0.840810185,0.19162037,6,0.5,0: Broadleaf,2,TRUE,1784214434,415.5206,416.0478,19.86702667,18.23071333,429.068,19.86287333,448.9728,101.4677333,0.099999667,36.28028,37.01286667,999.9,0,0,5004.292667,0,30.81286667,-0.52730454,423.943,423.7734667,1.636334667,416.0478,18.23071333,2.015866,1.84983,17.56948667,16.21435333,1500.028,0.972995,0.0270048,0,2.070693333,0,16531.50667,12844.08667,46.6622,48.437,47.52893333,47.312,46.7332,1459.518,40.51,0,1784214440,0,1784210141,21:55:41,1784210141,1784210135,3,0.186,-0.213,-13.592,-0.546,422,17,0.32,0.01,-0.033530955,-11.56985229,2.163375088,0,1.630669,-0.05660391,0.037055603,1,1,2,1/2,3.02236,2.75942,0.0954514,0.0944829,0.0971792,0.0902594,31828.6,22931.5,33332,25620.8,38489.4,31533.4,48724.1,40055.1,1.7573,2.58593,0.238568,0,33.1823,999.9,58.802,35.238,33.1668,29.0801,-100,3,0.498908,0,20.2434,5.20366,11.956,4.96865,3.294,9999,7158,9999,113.3,4.97376,1.87302,1.87091,1.87241,1.87295,1.87366,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.538,-0.0006,-9.60490363,-0.010281863,2.60765E-06,-1.39012E-10,-1.130213308,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,71.7,71.8,0.155029,4.99756,2.64526,2.7417,2.8479,2.25586,38.575,15.4279,2,392.693,1201.4,34.2645,33.8966,30.0001,33.7827,33.6874,-1,40,10,-999.9,400,20,101.224,93.986
