obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccH2O_hum,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
57,1786552578,7054.1,20260813 00:36:18,00:36:18,15,,1786552570,0.000404367,0.404367332,0.334104462,329.8688351,263.326183,26.7401939,33.49745366,0.010958207,1.388715142,0.010910394,0.006823275,287.4285733,38.62521356,36.69388,6.200292474,44.66069637,2.599745473,5.821103753,3.600547001,-17.83259934,-86.01232409,-14.62309305,168.9605569,-4.777587112,0.467690947,0.334104462,329.1509123,332.9078727,-0.766374885,60.85988448,0.404367332,24.88322211,25.51044788,-0.013453896,69.65,43,10,1.003428706,0.342870559,25168.35184,1499.989333,1261.20634,0.840810206,0.191620412,6,0.5,0: Broadleaf,2,TRUE,1786552570,329.8768,323.5369333,25.6012,24.97626667,344.1850667,25.40969333,436.0011333,101.4478,0.099997467,35.54503333,36.69388,999.9,0,0,4998.792,0,71.14388,6.339864,338.5442667,331.8248,0.6249416,323.5369333,24.97626667,2.597184667,2.533783333,21.64866,21.24508667,1499.989333,0.972994333,0.027005493,0,3.570333333,0,15863.7,12843.77333,45.437,47.312,46.4246,45.87913333,45.562,1459.479333,40.51,0,1786552574,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,6.126484762,-0.354765195,1.362723695,0,0.605445571,0.361262416,0.041143852,0,0,2,0/2,3.00999,2.75948,0.0798843,0.0773537,0.11805,0.113003,32491.6,23349.8,33440.6,25594.7,37644.5,30713.1,48874.3,40019.4,1.75242,2.6377,0.233829,0,32.9036,999.9,59.333,35.45,33.8679,29.1128,-100,3,0.340884,0,20.2445,5.20336,11.956,4.96915,3.29405,9999,155,9999,7168.5,4.97374,1.87302,1.87088,1.87241,1.87289,1.87363,1.87331,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,36.8,36.6,0.155029,4.99756,2.64526,2.71851,2.8479,2.24854,38.575,14.9376,2,378.629,1237.46,33.3558,32.0139,30,31.9004,31.8126,-1,40,10,-999.9,400,20,101.543,93.8976
58,1786552698,7174.1,20260813 00:38:18,00:38:18,15,,1786552690,0.000440159,0.440159095,-0.238139697,327.5353381,339.7691054,34.5009019,33.25865827,0.011987028,1.389615911,0.011929879,0.007461286,287.4312333,38.61274763,36.66681333,6.191118031,44.76687123,2.606970708,5.823437369,3.584147323,-19.41101607,-83.49596527,-14.18471544,170.3395366,-7.922458636,0.409896093,-0.238139697,317.1647737,326.2038182,-1.575207168,60.85988448,0.440159095,24.81956324,25.5541297,-0.022699716,69.65,43,10,1.003425234,0.342523413,25193.77271,1500.003333,1261.2181,0.840810198,0.191620396,6,0.5,0: Broadleaf,2,TRUE,1786552690,327.5296667,316.8346667,25.67376667,25.12535333,341.8378667,25.48225333,435.4088,101.4422,0.09999838,35.5523,36.66681333,999.9,0,0,5003.5,0,68.75446667,10.694904,336.1603333,325.0021333,0.5483956,316.8346667,25.12535333,2.604404667,2.548773333,21.69406667,21.34044667,1500.003333,0.972995333,0.02700446,0,3.069333333,0,15771.8,12843.9,45.42873333,47.25,46.375,45.812,45.5,1459.493333,40.51,0,1786552694,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,8.014114952,32.48600649,5.452652744,0,0.446356762,2.345777844,0.268572595,0,0,2,0/2,3.00934,2.75941,0.0786248,0.07648,0.118173,0.113231,32536.7,23371.6,33441.2,25594.3,37638.6,30704.5,48874.9,40018.8,1.75147,2.6376,0.236422,0,32.8478,999.9,58.998,35.53,33.8258,28.8428,-100,3,0.339868,0,20.2444,5.20187,11.956,4.96915,3.29402,9999,155,9999,7168.5,4.97377,1.87302,1.87088,1.87241,1.87286,1.87363,1.8733,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,38.8,38.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.2583,38.5995,14.9288,2,378.05,1237.1,33.3529,31.993,30.0002,31.8867,31.8016,-1,40,10,-999.9,400,20,101.544,93.8961
59,1786552818,7294.1,20260813 00:40:18,00:40:18,15,,1786552810,3.15603E-05,0.031560314,-0.022040298,370.6524588,388.8672998,39.48354184,37.63410262,0.000883499,1.388321651,0.000883187,0.00055202,287.42794,38.72602958,36.49954,6.134680626,45.98057953,2.663581254,5.792839675,3.471099372,-1.391809828,-78.04466907,-13.25406278,194.7373983,0.950332565,0.01018618,-0.022040298,379.4286657,380.4947758,-0.187103112,60.85988448,0.031560314,26.21498082,26.25554485,0.000288239,69.65,43,10,1.003429193,0.342919333,25164.78433,1499.986,1261.20354,0.840810208,0.191620415,6,0.5,0: Broadleaf,2,TRUE,1786552810,370.6519333,371.9634667,26.2332,26.21956667,384.9603333,26.0417,434.9994,101.4347333,0.100010947,35.45682,36.49954,999.9,0,0,4997.5,0,67.60739333,-1.3114428,380.6375333,381.9788,0.013625343,371.9634667,26.21956667,2.660959333,2.659575333,22.046,22.03745333,1499.986,0.972994333,0.027005493,0,2.512666667,0,15683.44667,12843.77333,45.437,47.25,46.3456,45.937,45.52893333,1459.476,40.51,0,1786552814,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.033113905,-17.18326223,3.138205104,0,0.033882736,-0.212737455,0.04296683,0,0,2,0/2,3.0093,2.7594,0.0884993,0.0881213,0.120748,0.117115,32187.7,23060.9,33440.6,25576.1,37522.5,30550.1,48874.3,39994.3,1.75093,2.63602,0.236474,0,32.6926,999.9,61.073,35.621,35.1964,29.1728,-100,3,0.33938,0,20.2444,5.20396,11.956,4.9695,3.29402,9999,155.1,9999,7168.5,4.97372,1.87302,1.87088,1.8724,1.87286,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,40.8,40.6,0.155029,4.99756,2.64526,2.71851,2.8479,2.28149,38.6241,14.9113,2,377.762,1234.75,33.344,31.9958,29.9999,31.8864,31.7987,-1,40,10,-999.9,400,20,101.543,93.835
60,1786552938,7414.1,20260813 00:42:18,00:42:18,15,,1786552930,0.000318023,0.318022694,0.279240326,299.3810198,232.5591788,23.60926606,30.39297863,0.008737578,1.389175782,0.008707161,0.0054447,287.4265467,38.37486005,36.30434,6.069386229,43.97006923,2.518294059,5.727291548,3.55109217,-14.0248008,-78.90352839,-13.36561398,181.1326035,-0.324577314,0.398258587,0.279240326,305.6222264,306.1487394,-0.166801659,60.85988448,0.318022694,24.36722746,24.79431273,-0.000124383,69.65,43,10,1.003423474,0.342347394,25206.68194,1499.978667,1261.19738,0.840810212,0.191620423,6,0.5,0: Broadleaf,2,TRUE,1786552930,299.3876667,299.1069333,24.80604,24.27406,313.6959333,24.61453333,436.5058,101.4194,0.099990387,35.25079333,36.30434,999.9,0,0,5002.458667,0,71.05099333,0.28059892,307.0032,306.5480667,0.531977333,299.1069333,24.27406,2.515814,2.46186,21.12916667,20.77644667,1499.978667,0.972994667,0.027005147,0,2.421,0,15569.28,12843.7,45.562,47.3162,46.4496,45.937,45.5704,1459.468667,40.51,0,1786552934,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.0409312,7.104066732,0.768177689,0,0.529593857,-0.400248857,0.077810466,0,0,2,0/2,3.00992,2.75948,0.0749456,0.0726777,0.115487,0.111338,32660.3,23469.4,33435,25596.3,37755.1,30771.4,48866.9,40019.6,1.7522,2.6358,0.239342,0,32.4127,999.9,56.574,35.691,32.7359,29.1428,-100,3,0.345391,0,20.2446,5.20411,11.956,4.96915,3.294,9999,155.1,9999,7168.5,4.97371,1.87302,1.87088,1.87241,1.87288,1.87363,1.87331,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,42.8,42.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.26562,38.6733,14.9026,2,378.587,1235.06,33.2884,32.0265,30.0006,31.9129,31.8288,-1,40,10,-999.9,400,20,101.527,93.9001
61,1786553058,7534.1,20260813 00:44:18,00:44:18,15,,1786553050,0.00015548,0.155480231,0.433628193,294.1141965,122.7005127,12.45477417,29.85420203,0.0043565,1.387588213,0.004348916,0.002718753,287.4268,38.36180667,36.21632667,6.040143756,45.03018691,2.564994701,5.69616712,3.475149056,-6.856678194,-79.60133033,-13.48701342,187.4817781,1.325965879,0.284405947,0.433628193,303.7894869,302.6219758,0.100943796,60.85988448,0.155480231,25.06259074,25.26255091,0.001309065,69.65,43,10,1.003428513,0.342851254,25169.7642,1499.98,1261.1985,0.840810211,0.191620422,6,0.5,0: Broadleaf,2,TRUE,1786553050,294.1245333,296.055,25.26952,24.88998,308.4328,25.07800667,436.7087333,101.4054667,0.100011107,35.15224667,36.21632667,999.9,0,0,4995.333333,0,71.06816,-1.930476667,301.7494667,303.6119333,0.3795372,296.055,24.88998,2.562467333,2.523979333,21.42878,21.18177333,1499.98,0.9729942,0.027005587,0,2.599333333,0,15489.94,12843.7,45.75413333,47.4454,46.625,46.1746,45.75,1459.47,40.51,0,1786553054,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-1.688179905,-2.335084597,0.638521676,0,0.385199286,-0.602747844,0.138427001,0,0,2,0/2,3.01127,2.75956,0.0742776,0.072513,0.117129,0.112614,32668.4,23461.2,33419.9,25583.5,37667.7,30711.8,48846.6,40001.6,1.7532,2.6305,0.246383,0,32.2147,999.9,57.02,35.762,33.1235,29.2628,-100,3,0.36081,0,20.2446,5.20426,11.956,4.96935,3.294,9999,155.1,9999,7168.5,4.97373,1.87302,1.87088,1.87241,1.8729,1.87363,1.87329,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,44.8,44.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.27051,38.6979,14.885,2,379.869,1229.77,33.1987,32.1775,30.0007,32.0379,31.9428,-1,40,10,-999.9,400,20,101.483,93.856
62,1786553178,7654.1,20260813 00:46:18,00:46:18,15,,1786553170,0.000322649,0.322648674,0.571652075,295.1174078,178.6427586,18.13208411,29.95415937,0.008929822,1.389979682,0.008898073,0.005564139,287.4280667,38.32416699,36.28539333,6.063080826,44.44041897,2.538621742,5.712416311,3.524459084,-14.22880653,-81.0544074,-13.71761855,178.4272342,0.974928152,0.401482383,0.571652075,304.3086707,303.1630667,0.062519971,60.85988448,0.322648674,24.5010897,24.97192121,-0.006388872,69.65,43,10,1.003419706,0.341970577,25234.36236,1499.986667,1261.2041,0.840810207,0.191620414,6,0.5,0: Broadleaf,2,TRUE,1786553170,295.131,296.6233333,25.01126667,24.47726,309.4393333,24.81976,438.2782667,101.3991333,0.099994053,35.20375333,36.28539333,999.9,0,0,5007.416,0,66.97244667,-1.492248933,302.7020667,304.0659333,0.534018333,296.6233333,24.47726,2.536123333,2.481975333,21.2602,20.90865333,1499.986667,0.972995,0.0270048,0,2.288666667,0,15408.59333,12843.75333,45.937,47.6124,46.812,46.3162,45.875,1459.476667,40.51,0,1786553174,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-1.353494381,-0.632766545,0.392390425,0,0.542895333,-0.172132987,0.106035694,0,0,2,0/2,3.01227,2.75951,0.0743525,0.0724425,0.116012,0.11171,32649.1,23457.7,33403.9,25578.7,37705.9,30736.2,48824.9,39992.6,1.75357,2.62775,0.251077,0,32.2448,999.9,55.762,35.812,32.4863,29.2029,-100,3,0.377724,0,20.2446,5.20411,11.956,4.9692,3.29402,9999,155.2,9999,7168.5,4.97373,1.87302,1.87088,1.8724,1.87286,1.87363,1.87325,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,46.8,46.6,0.155029,4.99756,2.64526,2.71973,2.8479,2.28394,38.7225,14.8325,2,381.065,1229.03,33.1901,32.3672,30.0007,32.2024,32.0977,-1,40,10,-999.9,400,20,101.437,93.8362
63,1786553298,7774.1,20260813 00:48:18,00:48:18,15,,1786553290,0.000528031,0.528031001,-0.149998442,317.6034366,315.7231546,32.04367485,32.23451022,0.01471803,1.389426095,0.014631962,0.009152667,287.43782,38.32764633,36.41218667,6.105385915,45.24549583,2.599833299,5.746059914,3.505552617,-23.28616714,-82.56170902,-13.99411418,167.5958297,1.367554735,0.159847822,-0.149998442,319.1083342,324.5864364,-0.967282846,60.84418263,0.528031001,24.88831282,25.62584364,-0.006175093,69.65,43,10,1.003423016,0.342301587,25210.04362,1500.038,1261.24722,0.840810179,0.191620359,6,0.5,0: Broadleaf,2,TRUE,1786553290,317.5998667,319.5205333,25.6159,25.40502667,331.9084,25.42439333,441.6145333,101.3928667,0.10008492,35.30999333,36.41218667,999.9,0,0,5005,0,67.06459333,-1.920407333,325.9498,327.8528667,0.210876793,319.5205333,25.40502667,2.597264,2.575884,21.64914667,21.51214,1500.038,0.9729946,0.027005233,0,2.257,0,15322.47333,12844.22,46.062,47.75,46.958,46.437,46.04133333,1459.528,40.51,0,1786553294,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-5.660319524,98.8798161,11.27860831,0,0.045880519,4.220380964,0.471237629,0,0,2,0/2,3.01606,2.75939,0.0781962,0.0737717,0.118161,0.112201,32498.3,23414.6,33389.1,25569.2,37598.9,30708,48805.7,39979.1,1.75887,2.62348,0.251576,0,32.341,999.9,56.391,35.852,32.9262,29.2029,-100,3,0.393786,0,20.2449,5.20396,11.956,4.96905,3.294,9999,155.2,9999,7168.5,4.97372,1.87302,1.87089,1.87237,1.87287,1.87363,1.8733,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1916,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,48.8,48.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.26929,38.7471,14.8413,2,384.982,1226.42,33.2322,32.5616,30.0005,32.3852,32.2693,-1,40,10,-999.9,400,20,101.395,93.8033
64,1786553418,7894.1,20260813 00:50:18,00:50:18,15,,1786553410,0.000461967,0.461966725,0.294341069,298.8981101,245.5057203,24.91575471,30.33441333,0.012643291,1.387441864,0.012579631,0.007867962,287.4319933,38.45936024,36.50955333,6.138046471,44.50902668,2.570994962,5.776345057,3.567051509,-20.37273258,-82.60786397,-14.03507797,170.4163188,-0.198477572,0.481631412,0.294341069,305.7920984,306.0040121,-0.114367478,60.84418263,0.461966725,24.54181789,25.24502121,-0.01509392,69.65,43,10,1.003431815,0.34318146,25145.62883,1500.007333,1261.22146,0.840810196,0.191620392,6,0.5,0: Broadleaf,2,TRUE,1786553410,298.9051333,298.8322667,25.33312667,24.69999333,313.2133333,25.14161333,443.3028,101.3874667,0.1000045,35.40516667,36.50955333,999.9,0,0,4995.5,0,64.0805,0.072835153,306.6743333,306.4006,0.633127533,298.8322667,24.69999333,2.56846,2.504269333,21.46692,21.05400667,1500.007333,0.972995,0.0270048,0,2.571,0,15221.60667,12843.91333,46.187,47.937,47.125,46.6082,46.1374,1459.497333,40.51,0,1786553414,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-0.36021089,6.904696566,0.922741978,0,0.547144905,1.637833247,0.171093621,0,0,2,0/2,3.01712,2.75952,0.0747586,0.0727021,0.116822,0.11153,32605.2,23436.8,33375.4,25564.7,37648,30725.1,48787,39971.6,1.75942,2.61765,0.250198,0,32.4772,999.9,55.237,35.903,32.3459,29.3229,-100,3,0.408661,0,20.2449,5.20501,11.956,4.9692,3.294,9999,155.2,9999,7168.5,4.9737,1.87302,1.87089,1.8724,1.87286,1.87363,1.87329,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,50.8,50.6,0.153809,4.99756,2.64526,2.71729,2.8479,2.26196,38.7717,14.815,2,386.36,1221.7,33.2902,32.7424,30.0006,32.5622,32.4475,-1,40,10,-999.9,400,20,101.355,93.7862
65,1786553538,8014.1,20260813 00:52:18,00:52:18,15,,1786553530,-6.78941E-05,-0.067894086,0.715155444,359.1555285,931.7833139,94.56680067,36.45073781,-0.001874587,1.387467896,-0.001875995,-0.00117237,287.4278133,38.86412566,36.66531333,6.190609941,46.01020138,2.678067168,5.820594319,3.512542773,2.99412921,-83.91693839,-14.27758659,192.2274176,6.13087266,-0.087918903,0.715155444,382.7949761,375.6016485,1.144812134,60.84087956,-0.067894086,26.5892312,26.44592909,0.008699851,69.65,43,10,1.00343327,0.343327026,25135.00385,1499.985333,1261.20298,0.840810208,0.191620416,6,0.5,0: Broadleaf,2,TRUE,1786553530,359.1726,367.3902667,26.38746667,26.50278667,373.4808667,26.19596,443.7988,101.3900667,0.10005368,35.54344667,36.66531333,999.9,0,0,4995.5,0,64.15104667,-8.217650667,368.9072667,377.3926667,-0.1153202,367.3902667,26.50278667,2.675426,2.687118,22.13494667,22.2065,1499.985333,0.9729944,0.027005407,0,2.558333333,0,15126.04667,12843.73333,46.25,48.0124,47.187,46.75,46.25,1459.475333,40.51,0,1786553534,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-7.477711429,-21.93641143,2.512164921,0,-0.107261657,-0.284298639,0.038959951,0,0,2,0/2,3.018,2.75939,0.0875376,0.0877691,0.121168,0.11812,32147.2,23036.2,33367.8,25543,37451.1,30473.2,48777.4,39942.7,1.75937,2.6145,0.248991,0,32.6461,999.9,58.607,35.953,34.4108,29.0529,-100,3,0.417312,0,20.2448,5.20471,11.956,4.96935,3.29402,9999,155.3,9999,7168.5,4.97371,1.87303,1.87089,1.8724,1.87287,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,52.8,52.6,0.153809,4.99756,2.64526,2.71973,2.8479,2.27051,38.7964,14.8062,2,387.219,1220.1,33.3813,32.8804,30.0001,32.7066,32.5896,-1,40,10,-999.9,400,20,101.333,93.7137
66,1786553658,8134.1,20260813 00:54:18,00:54:18,15,,1786553650,3.0659E-05,0.030659037,-0.913595369,385.8873362,2021.035285,205.1258998,39.16581153,0.000858106,1.387877594,0.000857811,0.000536158,287.42946,38.87527933,36.66887333,6.191815869,46.63271707,2.723588636,5.840510284,3.468227233,-1.352063543,-79.57353599,-13.53890365,192.9649568,-1.896166651,-0.022030196,-0.913595369,389.6073488,394.2329273,-0.619773617,60.84087956,0.030659037,26.78835822,26.82928303,-9.43678E-05,69.65,42,9,1.003352293,0.335229263,25141.47839,1499.994,1261.21026,0.840810203,0.191620406,6,0.5,0: Broadleaf,2,TRUE,1786553650,385.8655333,383.2989333,26.83458667,26.86347333,400.1737333,26.64306667,443.7774667,101.3954667,0.099990293,35.60538667,36.66887333,999.9,0,0,4997.25,0,63.60863333,2.566542267,396.5056667,393.88,-0.028898819,383.2989333,26.86347333,2.720903333,2.723834667,22.4119,22.42956667,1499.994,0.9729942,0.02700566,0,2.850666667,0,15012.69333,12843.82667,46.12913333,47.937,47.0662,46.6954,46.1912,1459.484,40.51,0,1786553654,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,0.88374781,39.61341047,4.326240778,0,-0.047322099,0.552220465,0.063729471,0,0,2,0/2,3.01735,2.7594,0.090416,0.0876011,0.122463,0.11842,32054.7,23044,33376.8,25546.7,37402.6,30467.8,48790.1,39949.5,1.75875,2.6153,0.244997,0,32.7063,999.9,59.486,36.024,35.0613,29.1429,-100,3,0.410053,0,20.2447,5.20456,11.956,4.9689,3.29402,9999,155.3,9999,7168.5,4.97374,1.87302,1.87088,1.8724,1.87287,1.87364,1.87331,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,54.8,54.6,0.153809,4.99756,2.64526,2.71729,2.8479,2.24731,38.8211,14.7625,2,386.942,1221.72,33.4726,32.854,29.9997,32.7157,32.6125,-1,40,10,-999.9,400,20,101.36,93.7288
67,1786553778,8254.1,20260813 00:56:18,00:56:18,15,,1786553770,8.004E-05,0.080039955,-0.205572844,338.3967697,465.5159064,47.24370547,34.34279496,0.002184156,1.388806649,0.002182249,0.001364077,287.4333867,38.99367776,36.85794,6.256154842,45.82604377,2.698060272,5.887613352,3.55809457,-3.529762018,-82.8688189,-14.11304974,186.921756,-2.574939799,0.134398189,-0.205572844,344.9808183,345.7347636,-0.086051267,60.84087956,0.080039955,26.45810719,26.56642788,-0.000417531,69.65,42,9,1.00335028,0.335028019,25156.52986,1500.014667,1261.22762,0.840810192,0.191620384,6,0.5,0: Broadleaf,2,TRUE,1786553770,338.3918667,334.9712,26.58534,26.40842667,352.7003333,26.39383333,442.1704,101.3868,0.099969467,35.75115333,36.85794,999.9,0,0,5002.25,0,61.50010667,3.420592987,347.6339333,344.0574667,0.176901907,334.9712,26.40842667,2.695401333,2.677466,22.25708667,22.14745333,1500.014667,0.972992867,0.027007047,0,2.300333333,0,14899.41333,12843.98667,46.04133333,47.875,47,46.5746,46.125,1459.504667,40.51,0,1786553774,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,5.33713499,-38.01407462,3.980120689,0,0.20488379,-0.640324558,0.073115578,0,0,2,0/2,3.01613,2.75939,0.0819861,0.0807854,0.121551,0.117468,32360.2,23222,33385.3,25553,37448.4,30507.5,48801.6,39958.8,1.75738,2.6158,0.248514,0,32.8686,999.9,58.833,36.064,34.758,28.8429,-100,3,0.40123,0,20.2449,5.20501,11.956,4.9691,3.29408,9999,155.3,9999,7168.5,4.97376,1.87303,1.87089,1.8724,1.8729,1.87366,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.309,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,56.8,56.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.2644,38.8211,14.7449,2,385.903,1221.73,33.5507,32.7677,29.9998,32.6659,32.5779,-1,40,10,-999.9,400,20,101.385,93.7511
68,1786553898,8374.1,20260813 00:58:18,00:58:18,15,,1786553890,-0.000147764,-0.147763507,0.349315431,346.1059839,464.0223985,47.09023298,35.12376013,-0.003922404,1.387410872,-0.003928575,-0.002454804,287.4280667,39.28748537,37.12955333,6.349599921,45.46171882,2.702825897,5.945278724,3.646774024,6.516370659,-89.85644742,-15.35184507,188.7361448,8.542604479,-0.164966615,0.349315431,374.4295174,365.5193576,1.54752352,60.84087956,-0.147763507,27.00967002,26.72547636,0.01421476,69.65,42,10,1.003357535,0.33575352,25102.35278,1499.986667,1261.2041,0.840810207,0.191620414,6,0.5,0: Broadleaf,2,TRUE,1786553890,346.1143333,357.6184667,26.63337333,26.85105333,360.4224,26.44187333,441.0721333,101.3826667,0.100005573,35.92823333,37.12955333,999.9,0,0,4995.584,0,59.58440667,-11.503996,355.5851333,367.4866,-0.217674033,357.6184667,26.85105333,2.700160667,2.722228667,22.28606,22.41974,1499.986667,0.972992133,0.027007753,0,2.596333333,0,14788.84,12843.74667,45.937,47.812,46.93286667,46.437,46.05786667,1459.476667,40.51,0,1786553894,0,1786550384,23:59:44,1786550369,1786550384,2,-0.075,0.533,-14.308,0.192,330,22,0.48,0.27,-9.830755238,-25.90312753,3.536904243,0,-0.172253314,-0.986780494,0.102242569,0,0,2,0/2,3.01486,2.7594,0.0857567,0.085027,0.122191,0.119252,32232.6,23110.8,33390.3,25548.1,37423.8,30440.7,48808.4,39952.4,1.75545,2.61717,0.243142,0,33.1976,999.9,59.37,36.104,35.1543,29.0529,-100,3,0.395208,0,20.245,5.20501,11.956,4.9696,3.29405,9999,155.4,9999,7168.5,4.97373,1.87302,1.87089,1.87241,1.87286,1.87365,1.87329,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.308,0.1915,-14.3083,0,0,0,0.191509091,0,0,0,-1,-1,-1,-1,58.8,58.6,0.153809,4.99756,2.64526,2.71851,2.8479,2.26807,38.8457,14.7449,2,384.56,1222.76,33.6531,32.6967,30,32.6134,32.5319,-1,40,10,-999.9,400,20,101.399,93.735
