obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
59,1786465901,7507.1,20260812 00:31:41,00:31:41,15,,1786465893,0.000470505,0.470504679,0.009881615,167.9065637,156.999145,15.9682278,17.07761057,0.012716775,1.389897541,0.012652488,0.007913554,287.4336733,39.8311319,37.76842,6.574184403,47.6356841,2.96940611,6.23357503,3.604778294,-20.74925632,-73.18174107,-12.57169982,180.9309761,-0.544930766,0.457144143,0.009881615,171.7384517,172.3340909,-0.118805354,60.78470112,0.470504679,28.71068001,29.24886,0.008110357,69.65,56,12,1.004483126,0.4483126,25094.56796,1500.019333,1261.23124,0.84080999,0.191619979,6,0.5,0: Broadleaf,2,TRUE,1786465893,167.9068,167.3094667,29.19511333,28.62854,180.1334,28.54718,467.8202667,101.6090667,0.099944553,36.79178,37.76842,999.9,0,0,4996.666667,0,26.25469333,0.597392515,172.9562,172.2403333,0.566556067,167.3094667,28.62854,2.966486,2.908918667,23.84097333,23.5155,1500.019333,0.973002,0.026997713,0,2.796666667,0,16562.74667,12844.07333,47.062,48.937,48.062,47.42873333,47.062,1459.519333,40.5,0,1786465898,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,0.497141335,2.007840958,0.412125976,0,0.585150905,-0.439512935,0.047704342,0,0,2,0/2,3.04012,2.75954,0.0462679,0.0437037,0.128922,0.124156,33439.5,24091.5,33219.3,25493.9,37002.9,30197.8,48575.8,39872.6,1.755,2.56025,0.254884,0,33.6721,999.9,57.606,37.514,36.7613,28.9237,-100,3,0.608709,0,20.2462,5.20231,11.9566,4.9692,3.29448,149.5,9999,7167.5,9999,4.97379,1.87306,1.87101,1.8724,1.87287,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,40.5,40.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.25708,39.8932,14.7975,2,398.704,1188.25,34.9071,35.0703,30.0002,34.9746,34.8746,-1,40,10,-999.9,400,20,100.902,93.5433
60,1786466021,7627.1,20260812 00:33:41,00:33:41,15,,1786466013,0.000595813,0.595812692,-0.012269951,168.0869598,159.6121606,16.23312991,17.09504743,0.016203656,1.390266825,0.016099465,0.010071471,287.43342,39.70126709,37.7177,6.556106031,47.79426549,2.968480345,6.210955049,3.587625685,-26.2753397,-74.38292906,-12.76741872,174.0077325,-0.122234699,0.641124155,-0.012269951,172.880285,173.0084727,-0.021845268,60.78470112,0.595812692,28.40068956,29.1581103,-0.002596141,69.65,56,12,1.004480232,0.448023206,25110.70508,1500.018,1261.23012,0.84080999,0.191619981,6,0.5,0: Broadleaf,2,TRUE,1786466013,168.0866667,168.0688,29.18756667,28.39264667,180.3134667,28.53964667,467.6332667,101.6036,0.0999911,36.72529333,37.7177,999.9,0,0,4998.75,0,22.35272667,0.017847767,173.1402,172.9801333,0.794916467,168.0688,28.39264667,2.965561333,2.884796,23.8358,23.37748,1500.018,0.973001,0.026998733,0,2.008,0,16236.5,12844.04667,47.00413333,48.875,48.01653333,47.3666,47,1459.518,40.5,0,1786466018,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.041697152,0.770048829,0.223225949,0,0.801454048,-0.237117429,0.039301794,0,0,2,0/2,3.04007,2.75937,0.0464315,0.0440303,0.128555,0.123297,33431.3,24083,33217,25493.7,37016.9,30227.1,48572.7,39872,1.75517,2.5601,0.255927,0,33.5874,999.9,57.343,37.545,36.6565,28.9537,-100,3,0.610897,0,20.2466,5.20501,11.9587,4.9693,3.29463,149.5,9999,7167.5,9999,4.97383,1.87305,1.87103,1.87241,1.87288,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,42.5,42.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.2583,39.8932,14.8062,2,398.992,1188.73,34.8624,35.0927,30.0002,35.0058,34.9095,-1,40,10,-999.9,400,20,100.895,93.5421
61,1786466141,7747.1,20260812 00:35:41,00:35:41,15,,1786466133,0.000698423,0.698423437,0.041059099,169.1713532,155.8888098,15.8537107,17.20452992,0.018739029,1.391354835,0.018599941,0.011637373,287.42962,39.7506186,37.83492667,6.597955237,47.36700037,2.958611049,6.246143995,3.639344188,-30.80047357,-75.48278937,-12.95988494,168.1864721,0.72798792,0.694989749,0.041059099,175.0331796,174.8406364,0.026944505,60.78470112,0.698423437,28.11922159,29.04070909,-0.008541268,69.65,56,12,1.00447614,0.447614027,25133.55722,1499.998,1261.21332,0.840810001,0.191620002,6,0.5,0: Broadleaf,2,TRUE,1786466133,169.1723333,170.2545333,29.09188667,28.22892667,181.399,28.44395333,467.0025333,101.5988,0.1000373,36.82863333,37.83492667,999.9,0,0,5004.333333,0,24.30794667,-1.082295533,174.2414,175.2002667,0.862963333,170.2545333,28.22892667,2.955702667,2.868026667,23.78046,23.28086,1499.998,0.973000933,0.026998813,0,2.640333333,0,15918.98667,12843.88667,47.01653333,48.8204,48,47.375,47,1459.498,40.5,0,1786466138,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.790140305,-3.683978459,0.903244748,0,0.80410025,1.014505128,0.099148158,0,0,2,0/2,3.03993,2.7594,0.0468856,0.0445307,0.128104,0.121967,33417,24072.6,33218.5,25496,37037.9,30275.3,48574.9,39874.7,1.75515,2.56052,0.258192,0,33.6881,999.9,56.721,37.545,36.2617,29.1337,-100,3,0.609477,0,20.2464,5.20052,11.9574,4.96915,3.29468,149.6,9999,7167.5,9999,4.97387,1.87302,1.87101,1.87241,1.8729,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,44.5,44.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.25708,39.8932,14.78,2,398.998,1189.38,34.8641,35.0863,30.0001,35.009,34.9127,-1,40,10,-999.9,400,20,100.9,93.5492
62,1786466261,7867.1,20260812 00:37:41,00:37:41,15,,1786466253,0.000522817,0.522816513,0.001597008,169.3332952,159.0445456,16.17493083,17.22130317,0.013660917,1.390746324,0.013586805,0.008498378,287.4168267,39.98155454,38.02660667,6.666883313,46.67694715,2.938272966,6.294912469,3.728610347,-23.05620822,-79.14568824,-13.61669269,171.5982375,-0.32698729,0.506168547,0.001597008,173.3962212,173.8610424,-0.091091643,60.78470112,0.522816513,28.35166817,28.94848909,0.009374089,69.65,56,12,1.004481329,0.448132897,25104.58607,1499.930667,1261.15676,0.840810037,0.191620075,6,0.5,0: Broadleaf,2,TRUE,1786466253,169.3333333,169.0254,28.89139333,28.26313333,181.5598,28.24348,467.2776667,101.6006667,0.099965507,36.97102,38.02660667,999.9,0,0,5001.250667,0,19.86872667,0.307854207,174.3711333,173.9416667,0.628271867,169.0254,28.26313333,2.935386667,2.871554,23.66585333,23.30122667,1499.930667,0.9729994,0.02700034,0,1.990666667,0,15607.89333,12843.27333,47.0662,48.875,48.062,47.437,47.104,1459.430667,40.5,0,1786466258,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,0.13388129,3.294803844,0.464509529,0,0.653228,-0.549761455,0.058935037,0,0,2,0/2,3.04003,2.75955,0.0466372,0.0442873,0.127854,0.122854,33426.6,24079.3,33219.5,25496.5,37049.4,30245.3,48576.3,39875.7,1.75543,2.5611,0.257347,0,33.8842,999.9,56.721,37.555,36.278,29.4037,-100,3,0.608028,0,20.2465,5.20396,11.9575,4.96905,3.29423,149.6,9999,7167.5,9999,4.97378,1.87303,1.87101,1.87241,1.87287,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,46.5,46.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.24609,39.8932,14.7625,2,399.13,1190.19,34.9497,35.0799,30,35.0058,34.9127,-1,40,10,-999.9,400,20,100.902,93.5514
63,1786466381,7987.1,20260812 00:39:41,00:39:41,15,,1786466373,0.000610055,0.610054609,-0.022317623,176.0418663,167.6227661,17.04718016,17.90339989,0.01576488,1.391940453,0.015666354,0.009800272,287.4315667,40.11602474,38.22920667,6.740416599,46.70520557,2.969236476,6.357399438,3.771180122,-26.90340826,-80.83105622,-13.92049265,165.7766095,-0.288137179,0.6186318,-0.022317623,181.2454814,181.2305333,0.008631416,60.78817068,0.610054609,28.414881,29.18701818,-3.19437E-05,69.65,54,12,1.004317236,0.431723634,25124.00362,1500.008667,1261.22224,0.840809969,0.191619937,6,0.5,0: Broadleaf,2,TRUE,1786466373,176.0413333,175.8093333,29.19612667,28.4168,188.2679333,28.54821333,460.3288,101.5997333,0.099937667,37.15206667,38.22920667,999.9,0,0,5007.166,0,27.00478667,0.232018347,181.3354667,180.9513333,0.779336667,175.8093333,28.4168,2.966318667,2.887139333,23.84004667,23.39094667,1500.008667,0.9730026,0.02699712,0,2.489666667,0,15307.22667,12843.96,47.187,49.00826667,48.125,47.65806667,47.229,1459.51,40.49866667,0,1786466378,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,0.791772629,-11.55913527,1.319272359,0,0.779823143,-0.033793325,0.024632167,1,1,2,1/2,3.0328,2.7593,0.0482982,0.0459976,0.128636,0.122901,33370.4,24037.2,33221.4,25497.5,37018.2,30245.3,48578.8,39877.4,1.74253,2.56372,0.260673,0,34.0546,999.9,56.91,37.555,36.4006,28.7437,-100,3,0.606484,0,20.2464,5.20396,11.9569,4.96805,3.29445,149.6,9999,7167.5,9999,4.97383,1.87302,1.871,1.87241,1.87288,1.87363,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,48.5,48.5,0.153809,4.99756,2.64648,2.69531,2.8479,2.27905,39.9437,14.7187,2,392.011,1193.87,35.0558,35.083,30.0001,35.0026,34.9095,-1,40,10,-999.9,400,20,100.908,93.5553
64,1786466501,8107.1,20260812 00:41:41,00:41:41,15,,1786466493,0.000481519,0.481518938,-0.264942493,172.8118164,195.8528842,19.91684265,17.57373024,0.012285816,1.389141099,0.012225769,0.007646476,287.4311533,40.30156981,38.36852667,6.791389909,46.55562482,2.978555123,6.39784158,3.812834786,-21.23498515,-82.38850081,-14.23486251,169.5728049,0.351704078,0.505225491,-0.264942493,177.6266424,178.3309939,-0.067384328,60.78817068,0.481518938,28.71023475,29.31598727,0.000373439,69.65,54,12,1.004332635,0.433263479,25035.09522,1500.007333,1261.22104,0.840809916,0.191619832,6,0.5,0: Broadleaf,2,TRUE,1786466493,172.8054667,173.3745333,29.28971333,28.65462667,185.0323333,28.6418,461.2738,101.5928,0.100073847,37.26842,38.36852667,999.9,0,0,4993.75,0,26.54344,-0.5688258,178.0198,178.4888667,0.6350902,173.3745333,28.65462667,2.975625333,2.911105333,23.89216,23.52799333,1500.007333,0.973003,0.0269967,0,2.562,0,15013.35333,12843.95333,47.312,49.18286667,48.25,47.8162,47.3414,1459.511333,40.496,0,1786466498,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.741197714,9.009807117,1.310646136,0,0.658560762,-0.502968312,0.051391296,0,0,2,0/2,3.03427,2.75936,0.0475835,0.0449577,0.129102,0.124134,33392.6,24060.1,33218.7,25494.2,36995.9,30199.2,48575.3,39873.2,1.74557,2.56155,0.256717,0,34.2436,999.9,57.27,37.585,36.6921,29.3437,-100,3,0.609108,0,20.2462,5.20426,11.9565,4.96925,3.29453,149.7,9999,7167.5,9999,4.97376,1.87305,1.87102,1.87241,1.87292,1.87365,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,50.5,50.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.26562,39.9689,14.7099,2,393.797,1191.17,35.1683,35.1055,30.0004,35.0218,34.9299,-1,40,10,-999.9,400,20,100.9,93.5445
65,1786466621,8227.1,20260812 00:43:41,00:43:41,15,,1786466613,0.000635312,0.635311755,-0.06100485,168.2609938,163.8521904,16.66216904,17.11050133,0.01623658,1.3902344,0.016131965,0.010091821,287.4278766,40.27624845,38.43209333,6.814758061,46.80406562,3.003304041,6.416758888,3.81145402,-28.0172484,-83.15487836,-14.36413831,161.8916115,-0.428473346,0.688524483,-0.06100485,172.9299308,173.0610545,-0.009499647,60.78817068,0.635311755,28.5359468,29.43650909,-0.016392126,69.65,54,12,1.00432797,0.432796992,25061.96273,1499.991333,1261.207482,0.840809846,0.191619692,6,0.5,0: Broadleaf,2,TRUE,1786466613,168.2595333,167.8548,29.53384667,28.66750667,180.486,28.88592667,460.7124,101.5902,0.10004288,37.32262667,38.43209333,999.9,0,0,4999.25,0,27.05816,0.404766603,173.3800667,172.8086667,0.866359133,167.8548,28.66750667,3.000352667,2.91234,24.02984667,23.53484,1499.991333,0.973003333,0.026996353,0,2.605,0,14728.18,12843.84,47.437,49.3162,48.38326667,47.9664,47.4454,1459.497333,40.492,0,1786466618,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,0.416413652,-1.582256382,0.412092133,0,0.78043565,1.577669459,0.166236189,0,0,2,0/2,3.03356,2.75962,0.0464266,0.0442276,0.129438,0.123601,33425.4,24073.3,33211.5,25489.1,36976.2,30211.4,48565.9,39865.2,1.74373,2.56215,0.254728,0,34.3416,999.9,57.099,37.595,36.6023,29.0137,-100,3,0.618399,0,20.2464,5.20426,11.9583,4.96915,3.29435,149.7,9999,7167.5,9999,4.97381,1.87307,1.87102,1.87241,1.87292,1.87364,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,52.5,52.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.24609,40.0447,14.6661,2,393.19,1193.25,35.2549,35.1867,30.0006,35.0899,34.9936,-1,40,10,-999.9,400,20,100.88,93.5258
66,1786466741,8347.1,20260812 00:45:41,00:45:41,15,,1786466733,0.000545464,0.545463621,-0.089178498,170.5492008,170.120887,17.30026402,17.34382095,0.014012009,1.390375531,0.01393403,0.008715738,287.4243867,40.24865232,38.32318,6.774762241,46.70127829,2.984861674,6.391391807,3.789900567,-24.05494568,-80.45034268,-13.88337017,169.0357281,-0.081340775,0.606503338,-0.089178498,175.5226834,175.6693636,-0.005456929,60.78817068,0.545463621,28.65839468,29.34022909,0.000337912,69.65,55,12,1.00440675,0.440675001,25071.70642,1499.970667,1261.19034,0.840810003,0.191620005,6,0.5,0: Broadleaf,2,TRUE,1786466733,170.5470667,170.5760667,29.35142,28.59451333,182.7737333,28.70349333,464.5544667,101.5941333,0.099811087,37.24990667,38.32318,999.9,0,0,4999.75,0,28.11185333,-0.028803445,175.7042,175.597,0.756907067,170.5760667,28.59451333,2.981933333,2.905034667,23.92736667,23.49335333,1499.970667,0.973001267,0.026998473,0,2.735666667,0,14451.21333,12843.64667,47.5,49.39153333,48.5,47.92873333,47.50826667,1459.471333,40.49933333,0,1786466738,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.023541328,1.237707132,0.32644983,0,0.798012667,-0.880476156,0.101589661,0,0,2,0/2,3.03597,2.75924,0.0469878,0.0446241,0.129115,0.123722,33393.8,24057,33200.2,25483,36981.9,30200.2,48550.8,39856.2,1.74697,2.5573,0.250138,0,34.2823,999.9,56.873,37.625,36.5156,29.1037,-100,3,0.629619,0,20.2462,5.20052,11.9586,4.9695,3.29453,149.7,9999,7167.5,9999,4.9738,1.87305,1.87101,1.87241,1.87287,1.87363,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,54.5,54.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.24121,40.0953,14.6661,2,395.595,1188.23,35.297,35.3056,30.0003,35.193,35.0894,-1,40,10,-999.9,400,20,100.847,93.5042
67,1786466861,8467.1,20260812 00:47:41,00:47:41,15,,1786466853,0.000520915,0.520915186,-0.291204535,174.9510945,198.1871191,20.1547424,17.79174276,0.013421076,1.391364552,0.013349568,0.008349873,287.4319,40.26168681,38.28644,6.761316368,46.66844318,2.983162864,6.392248509,3.778153504,-22.97235969,-77.56712889,-13.37408114,173.5183303,-0.116663169,0.50824597,-0.291204535,179.1695585,180.1098,-0.106898134,60.78817068,0.520915186,28.7112461,29.35943818,0.001095885,69.65,55,12,1.004401825,0.440182532,25099.63315,1500.01,1261.2234,0.840809995,0.191619989,6,0.5,0: Broadleaf,2,TRUE,1786466853,174.9441333,174.9088667,29.33426,28.69837333,187.1707333,28.68633333,463.3934667,101.5955333,0.099988007,37.25236667,38.28644,999.9,0,0,5004.542,0,28.21584,0.0352164,180.2311333,180.0768,0.635876933,174.9088667,28.69837333,2.980231333,2.915629333,23.91786667,23.55376,1500.01,0.9730014,0.026998313,0,3.201666667,0,14187.55333,12843.98,47.5,49.3372,48.5,47.875,47.5,1459.51,40.5,0,1786466858,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.59972019,12.82765738,1.434299259,0,0.632530905,0.065312727,0.018217386,1,1,2,1/2,3.03632,2.75941,0.0479388,0.0454159,0.129175,0.123919,33356.9,24034.7,33196.8,25480.7,36977.5,30190.8,48546.3,39852.7,1.74748,2.55755,0.262689,0,34.0768,999.9,56.635,37.655,36.4227,29.1937,-100,3,0.633087,0,20.2464,5.20321,11.9589,4.9689,3.29445,149.8,9999,7167.5,9999,4.97379,1.87305,1.87103,1.87241,1.87289,1.87364,1.87332,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,56.5,56.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.2583,40.1206,14.6574,2,396.225,1189.68,35.2828,35.3607,30.0001,35.2519,35.1458,-1,40,10,-999.9,400,20,100.837,93.4958
68,1786466981,8587.1,20260812 00:49:41,00:49:41,15,,1786466973,0.000590036,0.590036357,-0.229175155,173.9430187,187.3217033,19.04966641,17.6891221,0.014735441,1.391044155,0.01464927,0.009163494,287.42918,40.51072211,38.63135333,6.888461933,46.07873503,2.991410432,6.491954326,3.897051501,-26.02060333,-82.08990215,-14.20020388,165.1184706,0.599800781,0.607689185,-0.229175155,180.9749162,180.3794,0.174936035,60.78817068,0.590036357,28.67281133,29.41240606,-8.12558E-06,69.65,55,12,1.004407483,0.440748326,25067.55367,1499.998,1261.2131,0.840809854,0.191619709,6,0.5,0: Broadleaf,2,TRUE,1786466973,173.9375333,174.8452,29.41553333,28.65730667,186.1644,28.76762,464.6212667,101.5948667,0.1000575,37.53673333,38.63135333,999.9,0,0,5003,0,26.89249333,-0.907563507,179.2092667,180.0036667,0.758240533,174.8452,28.65730667,2.988466667,2.911434667,23.96379333,23.52988,1499.998,0.973003333,0.026996353,0,2.906666667,0,13930.48667,12843.88,47.65393333,49.4664,48.5704,48.1622,47.66633333,1459.505333,40.49266667,0,1786466978,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.836377314,0.877238899,0.879918526,0,0.738759857,0.220180442,0.036369227,0,0,2,0/2,3.03758,2.7595,0.0480006,0.0453577,0.129328,0.123547,33354.3,24036.6,33196.6,25481.3,36971.9,30204.3,48546,39853.6,1.74988,2.552,0.262477,0,34.4346,999.9,56.281,37.696,36.2748,28.8038,-100,3,0.634733,0,20.246,5.20396,11.9578,4.96945,3.29465,149.8,9999,7167.5,9999,4.97376,1.87304,1.87101,1.8724,1.87289,1.87363,1.87332,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.227,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,58.5,58.5,0.153809,4.99756,2.64526,2.69531,2.8479,2.31201,40.1967,14.6399,2,397.815,1182.73,35.3998,35.4037,30.0004,35.2956,35.1929,-1,40,10,-999.9,400,20,100.837,93.498
69,1786467102,8708,20260812 00:51:42,00:51:42,15,,1786467094,0.000517531,0.517531048,0.01202022,169.4547745,157.622587,16.02947339,17.23275103,0.013129032,1.389896417,0.013060522,0.008168951,287.4330875,40.46996523,38.5464875,6.856986986,46.76746779,3.023000301,6.463895617,3.833986685,-22.8231192,-81.63055667,-14.12119764,168.858214,0.262375567,0.554523972,0.01202022,175.7876017,175.15,0.119968588,60.78817068,0.517531048,29.01600284,29.69132485,-0.003812448,69.65,54,12,1.004331558,0.433155785,25041.29274,1500.01625,1261.22865,0.840809991,0.191619982,6,0.5,0: Broadleaf,2,TRUE,1786467094,169.4550625,169.91675,29.7260625,29.02985,181.681625,29.07809375,461.6250625,101.5951875,0.100094225,37.45709375,38.5464875,999.9,0,0,4997.34375,0,33.90985,-0.461686429,174.646625,174.996875,0.696186125,169.91675,29.02985,3.020020625,2.94929125,24.1387125,23.74435625,1500.01625,0.973001125,0.026998606,0,2.483125,0,13682.8375,12844.025,47.687,49.6131875,48.687,48.125,47.7381875,1459.51625,40.5,0,1786467099,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.330290499,-5.431342272,0.648165469,0,0.669972714,0.377774742,0.059551335,0,0,2,0/2,3.03498,2.7598,0.0468998,0.0446446,0.130256,0.124808,33384.7,24047.5,33188.9,25474.2,36926.1,30152.7,48535.7,39843.3,1.7443,2.5545,0.246387,0,34.5694,999.9,56.91,37.726,36.7441,29.4438,-100,3,0.642127,0,20.246,5.20486,11.962,4.9694,3.2947,149.8,9999,7167.5,9999,4.97378,1.87304,1.871,1.87241,1.8729,1.87363,1.87332,1.87768,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.648,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,60.6,60.6,0.153809,4.99756,2.64526,2.69531,2.8479,2.25464,40.222,14.5961,2,395.166,1187.65,35.4766,35.4746,30.0004,35.3671,35.2646,-1,40,10,-999.9,400,20,100.815,93.4731
70,1786467222,8828,20260812 00:53:42,00:53:42,15,,1786467214,0.000582108,0.582108214,-0.147154907,169.6743929,174.7775035,17.77404771,17.25508543,0.014779358,1.389725494,0.014692593,0.009190623,287.42886,40.4060517,38.50875333,6.843032295,46.63352826,3.009117327,6.452690669,3.833914968,-25.67097222,-81.18243776,-14.04068893,166.5347611,-0.153146952,0.545573625,-0.147154907,174.4047017,174.7800667,-0.033721107,60.79263718,0.582108214,28.82342335,29.57477758,-0.001644734,69.65,53,12,1.004251395,0.425139457,25038.99509,1499.994,1261.20996,0.840810003,0.191620006,6,0.5,0: Broadleaf,2,TRUE,1786467214,169.6708667,169.5922,29.58954667,28.89763333,181.8976,28.94160667,457.0983333,101.5952667,0.100016493,37.42520667,38.50875333,999.9,0,0,4996.5,0,33.09664,0.0787608,174.8444,174.6388667,0.691914267,169.5922,28.89763333,3.006153333,2.935859333,24.06203333,23.66848,1499.994,0.972999733,0.027000013,0,2.982,0,13445.3,12843.83333,47.687,49.54133333,48.687,48.062,47.687,1459.494,40.5,0,1786467219,0,1786463468,23:51:08,1786463468,1786463468,2,0.076,1.088,-12.227,0.648,173,28,0.2,0.1,-0.202653619,6.56748974,0.718383487,0,0.65532881,0.788178,0.096173911,0,0,2,0/2,3.03031,2.75958,0.0467448,0.0440825,0.129845,0.124293,33385.6,24059.1,33184.7,25471.9,36941,30167.4,48530.5,39839.4,1.73555,2.55535,0.251792,0,34.4545,999.9,56.501,37.746,36.5182,28.6938,-100,3,0.64656,0,20.2459,5.20486,11.9619,4.96915,3.29448,149.9,9999,7167.5,9999,4.97374,1.87304,1.87101,1.8724,1.87287,1.87363,1.87332,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.226,0.6479,-12.2266,0,0,0,0.64793,0,0,0,-1,-1,-1,-1,62.6,62.6,0.153809,4.99756,2.64526,2.69653,2.8479,2.2583,40.2474,14.5873,2,390.692,1189.87,35.4492,35.5237,30.0002,35.4225,35.3165,-1,40,10,-999.9,400,20,100.803,93.4642
