obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccH2O_des,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
58,1784738199,7302,20260723 00:36:39,00:36:39,15,,1784738191,0.002790047,2.790046587,1.654675329,457.4630674,394.7355951,39.91893309,46.26245468,0.074378424,1.38549845,0.072229265,0.045331212,287.4392467,37.16865304,35.34074667,5.755830819,34.83988222,1.999263687,5.738434115,3.756567132,-123.0410545,-4.092289652,-0.691908295,159.6139942,-6.850373498,2.925606328,1.654675329,444.1989332,454.6018727,-2.317828509,60.8117891,2.790046587,15.63629302,19.59603818,-0.03225787,69.65,47,11,1.003757053,0.375705297,25113.60997,1500.048667,1261.25588,0.840809974,0.191619947,6,0.5,0: Broadleaf,2,TRUE,1784738191,457.5026,449.9670667,19.76958,15.84566,470.9966,19.93000667,436.8312,101.0282667,0.10001662,35.28596,35.34074667,999.9,0,0,5003.666,0,60.79574,7.535605333,466.7302,457.216,3.923922,449.9670667,15.84566,1.997287333,1.600859333,17.4227,13.96542667,1500.048667,0.972998667,0.02700112,0,2.00498,0,16310.82667,12844.31333,45.625,47.5,46.5998,46.1332,45.687,1459.548667,40.5,0,1784738196,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-1.562261,197.0504842,20.14222801,0,3.812088,2.374981353,0.2691488,0,0,2,0/2,3.01082,2.75952,0.099955,0.0952752,0.0967605,0.0806205,31724.5,22955.8,33384.2,25666.1,38564.9,31938.7,48801.3,40126.8,1.73622,2.60325,0.195459,0,32.1763,999.9,53.04,36.094,31.4986,29.0001,-100,3,0.415302,0,20.2436,5.20471,11.956,4.96935,3.294,123.4,9999,9999,7159.6,4.97373,1.87302,1.87088,1.87239,1.87286,1.87366,1.87328,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.374,-0.1997,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,40.8,40.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.28882,38.7471,15.1915,2,375.448,1206.03,33.4885,32.8979,30.0001,32.7823,32.6898,-1,40,10,-999.9,400,20,101.383,94.1534
59,1784738319,7422,20260723 00:38:39,00:38:39,15,,1784738311,0.002640827,2.640827374,3.654957578,455.9211078,346.7591289,35.06570427,46.10461097,0.070783443,1.384333188,0.068832494,0.043191115,287.4298733,37.2024082,35.33680667,5.754578202,35.35612846,2.024068942,5.724803677,3.73050926,-116.4604872,-7.005970651,-1.185268287,162.7781472,14.89273398,2.536812807,3.654957578,484.914051,475.2218667,0.833005829,60.8117891,2.640827374,16.52117353,20.06846727,0.002194499,69.65,47,11,1.003761519,0.376151862,25083.90687,1499.999333,1261.21444,0.84081,0.191620001,6,0.5,0: Broadleaf,2,TRUE,1784738311,456.0085333,478.0174667,20.01569333,16.60774667,469.4904,20.12507333,436.0156667,101.0240667,0.100031733,35.24293333,35.33680667,999.9,0,0,4998.122667,0,55.6394,-22.009,465.3226667,486.0902667,3.407937333,478.0174667,16.60774667,2.022066,1.677782667,17.61812,14.69226667,1499.999333,0.972998,0.0270018,0,1.9426,0,16227.60667,12843.88667,45.625,47.4958,46.625,46.12073333,45.687,1459.499333,40.5,0,1784738316,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-23.76279,59.00713985,6.918450872,0,3.3530095,1.467219699,0.147401058,0,0,2,0/2,3.01007,2.75952,0.103932,0.104825,0.0982474,0.083829,31584.1,22712.3,33384,25664.6,38500.1,31825.8,48801.9,40125.2,1.73435,2.6029,0.19978,0,32.0783,999.9,54.535,36.104,32.4052,29.1501,-100,3,0.415925,0,20.2433,5.20426,11.956,4.96925,3.294,123.5,9999,9999,7159.6,4.97378,1.87302,1.87088,1.87241,1.87286,1.87366,1.8733,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.569,-0.0985,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,42.8,42.6,0.153809,4.99756,2.64526,2.74414,2.8479,2.20703,38.7471,15.1477,2,374.59,1205.91,33.4737,32.9096,30,32.8027,32.7079,-1,40,10,-999.9,400,20,101.384,94.149
60,1784738439,7542,20260723 00:40:39,00:40:39,15,,1784738431,0.002514284,2.514283604,3.113681347,420.146378,320.0252511,32.36193434,42.48648958,0.066094007,1.384171726,0.064389453,0.040392894,287.4308777,37.25271342,35.33326667,5.753452956,34.18112894,1.955298735,5.720404198,3.798154221,-110.8799069,-7.778750105,-1.316048709,167.4561719,5.983709579,2.380719293,3.113681347,437.673364,431.4253879,0.345775197,60.8117891,2.514283604,16.23632015,19.48927515,0.021564251,69.65,47,11,1.003762039,0.376203851,25080.45341,1500.003333,1261.217922,0.84081008,0.191620159,6,0.5,0: Broadleaf,2,TRUE,1784738431,420.2208667,429.7897333,19.33583333,16.13907333,433.4140667,19.58498,436.5226,101.0230667,0.09999854,35.22902667,35.33326667,999.9,0,0,4997.375333,0,64.85322,-9.568766667,428.5068,436.8398,3.196761333,429.7897333,16.13907333,1.953362667,1.630415333,17.07112667,14.24914667,1500.003333,0.972996667,0.027003187,0,2.016073333,0,16159.16,12843.9,45.562,47.38326667,46.562,45.9496,45.62913333,1459.496667,40.504,0,1784738436,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-9.550916,3.412747669,1.214733545,0,3.2035635,-0.04290812,0.046053039,1,1,2,1/2,3.0106,2.75936,0.0967164,0.0966644,0.0965255,0.0828062,31839.2,22920.1,33384.8,25665.5,38575.4,31861.5,48802.2,40126.4,1.7354,2.60512,0.204906,0,32.0252,999.9,53.675,36.104,31.8944,29.1801,-100,3,0.414909,0,20.2436,5.20411,11.956,4.96875,3.29402,123.5,9999,9999,7159.6,4.97375,1.87302,1.87088,1.87241,1.87286,1.87367,1.87329,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.217,-0.2147,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,44.8,44.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.28271,38.7225,15.139,2,375.103,1209.08,33.4585,32.8979,30.0001,32.7968,32.7079,-1,40,10,-999.9,400,20,101.385,94.1519
61,1784738559,7662,20260723 00:42:39,00:42:39,15,,1784738551,0.002807994,2.80799362,2.7496433,398.1562552,314.540856,31.80817989,40.26384983,0.073571681,1.385254101,0.071467822,0.044851401,287.4294933,37.00629246,35.2058,5.713062819,33.20222717,1.889146312,5.689818042,3.823916507,-123.8325186,-5.505045825,-0.929628256,157.1623006,2.063972233,3.120730607,2.7496433,408.402177,405.2022727,-0.112763579,60.8117891,2.80799362,14.27991717,18.34073515,-0.046467154,69.65,47,11,1.003756206,0.375620643,25119.24868,1499.997333,1261.21276,0.840810001,0.191620003,6,0.5,0: Broadleaf,2,TRUE,1784738551,398.2219333,402.7339333,18.68116,14.50867333,411.2343333,19.06090667,438.6957333,101.0257333,0.10001644,35.13208667,35.2058,999.9,0,0,5002.585333,0,80.73316667,-4.511867333,405.8028667,408.6634,4.172472,402.7339333,14.50867333,1.887278,1.465752,16.52802667,12.61124667,1499.997333,0.972998333,0.027001453,0,1.895906667,0,16078.52667,12843.86667,45.687,47.5,46.625,46.00826667,45.687,1459.497333,40.5,0,1784738556,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-4.995125,10.39698586,1.382879835,0,4.015867,2.673710075,0.332401966,0,0,2,0/2,3.01299,2.75939,0.0922743,0.0912077,0.0926244,0.0717436,31989.6,23056.7,33378.8,25664.1,38741.7,32247.7,48794.1,40123.4,1.7408,2.6042,0.200741,0,31.9229,999.9,49.963,36.104,29.6878,29.1201,-100,3,0.421316,0,20.2433,5.20441,11.956,4.9688,3.294,123.5,9999,9999,7159.6,4.97375,1.87303,1.87089,1.8724,1.87286,1.87366,1.87331,1.87769,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.006,-0.4622,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,46.8,46.6,0.153809,4.99756,2.64526,2.7417,2.8479,2.23999,38.7471,15.1127,2,378.173,1208.59,33.431,32.942,30.0004,32.8377,32.7485,-1,40,10,-999.9,400,20,101.368,94.1456
62,1784738679,7782.1,20260723 00:44:39,00:44:39,15,,1784738671,0.002264519,2.264518693,2.966503925,397.3292725,291.0276528,29.4305499,40.18043945,0.057492662,1.385546045,0.056199467,0.035238433,287.4329288,37.1052364,35.00176,5.648921882,30.57164609,1.722623158,5.634708557,3.926298724,-99.86527435,-3.397742939,-0.572590515,183.597321,6.000919343,2.123339376,2.966503925,415.3232318,408.0318364,0.579494483,60.8117891,2.264518693,14.36055909,17.22482788,0.029154342,69.65,47,11,1.003752804,0.375280398,25141.93765,1500.012667,1261.225901,0.840810167,0.191620334,6,0.5,0: Broadleaf,2,TRUE,1784738671,397.4000667,406.7406667,17.03437333,14.18764,410.4054667,17.72578,438.2351333,101.0262667,0.100033927,34.95627333,35.00176,999.9,0,0,5004,0,61.89098667,-9.340553333,404.287,412.5947333,2.846728,406.7406667,14.18764,1.720918667,1.433324667,15.08615333,12.27408,1500.012667,0.972996667,0.0270032,0,2.037053333,0,16018.30667,12843.99333,45.75,47.4958,46.687,46.01653333,45.7416,1459.502667,40.50866667,0,1784738676,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-8.7041315,-12.28462782,2.026061403,0,2.898818,-0.972195789,0.098657398,0,0,2,0/2,3.01245,2.75954,0.0928683,0.0926482,0.0893585,0.075413,31959.6,23013.5,33369.8,25656.9,38877.2,32109.3,48782.1,40113,1.73855,2.60092,0.20916,0,31.6276,999.9,48.779,36.134,29.0312,29.1937,-100,3,0.430727,0,20.2437,5.20067,11.956,4.9693,3.29402,123.6,9999,9999,7159.6,4.97376,1.87302,1.87088,1.87239,1.87286,1.87366,1.87326,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.035,-0.6525,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,48.8,48.6,0.153809,4.99756,2.64526,2.7417,2.8479,2.25342,38.7471,15.1302,2,377.498,1205.56,33.3176,33.031,30.0005,32.9229,32.8299,-1,40,10,-999.9,400,20,101.342,94.1205
63,1784738799,7902.1,20260723 00:46:39,00:46:39,15,,1784738791,0.002228879,2.228878777,4.707516734,408.1147362,252.2813283,25.51233214,41.27122198,0.056982487,1.385007937,0.055711386,0.034931458,287.4285733,37.26649845,35.20779333,5.713692541,32.0192885,1.818536589,5.679503431,3.895155952,-98.29355407,-8.101537446,-1.368131683,179.6653501,9.636385088,2.224115398,4.707516734,429.8812209,419.0379939,0.788734582,60.8117891,2.228878777,15.3952773,18.16101576,0.036185374,69.65,47,11,1.003756868,0.375686818,25114.84066,1499.989333,1261.20634,0.840810206,0.191620412,6,0.5,0: Broadleaf,2,TRUE,1784738791,408.2272,422.5948667,17.98278667,15.00788,421.3218667,18.49798667,438.8296,101.0264667,0.100050753,35.09929333,35.20779333,999.9,0,0,5001.334,0,49.47984667,-14.36787933,415.7026667,429.0378667,2.974889333,422.5948667,15.00788,1.816737333,1.516194,15.93143333,13.12896667,1499.989333,0.972995667,0.027004227,0,2.022186667,0,15931.94667,12843.78,45.687,47.5,46.687,46.062,45.7122,1459.479333,40.51,0,1784738796,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-11.25785286,-95.99419558,13.26036292,0,3.071877143,-2.604225974,0.296342897,0,0,2,0/2,3.01313,2.75952,0.0952994,0.104332,0.0924014,0.0799919,31870.5,22714.4,33366.4,25653.8,38739.5,31946.3,48777.6,40109.3,1.7394,2.5988,0.219084,0,31.6781,999.9,50.971,36.134,30.3396,29.0737,-100,3,0.433996,0,20.2439,5.20516,11.956,4.96965,3.29402,123.6,9999,9999,7159.6,4.97372,1.87302,1.87088,1.87235,1.87286,1.87365,1.87326,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.152,-0.4737,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,50.8,50.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.23511,38.7471,15.0952,2,378.284,1203.65,33.3138,33.0944,30,32.9801,32.8852,-1,40,10,-999.9,400,20,101.332,94.1107
64,1784738919,8022.1,20260723 00:48:39,00:48:39,15,,1784738911,0.002385797,2.385797107,2.254416713,432.8254487,348.2357254,35.21633385,43.77071158,0.061536959,1.385021175,0.060057402,0.037665846,287.4325,37.34002234,35.50542,5.808396617,33.95813256,1.945068324,5.727842425,3.863328294,-105.2136524,-18.88286067,-3.195780518,160.1402064,0.088376171,2.382213413,2.254416713,436.664485,437.9217515,-0.803836151,60.8117891,2.385797107,15.82857449,19.14851939,-0.018876742,69.65,47,11,1.003758695,0.375869455,25102.68288,1500.01,1261.2237,0.840810195,0.191620389,6,0.5,0: Broadleaf,2,TRUE,1784738911,432.8793333,434.4107333,19.23375333,16.04923333,446.1751333,19.50359333,438.5227333,101.0278,0.10006048,35.25253333,35.50542,999.9,0,0,5001.333333,0,52.60632667,-1.5316672,441.3684,441.4978,3.184524,434.4107333,16.04923333,1.943144667,1.621419333,16.98848,14.1628,1500.01,0.972996,0.02700388,0,2.00234,0,15847.66667,12843.95333,45.687,47.50413333,46.67873333,46.12493333,45.75,1459.5,40.51,0,1784738916,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-3.928531333,58.96924925,6.540171193,0,3.124436667,1.640572987,0.18489274,0,0,2,0/2,3.01287,2.75942,0.0974929,0.095107,0.0953011,0.0807327,31797.2,22951,33370.4,25656.8,38616.1,31922.4,48783.5,40113.9,1.73873,2.5987,0.218667,0,31.9915,999.9,52.381,36.134,31.1762,29.1637,-100,3,0.430559,0,20.2442,5.20157,11.956,4.96795,3.294,123.6,9999,9999,7159.6,4.97374,1.87303,1.87088,1.87236,1.87286,1.87366,1.87331,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.258,-0.2922,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,52.8,52.6,0.153809,4.99756,2.64526,2.7417,2.8479,2.23755,38.7471,15.0952,2,377.955,1203.64,33.3836,33.0861,30,32.9843,32.8911,-1,40,10,-999.9,400,20,101.344,94.1217
65,1784739039,8142.1,20260723 00:50:39,00:50:39,15,,1784739031,0.00221222,2.212219945,2.827645309,423.8485535,318.0333067,32.16209555,42.86298758,0.056226935,1.386053924,0.054989836,0.034477529,287.4313933,37.45702805,35.59048667,5.835713991,33.52348335,1.923444493,5.737603318,3.912269499,-97.55889958,-22.95151598,-3.88366365,163.0373141,3.375552464,2.103371129,2.827645309,434.5195692,431.9895758,-0.256094547,60.8117891,2.212219945,16.21562363,19.09419515,0.013825061,69.65,47,11,1.003754633,0.375463264,25129.73826,1500.007333,1261.22116,0.840809996,0.191619992,6,0.5,0: Broadleaf,2,TRUE,1784739031,423.9160667,429.7293333,19.01988667,16.21134667,437.1393333,19.33267333,439.1244,101.0280667,0.10000662,35.28334,35.59048667,999.9,0,0,5006.418,0,54.24973333,-5.813399067,432.1352,436.8104667,2.808566667,429.7293333,16.21134667,1.921542667,1.637797333,16.81220667,14.31863333,1500.007333,0.972997667,0.027002147,0,1.965926667,0,15720.66,12843.93333,45.75,47.5956,46.7122,46.0872,45.75,1459.507333,40.5,0,1784739036,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,-7.169544095,43.62418909,5.7555121,0,2.839999524,-0.324161299,0.137529071,0,0,2,0/2,3.01314,2.75949,0.096689,0.0951073,0.0951581,0.082034,31825.5,22950.4,33370.4,25656.1,38622.3,31876.2,48783.7,40113.2,1.73865,2.5987,0.219405,0,32.0245,999.9,52.716,36.165,31.4277,28.9837,-100,3,0.430513,0,20.2436,5.20381,11.956,4.96935,3.29408,123.7,9999,9999,7159.6,4.9737,1.87302,1.87088,1.87235,1.87286,1.87366,1.87331,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.219,-0.3015,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,54.8,54.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.23267,38.7717,15.0689,2,377.933,1203.81,33.4358,33.0772,30.0004,32.9872,32.8998,-1,40,10,-999.9,400,20,101.344,94.1197
66,1784739159,8262.1,20260723 00:52:39,00:52:39,15,,1784739151,0.002238331,2.23833066,3.589861324,459.2939491,333.1342474,33.68924446,46.44753954,0.057903291,1.384179823,0.056590521,0.035484544,287.4309677,37.52598604,35.64279333,5.852566542,34.84466558,2.008091897,5.762982263,3.844474645,-98.71038211,-20.86235571,-3.537205941,164.321024,-4.82458032,2.148562154,3.589861324,462.6700419,460.8986909,-0.59084361,60.8117891,2.23833066,17.00322246,19.94074182,0.010739013,69.65,47,11,1.003763677,0.376367732,25069.57362,1500.004667,1261.218961,0.840810025,0.191620049,6,0.5,0: Broadleaf,2,TRUE,1784739151,459.3798667,454.1482,19.85690667,16.98342667,472.8888667,19.9993,438.0421333,101.0281333,0.099999607,35.36322667,35.64279333,999.9,0,0,4997.164667,0,55.82685333,5.231775467,468.6862667,461.9946667,2.873485333,454.1482,16.98342667,2.006106667,1.715803333,17.49254,15.04014,1500.004667,0.972997,0.02700284,0,2.060526667,0,15671.98,12843.91333,45.75,47.62913333,46.75,46.1996,45.812,1459.502667,40.50133333,0,1784739156,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,14.13053486,-168.1818256,17.15690329,0,2.848627619,0.489058442,0.055476498,0,0,2,0/2,3.01195,2.75941,0.101498,0.102659,0.0978478,0.0858207,31654.7,22757.3,33368.9,25654.2,38503,31741.9,48782.2,40110.8,1.73563,2.599,0.214495,0,32.1677,999.9,53.821,36.165,32.0864,29.3737,-100,3,0.431923,0,20.244,5.20516,11.956,4.96935,3.29402,123.7,9999,9999,7159.6,4.97372,1.87302,1.87088,1.87235,1.87286,1.87365,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.452,-0.1225,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,56.8,56.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.25098,38.7717,15.0514,2,376.45,1204.6,33.4733,33.1009,30.0001,33.0049,32.9174,-1,40,10,-999.9,400,20,101.341,94.1135
67,1784739279,8382.1,20260723 00:54:39,00:54:39,15,,1784739271,0.00239299,2.392990406,2.12694912,437.915668,355.4111391,35.9410145,44.28429963,0.060902285,1.384015193,0.059451676,0.037284751,287.43342,37.55416991,35.74571333,5.885849559,34.04613109,1.97363447,5.796941992,3.91221509,-105.5308769,-20.59872182,-3.496478794,157.8073425,-5.559717735,2.461325033,2.12694912,434.4408942,438.2020727,-1.231532617,60.8117891,2.392990406,16.10044659,19.41208364,-0.016832165,69.65,47,11,1.003765674,0.37656741,25056.33014,1500.018,1261.23012,0.84080999,0.191619981,6,0.5,0: Broadleaf,2,TRUE,1784739271,437.9666,431.8708667,19.51674667,16.23164,451.3037333,19.7291,439.0824,101.0251333,0.1000441,35.46964667,35.74571333,999.9,0,0,4996.500667,0,65.02128667,6.095764,446.6846,438.9971333,3.285085333,431.8708667,16.23164,1.971682667,1.639806,17.21867333,14.33738667,1500.018,0.972997667,0.027002153,0,2.037393333,0,15576.33333,12844.02667,45.812,47.687,46.812,46.2996,45.875,1459.518,40.5,0,1784739276,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,5.469199048,3.37268961,2.299009877,0,3.146823333,2.198657922,0.242019923,0,0,2,0/2,3.01354,2.75946,0.09757,0.095928,0.0961076,0.0815295,31791.3,22927.7,33367.2,25654.2,38577.3,31891.6,48779.6,40110.7,1.73913,2.59882,0.213571,0,32.3032,999.9,51.99,36.165,30.9963,29.2237,-100,3,0.433775,0,20.2439,5.20082,11.956,4.9692,3.294,123.7,9999,9999,7159.6,4.97373,1.87302,1.87088,1.87236,1.87286,1.87365,1.87331,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.261,-0.2387,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,58.8,58.6,0.153809,4.99756,2.64526,2.74292,2.8479,2.24731,38.7964,15.0251,2,378.392,1204.7,33.5466,33.1215,30.0002,33.0225,32.9349,-1,40,10,-999.9,400,20,101.335,94.1133
68,1784739399,8502.1,20260723 00:56:39,00:56:39,15,,1784739391,0.002244839,2.244838791,2.592103415,428.3059023,328.6717356,33.23708623,43.31263892,0.056338061,1.384972243,0.055095179,0.034543871,287.42734,37.76708992,35.95278667,5.953313018,34.14867666,1.994905667,5.841824228,3.958407351,-98.99739068,-25.63454521,-4.355601431,158.4398027,-1.343303394,2.379230249,2.592103415,434.4640746,433.0892485,-0.408352751,60.8117891,2.244838791,16.59845517,19.65077818,-0.007614799,69.65,47,11,1.00376326,0.376326047,25072.34014,1499.986,1261.20324,0.840810008,0.191620015,6,0.5,0: Broadleaf,2,TRUE,1784739391,428.3679333,427.9322667,19.72703333,16.55474667,441.6273333,19.89625333,439.4385333,101.0254667,0.100010907,35.60946667,35.95278667,999.9,0,0,5001.207333,0,65.98995333,0.435723467,436.9886,435.1358,3.172294,427.9322667,16.55474667,1.992933333,1.67245,17.3882,14.64302,1499.986,0.972998,0.0270018,0,1.8416,0,15478.48,12843.77333,45.87913333,47.76653333,46.875,46.3414,45.9412,1459.486,40.5,0,1784739396,0,1784735762,23:56:02,1784735751,1784735762,3,0.099,-0.122,-13.693,-0.753,504,17,2.1,0.03,1.046656762,-20.93771891,2.61841165,0,3.229279048,-1.197318701,0.123493425,0,0,2,0/2,3.01344,2.75946,0.0968332,0.0964677,0.0968939,0.084295,31814.5,22912,33364.4,25651.9,38539.2,31791.6,48775.5,40107.6,1.73827,2.5999,0.211753,0,32.5368,999.9,52.668,36.175,31.4183,28.5037,-100,3,0.43563,0,20.244,5.20246,11.956,4.96785,3.29402,123.8,9999,9999,7159.6,4.97374,1.87302,1.87088,1.87236,1.87286,1.87363,1.8733,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.226,-0.1862,-9.215353847,-0.010281863,2.60765E-06,-1.39012E-10,-1.312278615,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,60.8,60.6,0.153809,4.99756,2.64526,2.7417,2.8479,2.29492,38.8211,15.0164,2,378.085,1206.7,33.6406,33.1481,30.0002,33.0461,32.9583,-1,40,10,-999.9,400,20,101.327,94.1057
