obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,AccH2O_hum,AccCO2_soda,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
23,1785428723,2646.1,20260731 00:25:23,00:25:23,15,,1785428715,0.000510726,0.510725889,1.157116935,398.5229793,217.9858796,22.04869164,40.30953886,0.011696902,1.385512798,0.011642318,0.007281331,287.4320267,37.30324818,35.27222667,5.734080465,26.82537434,1.454620111,5.422552887,4.279460354,-22.52301172,-75.22212212,-12.65088111,177.0360117,0.556925802,0.448852736,1.157116935,403.7977003,403.3623576,-0.212271038,60.85318178,0.510725889,13.67228873,14.36496121,-0.001993587,69.65,45,10,1.003584699,0.358469877,25196.71209,1500.010667,1261.22396,0.840809994,0.191619988,6,0.5,0: Broadleaf,2,TRUE,1785428715,398.5505333,399.5422667,14.3812,13.78548667,411.757,15.55929333,443.9663333,101.0473333,0.100005593,34.26518,35.27222667,999.9,0,0,5002.792667,0,55.41131333,-0.991657133,404.3658,405.1271333,0.595711333,399.5422667,13.78548667,1.453182667,1.392988,12.48425333,11.84120667,1500.010667,0.973,0.026999967,0,1.995693333,0,15664.86667,12843.96667,44.75413333,46.5124,45.687,45.2122,44.75,1459.510667,40.5,0,1785428720,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-1.48102785,8.739819654,1.095979238,0,0.553426,0.886397504,0.101714821,0,0,2,0/2,3.01784,2.75942,0.0924242,0.0913961,0.0798747,0.0729214,32038.8,23093.2,33433.3,25707.4,39358.7,32250.2,48855.1,40169.7,1.75957,2.624,0.251647,0,31.2136,999.9,48.584,31.894,22.8211,29.0492,-100,3,0.378237,0,20.2442,5.20486,11.956,4.96955,3.294,9999,9999,7164.9,136.5,4.97366,1.87299,1.8708,1.87239,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,44.9,44.8,0.15625,4.99756,2.64526,2.74902,2.8479,2.2644,35.7544,15.8132,2,384.885,1226.23,32.3156,32.385,30.0001,32.3088,32.2237,-1,40,10,-999.9,400,20,101.51,94.2739
24,1785428843,2766.1,20260731 00:27:23,00:27:23,15,,1785428835,0.000352719,0.352718864,1.035070616,414.3359142,193.1845991,19.54168655,41.91236051,0.008287255,1.385890357,0.008259823,0.005164846,287.4378533,37.15467777,34.99182,5.645813249,27.61157339,1.478283918,5.353856145,4.167529331,-15.55490189,-71.3882649,-11.97306301,188.5216235,2.026253351,0.217379765,1.035070616,421.6513641,420.9367697,-0.12981681,60.85318178,0.352718864,14.28760824,14.69649758,0.00974453,69.65,45,10,1.003580518,0.358051805,25226.02742,1500.041333,1261.24972,0.840809978,0.191619955,6,0.5,0: Broadleaf,2,TRUE,1785428835,414.3605333,417.2088,14.61397333,14.32574667,427.5668667,15.79207333,444.2908,101.0555333,0.099976167,34.03636,34.99182,999.9,0,0,5004.25,0,72.19389333,-2.848419267,420.5058,423.2726,0.288238133,417.2088,14.32574667,1.476823333,1.447694667,12.73016667,12.42656,1500.041333,0.972998,0.02700202,0,2.04774,0,15532.69333,12844.24,44.75826667,46.5,45.6374,45.2748,44.75413333,1459.541333,40.5,0,1785428840,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-4.337591857,32.24741977,3.320476465,0,0.255957381,0.874636442,0.101088726,0,0,2,0/2,3.01817,2.75942,0.0953392,0.0937148,0.081288,0.0748899,31935.5,23033,33432.9,25705.9,39296.5,32179.4,48855.3,40167.9,1.76005,2.62295,0.239968,0,31.0747,999.9,48.95,32.035,23.1756,28.7491,-100,3,0.378651,0,20.2444,5.20486,11.956,4.9695,3.29405,9999,9999,7164.9,136.5,4.97365,1.87301,1.87087,1.87241,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,46.9,46.8,0.15625,4.99756,2.64526,2.7478,2.8479,2.26074,35.8477,15.8044,2,385.19,1224.82,32.3,32.391,29.9999,32.3174,32.2287,-1,40,10,-999.9,400,20,101.51,94.2692
25,1785428963,2886.1,20260731 00:29:23,00:29:23,15,,1785428955,0.000571792,0.571791992,1.406955889,387.2622505,195.4339303,19.76894587,39.17316945,0.013184022,1.385233961,0.013114707,0.008202889,287.42908,36.9851842,34.98142667,5.642564431,25.96587128,1.385526094,5.335950712,4.257038338,-25.21602685,-75.06359651,-12.59112129,174.5583354,3.1024567,0.47390346,1.406955889,395.7628245,393.9542667,-0.023124627,60.85318178,0.571791992,12.90902592,13.69021879,-0.00254957,69.65,44,10,1.003502607,0.350260713,25212.14229,1499.992,1261.20858,0.840810204,0.191620409,6,0.5,0: Broadleaf,2,TRUE,1785428955,387.2957333,391.7401333,13.69718,13.06514667,400.5025333,14.87527333,442.1522,101.0540667,0.100046333,33.9763,34.98142667,999.9,0,0,5001.083333,0,86.16423333,-4.4442316,392.6743333,396.9260667,0.6320584,391.7401333,13.06514667,1.384156,1.320284667,11.74514,11.03115333,1499.992,0.972994667,0.02700542,0,1.99832,0,15409.3,12843.78,44.562,46.187,45.479,45.00826667,44.562,1459.482,40.51,0,1785428960,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-4.076388286,6.442358961,2.372044803,0,0.591192,1.179079325,0.135449944,0,0,2,0/2,3.01668,2.75941,0.0909311,0.0893128,0.0770595,0.0695153,32102.7,23155.1,33444.6,25716.9,39497.5,32383.6,48871,40184.1,1.75922,2.62675,0.250861,0,30.9423,999.9,45.068,32.166,21.4969,28.9891,-100,3,0.366484,0,20.2446,5.20486,11.956,4.96935,3.29405,9999,9999,7164.9,136.6,4.97367,1.87301,1.8708,1.87239,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,48.9,48.8,0.155029,4.99756,2.64526,2.7478,2.8479,2.30591,35.8944,15.7781,2,384.198,1228.59,32.1972,32.2706,29.9995,32.227,32.1458,-1,40,10,-999.9,400,20,101.544,94.3081
26,1785429084,3007,20260731 00:31:24,00:31:24,15,,1785429076,0.000315855,0.315855204,1.513363662,395.7269842,44.98201785,4.550309205,40.03111077,0.007239016,1.38269247,0.007218027,0.004513148,287.4300933,37.36532723,35.29388667,5.740948281,27.21250122,1.472155579,5.409850299,4.268792702,-13.92921449,-79.82339939,-13.45077166,180.2267078,4.557690511,0.142190708,1.513363662,409.153644,404.789897,0.417682291,60.85318178,0.315855204,14.38336568,14.69079273,0.018521472,69.65,45,10,1.003595872,0.359587207,25118.69906,1499.997333,1261.21306,0.840810201,0.191620403,6,0.5,0: Broadleaf,2,TRUE,1785429076,395.7631333,402.012,14.55297333,14.36322,408.9695333,15.73106,441.4529333,101.0584,0.10000558,34.22306,35.29388667,999.9,0,0,4988.332,0,77.33224667,-6.248856,401.6079333,407.8703333,0.1897486,402.012,14.36322,1.470699333,1.451524,12.66662667,12.46672667,1499.997333,0.972996,0.02700406,0,1.9869,0,15263.64,12843.84667,44.5914,46.312,45.5,45.06626667,44.5998,1459.487333,40.51,0,1785429081,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-5.71673381,-6.971375844,1.06807993,0,0.190391238,0.293220078,0.073343513,0,0,2,0/2,3.01588,2.75944,0.0927889,0.0925545,0.0813235,0.0756116,32039.5,23072.2,33446.6,25715.9,39310.2,32168.2,48874.1,40183.5,1.7568,2.62725,0.246201,0,31.2755,999.9,47.68,32.277,22.8845,28.6992,-100,3,0.362647,0,20.2446,5.20052,11.956,4.9691,3.294,9999,9999,7164.9,136.6,4.97369,1.87302,1.87083,1.87237,1.87286,1.87377,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,50.9,50.9,0.155029,4.99756,2.64526,2.7478,2.8479,2.23633,35.9645,15.7694,2,382.597,1228.51,32.2447,32.2168,30.0003,32.1748,32.1073,-1,40,10,-999.9,400,20,101.55,94.3059
27,1785429204,3127,20260731 00:33:24,00:33:24,15,,1785429196,0.000466333,0.466332612,1.450518294,383.5203098,144.373616,14.60471798,38.79660369,0.010566337,1.384812545,0.01052175,0.006580084,287.4318667,37.22020394,35.20661333,5.713319755,25.73557968,1.387212151,5.390250259,4.326107605,-20.56526821,-78.29485464,-13.16321754,175.4085263,1.010605103,0.589455674,1.450518294,390.639043,388.6118182,0.006079394,60.85318178,0.466332612,12.97417839,13.64321515,-0.007199368,69.65,44,10,1.003506406,0.350640576,25184.92434,1500.006667,1261.2209,0.840810196,0.191620393,6,0.5,0: Broadleaf,2,TRUE,1785429196,383.5548667,385.2282667,13.71316,12.92703333,396.7613333,14.89124667,442.1522,101.0592,0.099989467,34.1579,35.20661333,999.9,0,0,4998.75,0,85.6956,-1.673507,388.8878,390.2734667,0.7861346,385.2282667,12.92703333,1.385838667,1.306392,11.76342667,10.8725,1500.006667,0.972994667,0.02700542,0,2.053033333,0,15135.2,12843.92667,44.625,46.375,45.5,45.17873333,44.625,1459.496667,40.51,0,1785429201,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-1.356396143,-7.583271429,0.819687158,0,0.796518381,-0.587927844,0.097571155,0,0,2,0/2,3.01594,2.75953,0.0900315,0.0889699,0.0769382,0.0703791,32133.9,23162.3,33443.8,25715.1,39502.1,32351.7,48870.1,40182.2,1.75788,2.62575,0.243027,0,31.2666,999.9,44.152,32.418,21.3611,29.2091,-100,3,0.365511,0,20.2447,5.20486,11.956,4.96955,3.294,9999,9999,7164.9,136.6,4.97366,1.87301,1.87085,1.87236,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.207,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,52.9,52.9,0.15625,4.99756,2.64526,2.7478,2.8479,2.22656,36.0816,15.7344,2,383.217,1226.4,32.2694,32.2424,30.0001,32.1834,32.1102,-1,40,10,-999.9,400,20,101.542,94.3028
28,1785429324,3247,20260731 00:35:24,00:35:24,15,,1785429316,0.000300719,0.300718895,1.231764672,387.478065,75.09931422,7.596876416,39.19640284,0.006680635,1.383919471,0.00666277,0.004165832,287.4299667,37.58196628,35.57986,5.832295371,26.13234805,1.430521414,5.474140369,4.401773956,-13.26170328,-85.39099226,-14.41113836,174.3661328,0.708673447,0.303769059,1.231764672,394.3949526,392.6957818,0.000463946,60.85318178,0.300718895,13.84528099,14.19375576,0.008705255,69.65,44,10,1.003513169,0.351316923,25136.60834,1499.996667,1261.2125,0.840810202,0.191620404,6,0.5,0: Broadleaf,2,TRUE,1785429316,387.5074667,388.6267333,14.14149333,13.73610667,400.7138667,15.31958667,441.667,101.0577333,0.100000193,34.43536,35.57986,999.9,0,0,4994.416667,0,91.48725333,-1.119238267,393.0659333,394.0394,0.405369067,388.6267333,13.73610667,1.429107333,1.388140667,12.23002,11.78839333,1499.996667,0.972995,0.02700508,0,2.07264,0,14985.00667,12843.84,44.6996,46.53306667,45.625,45.25826667,44.7458,1459.486667,40.51,0,1785429321,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-0.622360667,-10.25157157,1.095488216,0,0.436270952,-0.717563143,0.079884947,0,0,2,0/2,3.01542,2.75932,0.0906617,0.0896762,0.079291,0.0741771,32108.7,23142,33440.8,25712.5,39394.1,32214.2,48866.5,40178.9,1.7566,2.62488,0.248395,0,31.5961,999.9,45.208,32.539,22.022,28.8191,-100,3,0.368308,0,20.2445,5.20112,11.956,4.9692,3.294,9999,9999,7164.9,136.7,4.97369,1.87299,1.87086,1.87239,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.207,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,54.9,54.9,0.15625,4.99756,2.64526,2.7478,2.8479,2.23999,36.1754,15.7169,2,382.689,1225.6,32.3653,32.2763,30.0004,32.2072,32.1323,-1,40,10,-999.9,400,20,101.533,94.2944
29,1785429444,3367,20260731 00:37:24,00:37:24,15,,1785429436,0.000366337,0.366336517,1.15443782,387.4284692,140.1543114,14.17710472,39.18976108,0.008117715,1.384382146,0.008091363,0.005059462,287.4308733,37.43198891,35.51784,5.8123781,25.66418109,1.395826462,5.438811617,4.416551637,-16.15544038,-89.47768374,-15.08268065,166.7150686,-0.02858007,0.442460166,1.15443782,393.6188437,392.0516848,-0.005337983,60.85318178,0.366336517,13.19677383,13.74574727,-0.008937162,69.65,44,10,1.003509949,0.350994894,25159.58981,1500.003333,1261.21792,0.840810078,0.191620156,6,0.5,0: Broadleaf,2,TRUE,1785429436,387.456,387.6510667,13.79908667,13.20577333,400.6624667,14.97718667,439.7073333,101.0533333,0.100206467,34.31896667,35.51784,999.9,0,0,4996.916667,0,91.76317333,-0.194914533,392.8773333,392.8387333,0.5933114,387.6510667,13.20577333,1.394443333,1.334486667,11.8573,11.19266,1500.003333,0.9729956,0.027004467,0,1.95196,0,14835.64667,12843.9,44.687,46.50826667,45.625,45.29546667,44.75,1459.499333,40.504,0,1785429441,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-0.848730714,2.913613013,3.140212538,0,0.576559048,0.175674701,0.090597216,0,0,2,0/2,3.01531,2.75952,0.0905671,0.088689,0.0773727,0.0710841,32110.9,23167.3,33439.8,25712.9,39478.7,32323.8,48865.3,40179.4,1.75665,2.62472,0.230111,0,31.7697,999.9,43.279,32.68,21.2521,28.9991,-100,3,0.369398,0,20.2449,5.20426,11.956,4.9693,3.294,9999,9999,7164.9,136.7,4.97368,1.87302,1.87087,1.87239,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,56.9,56.9,0.155029,4.99756,2.64526,2.74658,2.8479,2.28149,36.2694,15.7256,2,382.79,1225.43,32.4324,32.289,29.9998,32.2192,32.1346,-1,40,10,-999.9,400,20,101.531,94.2956
30,1785429564,3487,20260731 00:39:24,00:39:24,15,,1785429556,0.000275221,0.275220569,1.363281864,385.239946,11.70017581,1.183449724,38.96626131,0.006086058,1.386287636,0.006071254,0.003795861,287.42354,37.6028325,35.61702667,5.844259569,25.99079235,1.42377854,5.478011294,4.420481029,-12.13722708,-87.36469539,-14.72262403,173.1989935,2.264344379,0.29459028,1.363281864,395.5005033,392.0616485,0.285589092,60.85318178,0.275220569,13.76657228,14.10178667,0.005459929,69.65,44,10,1.00350375,0.350374996,25203.94749,1499.966,1261.18644,0.840810018,0.191620037,6,0.5,0: Broadleaf,2,TRUE,1785429556,385.2724,388.4979333,14.07618667,13.68228667,398.4788,15.25428,440.8454,101.048,0.100029213,34.44807333,35.61702667,999.9,0,0,5006.584,0,65.26616667,-3.225414667,390.773,393.8872667,0.393921,388.4979333,13.68228667,1.422372667,1.382568,12.15826667,11.7276,1499.966,0.972997333,0.027002693,0,1.97952,0,14683.74,12843.59333,44.687,46.437,45.625,45.19546667,44.7248,1459.466,40.5,0,1785429561,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-2.666451,-12.76936331,1.397447318,0,0.39881,-0.256571459,0.056701595,0,0,2,0/2,3.01525,2.7594,0.0906395,0.0899496,0.0788793,0.07344,32111.2,23136.7,33442.5,25714.2,39414.9,32242.8,48869.3,40181.7,1.757,2.62567,0.237808,0,31.7947,999.9,43.902,32.791,21.6948,29.0891,-100,3,0.365861,0,20.2453,5.20157,11.956,4.96955,3.29402,9999,9999,7164.9,136.7,4.97367,1.873,1.87086,1.87238,1.87286,1.87376,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,58.9,58.9,0.155029,4.99756,2.64526,2.7478,2.8479,2.25342,36.3165,15.6906,2,382.822,1226.4,32.4664,32.2588,29.9999,32.1943,32.1148,-1,40,10,-999.9,400,20,101.539,94.3009
31,1785429684,3607,20260731 00:41:24,00:41:24,15,,1785429676,0.000183421,0.183421087,0.610756283,419.1191813,163.2398137,16.51147628,42.39331242,0.004158916,1.385618307,0.004151993,0.002595617,287.4270445,37.6788767,35.67681333,5.863550038,28.41612966,1.559099579,5.486671119,4.304450459,-8.088869953,-89.66614745,-15.12425891,174.5477682,-0.948552277,0.171836872,0.610756283,419.6852683,422.6807455,-0.704113511,60.85318178,0.183421087,15.04698652,15.35970485,-0.010727894,69.65,44,10,1.003506762,0.350676178,25182.37639,1499.984667,1261.202099,0.840809994,0.191619988,6,0.5,0: Broadleaf,2,TRUE,1785429676,419.1337333,417.9454667,15.41395333,15.18454,432.3400667,16.59204667,440.9186667,101.0486,0.09998566,34.47648667,35.67681333,999.9,0,0,5003.250667,0,48.88444,1.188212667,425.6954667,424.3901333,0.2294066,417.9454667,15.18454,1.557559333,1.534378,13.54520667,13.31478667,1499.984667,0.973001133,0.026998833,0,1.946633333,0,14532.68,12843.78,44.75,46.562,45.687,45.1996,44.78306667,1459.486667,40.49933333,0,1785429681,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-0.310433333,32.27983169,3.75433094,0,0.179529048,1.055938449,0.114176183,0,0,2,0/2,3.01509,2.75948,0.0956369,0.0939625,0.0840085,0.0786868,31931.1,23030.1,33438.6,25709,39182.4,32051.8,48864.1,40174.8,1.75633,2.6262,0.245169,0,31.718,999.9,47.125,32.901,23.4312,29.0591,-100,3,0.369327,0,20.2448,5.20441,11.956,4.96925,3.29405,9999,9999,7164.9,136.8,4.97368,1.87302,1.87086,1.87241,1.87286,1.87377,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,60.9,60.9,0.155029,4.99756,2.64526,2.7478,2.8479,2.26196,36.4107,15.6906,2,382.572,1227.49,32.5126,32.2813,30.0006,32.2118,32.1316,-1,40,10,-999.9,400,20,101.528,94.2836
32,1785429804,3727,20260731 00:43:24,00:43:24,15,,1785429796,0.000146495,0.146494792,0.949223685,403.1255034,-71.20027468,-7.202161662,40.77758209,0.003287648,1.385380732,0.00328332,0.002052463,287.4332867,37.79615869,35.7708,5.893987149,28.03666886,1.546723663,5.516788283,4.347263487,-6.460420318,-89.31268291,-15.08134832,176.5788351,-1.46224024,0.234433469,0.949223685,407.9835547,407.3360727,-0.121712115,60.85318178,0.146494792,15.04727575,15.25324545,-0.001566942,69.65,44,10,1.00350887,0.350886988,25167.29992,1500.016667,1261.22906,0.840810031,0.191620062,6,0.5,0: Broadleaf,2,TRUE,1785429796,403.1481333,401.2949333,15.29084667,14.978,416.3547333,16.46892667,441.1664,101.0535333,0.100032353,34.575,35.7708,999.9,0,0,5001.834,0,62.84258667,1.8533124,409.4086,407.397,0.312838733,401.2949333,14.978,1.545192667,1.513581333,13.42280667,13.10594,1500.016667,0.972998533,0.02700148,0,2.075986667,0,14383.82667,12844.03333,44.833,46.687,45.812,45.30786667,44.8582,1459.514667,40.502,0,1785429801,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,3.226738381,-30.94976377,3.432865074,0,0.329867952,-0.682921169,0.089219462,0,0,2,0/2,3.01542,2.75941,0.0931029,0.0923083,0.0836066,0.0785899,32014.7,23068.4,33432.8,25705.2,39193.7,32050,48856.7,40169.5,1.75668,2.62388,0.249311,0,31.734,999.9,46.698,33.012,23.3617,29.0591,-100,3,0.374527,0,20.2449,5.20411,11.956,4.96955,3.294,9999,9999,7164.9,136.8,4.97368,1.87298,1.87085,1.87241,1.87286,1.87378,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,62.9,62.9,0.155029,4.99756,2.64526,2.74658,2.8479,2.23633,36.4578,15.6556,2,383.016,1224.87,32.5712,32.3434,30.0001,32.2542,32.1667,-1,40,10,-999.9,400,20,101.511,94.2705
33,1785429924,3847,20260731 00:45:24,00:45:24,15,,1785429916,0.000136637,0.136636663,0.720391211,408.5016662,19.42639069,1.965124647,41.32299744,0.003085969,1.384153301,0.003082152,0.001926688,287.4223288,37.83534125,35.75069333,5.88746419,28.37646072,1.568255813,5.526608226,4.319208378,-6.025676846,-85.34373219,-14.42476213,181.6281577,-0.239681856,0.162214105,0.720391211,414.2362966,414.0223818,-0.143314912,60.85318178,0.136636663,15.24318686,15.46846182,-0.006834249,69.65,44,10,1.003514194,0.351419434,25129.30149,1499.960667,1261.181861,0.840809955,0.191619911,6,0.5,0: Broadleaf,2,TRUE,1785429916,408.5188667,408.2844667,15.50311333,15.28697333,421.7253333,16.68119333,441.7448667,101.0574667,0.10000918,34.60702,35.75069333,999.9,0,0,4995.583333,0,68.29312,0.234411267,414.952,414.6231333,0.2161374,408.2844667,15.28697333,1.566706667,1.544862,13.63516667,13.41942,1499.960667,0.9730006,0.026999353,0,1.937713333,0,14233.93333,12843.55333,44.91633333,46.75,45.854,45.5,44.937,1459.462667,40.49666667,0,1785429921,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,0.111960048,8.068110803,1.47109724,0,0.185618571,0.580070852,0.074613558,0,0,2,0/2,3.01569,2.75941,0.0941304,0.0920264,0.0844753,0.0790626,31978.7,23075.5,33433.2,25705.2,39155.6,32033.4,48857.3,40170.1,1.75747,2.6223,0.25259,0,31.6875,999.9,46.783,33.113,23.5362,28.8191,-100,3,0.374576,0,20.2447,5.20471,11.956,4.969,3.294,9999,9999,7164.9,136.8,4.97367,1.87302,1.87085,1.87241,1.87286,1.87377,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,64.9,64.8,0.155029,4.99756,2.64526,2.74658,2.8479,2.27783,36.5287,15.6381,2,383.546,1222.95,32.6141,32.3652,30.0001,32.2716,32.1837,-1,40,10,-999.9,400,20,101.513,94.2712
34,1785430044,3967,20260731 00:47:24,00:47:24,15,,1785430036,0.000248367,0.24836707,0.746377861,387.8626854,150.8832406,15.26331986,39.23611531,0.005501347,1.386186447,0.005489247,0.003431864,287.4264256,37.80299734,35.78326,5.898032544,26.88281225,1.488039889,5.53528357,4.409992655,-10.95298778,-85.79193389,-14.48353542,176.1979685,0.789345327,0.207445573,0.746377861,393.768741,393.353703,-0.112819447,60.85318178,0.24836707,14.38125662,14.71666364,-0.000458962,69.65,44,10,1.00350636,0.350636038,25185.24914,1499.978667,1261.197319,0.840810171,0.191620342,6,0.5,0: Broadleaf,2,TRUE,1785430036,387.8804667,389.0587333,14.70979333,14.43302,401.0868,15.88789333,441.5221333,101.0598,0.10000936,34.63526667,35.78326,999.9,0,0,5005.5,0,78.22499333,-1.178192067,393.6712667,394.7563333,0.276762667,389.0587333,14.43302,1.486568667,1.458599333,12.83070667,12.54088667,1499.978667,0.972996867,0.0270032,0,2.065066667,0,14093.86667,12843.7,44.9454,46.812,45.87913333,45.6208,45,1459.471333,40.508,0,1785430041,0,1785426033,23:40:33,1785426030,1785426033,1,0.085,-0.146,-13.206,-1.178,388,11,0.33,0.11,-1.97354905,14.87584805,1.488785289,0,0.23853415,0.756023594,0.074803593,0,0,2,0/2,3.01588,2.75951,0.0907164,0.0893033,0.0813889,0.0758721,32098.9,23146.3,33433,25707.1,39292.7,32148,48857.4,40172.8,1.7583,2.62455,0.247404,0,31.7964,999.9,44.115,33.193,22.2925,29.1492,-100,3,0.37499,0,20.245,5.20366,11.956,4.9696,3.29402,9999,9999,7164.9,136.9,4.97367,1.87302,1.87087,1.8724,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.206,-1.1781,-13.2064,0,0,0,-1.178090909,0,0,0,-1,-1,-1,-1,66.9,66.8,0.155029,4.99756,2.64526,2.74536,2.8479,2.25342,36.5996,15.603,2,384.07,1226.48,32.6666,32.3769,29.9999,32.2859,32.1979,-1,40,10,-999.9,400,20,101.513,94.278
