obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
57,1784651764,7041.1,20260722 00:36:04,00:36:04,15,,1784651756,0.002935048,2.935048147,4.145215716,446.9264791,336.4623754,33.9914684,45.15122165,0.07876374,1.384405819,0.07635626,0.047932836,287.4276267,37.85515559,36.28764667,6.063830431,39.13817368,2.342059554,5.984079822,3.721770877,-129.4356233,-17.99476046,-3.070249932,136.926993,10.34889936,2.813704916,4.145215716,471.5418754,463.2776606,0.470058088,60.81198056,2.935048147,19.52138188,23.30594485,0.016258106,69.65,41,9,1.003287555,0.328755537,25024.54565,1499.990667,1261.20686,0.840809805,0.19161961,6,0.5,0: Broadleaf,2,TRUE,1784651756,447.0258667,462.7097333,23.18272667,19.47038667,460.8419333,22.39904,442.7270667,100.9260667,0.099994133,36.04654667,36.28764667,999.9,0,0,5003.334667,0,72.59622,-15.68388,457.6352,471.8978667,3.712334,462.7097333,19.47038667,2.339742,1.965071333,19.95255333,17.16560667,1499.990667,0.973004667,0.026995093,0,1.97124,0,13490.37333,12843.84667,46.562,48.5,47.5,47.187,46.625,1459.500667,40.49,0,1784651762,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-15.21551,11.22123609,3.960314319,0,3.704154,0.272892632,0.030643886,0,0,2,0/2,3.01631,2.75962,0.101531,0.10176,0.106737,0.0945035,31612.9,22752.3,33329.2,25625.9,38070.2,31396.1,48723.5,40066.9,1.74822,2.58032,0.208341,0,32.9167,999.9,60.194,36.87,37.3364,28.8874,-100,3,0.492668,0,20.2441,5.20396,11.956,4.9688,3.294,7158.8,9999,9999,117.9,4.9738,1.87303,1.87094,1.87241,1.8729,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.868,0.8159,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,116.6,116.7,0.155029,4.99756,2.64526,2.7417,2.8479,2.26074,39.6669,14.8675,2,387.292,1191.94,34.1684,33.7961,30.0004,33.7011,33.6113,-1,40,10,-999.9,400,20,101.219,94.0102
58,1784651884,7161.1,20260722 00:38:04,00:38:04,15,,1784651876,0.002827187,2.827186599,3.538052054,446.2760313,342.6735408,34.61919741,45.0858213,0.073680816,1.383628331,0.071568405,0.044915,287.42826,37.89846119,36.25704667,6.053657749,37.22863395,2.226312556,5.980108105,3.827345193,-124.678929,-16.60317048,-2.833822961,143.3123375,5.452861455,2.780124869,3.538052054,463.7384236,458.1134242,0.138897374,60.81198056,2.827186599,18.45867206,22.12051939,0.012828162,69.65,41,9,1.003290359,0.329035918,25003.29141,1499.994,1261.20966,0.840809803,0.191619606,6,0.5,0: Broadleaf,2,TRUE,1784651876,446.3609333,455.3944,22.03686,18.37019333,460.1718,21.51335333,443.4123333,100.9268,0.09995954,36.03446667,36.25704667,999.9,0,0,4999.458,0,70.54256667,-9.033463333,456.419,463.9166,3.666677333,455.3944,18.37019333,2.224109333,1.854042667,19.13700667,16.24984,1499.994,0.973004667,0.026995107,0,2.096613333,0,13439.96,12843.83333,46.625,48.5704,47.5788,47.25826667,46.687,1459.504,40.49,0,1784651882,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-9.686429048,11.45166545,1.360563977,0,3.691381905,-0.356354026,0.043537591,0,0,2,0/2,3.01675,2.7594,0.100616,0.100348,0.103315,0.0909442,31640.4,22786.1,33324.7,25624.1,38216.1,31517.9,48717.4,40064.1,1.74883,2.57927,0.21179,0,32.8514,999.9,58.106,36.981,36.2657,29.0974,-100,3,0.498686,0,20.2441,5.20516,11.956,4.9695,3.29417,7158.8,9999,9999,118,4.97375,1.87305,1.8709,1.87241,1.8729,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.824,0.5461,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,118.6,118.7,0.155029,4.99756,2.64526,2.7417,2.8479,2.25098,39.7925,14.8763,2,387.967,1191.57,34.2102,33.863,30.0004,33.7595,33.6677,-1,40,10,-999.9,400,20,101.206,94.0037
59,1784652004,7281.1,20260722 00:40:04,00:40:04,15,,1784651996,0.002776084,2.776083904,3.536251077,423.6938027,318.5501493,32.18188979,42.80414651,0.071187413,1.383621644,0.069213482,0.043431217,287.43358,37.94090339,36.27121333,6.05836548,36.27642991,2.171350638,5.98556871,3.887014842,-122.4253002,-16.42108135,-2.803176106,145.7840224,-2.183314526,3.042713379,3.536251077,433.0781108,428.7480545,-0.098841637,60.78950786,2.776083904,17.66246343,21.38563212,-0.008768294,69.65,41,9,1.003290558,0.329055839,25001.78272,1500.022,1261.23318,0.840809788,0.191619576,6,0.5,0: Broadleaf,2,TRUE,1784651996,423.7786667,422.5810667,21.49296,17.48527333,437.4067333,21.08946,444.2468667,100.9261333,0.099999787,36.05107333,36.27121333,999.9,0,0,4999.458,0,66.11496,1.1976494,433.0874,430.1020667,4.007686667,422.5810667,17.48527333,2.169201333,1.76472,18.73646667,15.47706667,1500.022,0.973004333,0.026995453,0,2.054186667,0,13401.44,12844.08,46.625,48.5746,47.604,47.375,46.7374,1459.532,40.49,0,1784652002,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,6.480209095,-89.41042808,9.323516294,0,4.231354286,-3.32306961,0.338324245,0,0,2,0/2,3.01766,2.75944,0.0958941,0.096146,0.101149,0.088704,31804.3,22891.8,33322.7,25623.6,38308,31594.5,48714.4,40063.2,1.7505,2.57745,0.209197,0,32.9058,999.9,56.709,37.081,35.5831,28.7374,-100,3,0.501557,0,20.244,5.20531,11.956,4.96955,3.29417,7158.8,9999,9999,118,4.97376,1.87306,1.87093,1.87241,1.87292,1.87364,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.596,0.384,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,120.6,120.7,0.155029,4.99756,2.64526,2.7417,2.8479,2.25708,39.868,14.85,2,389.118,1189.75,34.2456,33.9058,30.0001,33.8005,33.7062,-1,40,10,-999.9,400,20,101.2,94.0016
60,1784652124,7401.1,20260722 00:42:04,00:42:04,15,,1784652116,0.002836695,2.836695101,3.193537525,435.7995202,339.3619135,34.28340876,44.02583936,0.073008002,1.384671913,0.070934924,0.044515682,287.4311733,37.90587281,36.25941333,6.054443996,36.41310204,2.179148771,5.984518342,3.875295225,-125.098254,-15.79105475,-2.693386233,143.8484784,7.008569299,2.610849488,3.193537525,455.8610918,449.330703,0.394098319,60.78950786,2.836695101,18.11566952,21.73875697,0.022128407,69.65,41,9,1.003286554,0.328655369,25032.14774,1500.009333,1261.22254,0.840809795,0.19161959,6,0.5,0: Broadleaf,2,TRUE,1784652116,435.8760667,446.8822667,21.57078667,18.12139333,449.6022667,21.15023333,442.8568,100.9232,0.099947847,36.04788,36.25941333,999.9,0,0,5004.791333,0,66.45977333,-11.006214,445.4859333,455.13,3.449395333,446.8822667,18.12139333,2.176992667,1.828868,18.79379333,16.03552,1500.009333,0.973004333,0.026995453,0,1.90684,0,13333.59333,12843.98667,46.687,48.562,47.625,47.312,46.75,1459.519333,40.49,0,1784652122,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-11.4990365,24.26966571,3.594388119,0,3.5038285,-0.18967985,0.160822069,0,0,2,0/2,3.01634,2.75944,0.0991295,0.0984816,0.102122,0.0888017,31689.5,22831.7,33321.7,25622.6,38265.4,31590.2,48713.3,40061.8,1.7477,2.57687,0.214335,0,32.815,999.9,56.574,37.162,35.6569,29.1874,-100,3,0.502879,0,20.2441,5.20531,11.956,4.9694,3.2941,7158.8,9999,9999,118,4.97376,1.87304,1.87095,1.87241,1.87292,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.753,0.4571,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,122.6,122.7,0.155029,4.99756,2.64526,2.74048,2.8479,2.25098,39.9437,14.8238,2,387.749,1189.38,34.2681,33.9211,30.0001,33.8238,33.7288,-1,40,10,-999.9,400,20,101.198,93.9981
61,1784652244,7521.1,20260722 00:44:04,00:44:04,15,,1784652236,0.002744355,2.744354508,3.598329946,434.9630014,327.8216791,33.11805395,43.94196316,0.071057537,1.383817504,0.069090964,0.043354008,287.42902,37.94856161,36.2399,6.047963984,36.75414627,2.198964749,5.982902534,3.848999235,-121.0260338,-14.69208712,-2.507191898,149.2037072,7.772195075,2.548359707,3.598329946,458.1831357,449.4194606,0.704702272,60.78950786,2.744354508,18.44218921,21.9353297,0.023192331,69.65,41,9,1.003289726,0.32897256,25008.09106,1499.998,1261.21302,0.840809801,0.191619602,6,0.5,0: Broadleaf,2,TRUE,1784652236,435.0493333,447.0460667,21.76662667,18.40072667,448.7690667,21.303,442.8892,100.9246,0.09999984,36.04296667,36.2399,999.9,0,0,5000.501333,0,70.93944,-11.99655467,444.7300667,455.4264,3.365895333,447.0460667,18.40072667,2.19679,1.857087333,18.93872667,16.27558,1499.998,0.973004,0.0269958,0,2.03798,0,13289.33333,12843.88667,46.687,48.562,47.625,47.312,46.75,1459.508,40.49,0,1784652242,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-10.968838,-18.45612,2.073816512,0,3.400899,-0.168841805,0.1018231,0,0,2,0/2,3.01645,2.75947,0.0992739,0.100162,0.102729,0.0902753,31684.6,22788.6,33321.9,25621.9,38239.5,31538.4,48714.2,40061.2,1.7477,2.5777,0.217337,0,32.71,999.9,56.873,37.242,35.9993,28.7974,-100,3,0.502754,0,20.2438,5.20157,11.956,4.96785,3.29405,7158.8,9999,9999,118.1,4.97381,1.87306,1.87099,1.87241,1.87294,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.76,0.5029,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,124.6,124.7,0.155029,4.99756,2.64526,2.7417,2.8479,2.20703,39.9942,14.7975,2,387.795,1190.73,34.2678,33.9241,30.0001,33.8315,33.7378,-1,40,10,-999.9,400,20,101.199,93.9963
62,1784652364,7641.1,20260722 00:46:04,00:46:04,15,,1784652356,0.002823183,2.823182759,2.864184003,444.9404427,355.4827569,35.9126665,44.95013449,0.073230772,1.383686804,0.071143779,0.044647416,287.4291467,38.0381219,36.41617333,6.106720228,37.57028601,2.263848996,6.025636843,3.842871233,-124.5023597,-18.17538909,-3.106512838,141.6448851,4.374606943,2.675304782,2.864184003,457.1368379,455.5273758,-0.43538184,60.78950786,2.823182759,18.75005589,22.47181091,0.002669605,69.65,41,9,1.003291605,0.329160456,24993.86243,1499.998667,1261.21358,0.840809801,0.191619601,6,0.5,0: Broadleaf,2,TRUE,1784652356,445.0092,452.5280667,22.40878667,18.87802667,458.8091333,21.80192,442.9489333,100.9250667,0.099992367,36.17252667,36.41617333,999.9,0,0,4999.832667,0,75.70453333,-7.518938,455.2101333,461.236,3.530769333,452.5280667,18.87802667,2.261609333,1.905264667,19.40544,16.67795333,1499.998667,0.973003667,0.026996147,0,1.91892,0,13234.78667,12843.86,46.687,48.5662,47.625,47.3246,46.75,1459.508667,40.49,0,1784652362,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-12.2161735,113.1409385,10.92941296,0,3.4333875,2.4615,0.238925455,0,0,2,0/2,3.01683,2.75943,0.0999634,0.097236,0.104245,0.0904457,31661,22863.3,33322.5,25622.7,38174.2,31533,48715.4,40062.6,1.7485,2.57678,0.218768,0,32.9076,999.9,57.246,37.303,36.3575,29.3074,-100,3,0.502452,0,20.2443,5.20396,11.956,4.9689,3.29415,7158.8,9999,9999,118.1,4.9738,1.87307,1.87098,1.87241,1.8729,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.794,0.6197,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,126.6,126.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.27905,40.0447,14.7887,2,388.245,1189.54,34.3051,33.9241,30.0002,33.8345,33.7439,-1,40,10,-999.9,400,20,101.201,93.9994
63,1784652484,7761.1,20260722 00:48:04,00:48:04,15,,1784652476,0.002553547,2.553546708,3.291640025,402.6183161,295.6037988,29.8633308,40.67445686,0.063915193,1.383094365,0.062318498,0.039089196,287.4253467,38.22044559,36.48811333,6.130841666,35.77637366,2.161158712,6.04074279,3.969682954,-112.6114098,-20.13116221,-3.444227598,151.2385471,3.742265476,2.683990268,3.291640025,418.6415215,412.5130121,0.293874427,60.78950786,2.553546708,17.97982993,21.37361576,-0.000861643,69.65,41,9,1.003294327,0.329432697,24973.27544,1499.978667,1261.19678,0.840809812,0.191619623,6,0.5,0: Broadleaf,2,TRUE,1784652476,402.6974,409.2206,21.39234667,17.84280667,416.1526667,21.01080667,442.4957333,100.9248667,0.099987973,36.21813333,36.48811333,999.9,0,0,4996.916667,0,71.54316,-6.523274667,411.5004,416.655,3.549542667,409.2206,17.84280667,2.159017333,1.800780667,18.66142,15.79306667,1499.978667,0.973004,0.026995793,0,1.964606667,0,13181.72,12843.72,46.75,48.6912,47.6912,47.40393333,46.812,1459.488667,40.49,0,1784652482,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-5.718197143,-14.19300623,1.856950198,0,3.502916667,0.50763974,0.165566825,0,0,2,0/2,3.01617,2.75946,0.0931643,0.0935015,0.101114,0.0896646,31895.5,22954.7,33318.1,25619.4,38305.1,31555.5,48708.8,40057.7,1.74688,2.57517,0.217211,0,32.9883,999.9,55.86,37.383,35.6342,29.2774,-100,3,0.507703,0,20.2441,5.20052,11.956,4.9698,3.29405,7158.8,9999,9999,118.1,4.97379,1.87309,1.87099,1.87241,1.87288,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.466,0.383,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,128.6,128.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.26196,40.0953,14.7712,2,387.604,1188.06,34.3574,33.9695,30.0004,33.8736,33.7832,-1,40,10,-999.9,400,20,101.188,93.9877
64,1784652604,7881.1,20260722 00:50:04,00:50:04,15,,1784652596,0.002711732,2.711731755,3.510830699,430.3797923,321.7305039,32.50226539,43.47837105,0.068281661,1.384039918,0.066463904,0.041699227,287.4231933,38.19629496,36.54962667,6.15153263,36.30800582,2.200151302,6.059686431,3.951381327,-119.5873704,-20.47771385,-3.503138588,143.8549705,7.265389808,2.697612507,3.510830699,453.0303608,444.553503,0.676928935,60.78950786,2.711731755,18.18411045,21.77457091,-0.000348105,69.65,41,9,1.00329136,0.329136019,24995.71205,1499.967333,1261.18726,0.840809818,0.191619635,6,0.5,0: Broadleaf,2,TRUE,1784652596,430.4640667,441.8306,21.77866,18.22101333,444.1466,21.31243333,443.5537333,100.9232667,0.099996573,36.27518667,36.54962667,999.9,0,0,5001.666,0,61.71841333,-11.36649533,440.0477333,450.0306667,3.557630667,441.8306,18.22101333,2.197974667,1.838926,18.94757333,16.12162,1499.967333,0.973004333,0.02699544,0,1.984246667,0,13121.34667,12843.63333,46.812,48.77066667,47.75,47.5,46.875,1459.477333,40.49,0,1784652602,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-11.005867,-5.003995489,1.145481617,0,3.5678975,0.075466015,0.054233991,1,1,2,1/2,3.0173,2.7596,0.0984491,0.0985454,0.102191,0.0889834,31705.7,22824.6,33314.1,25616.9,38255.3,31576.8,48703.5,40054,1.7489,2.57623,0.219222,0,32.9908,999.9,55.952,37.454,35.8289,28.9774,-100,3,0.511824,0,20.2441,5.20441,11.956,4.96925,3.294,7158.8,9999,9999,118.2,4.97378,1.87308,1.87099,1.87241,1.8729,1.87364,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.721,0.464,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,130.6,130.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.27173,40.1713,14.7625,2,388.958,1190.25,34.4113,34.0208,30.0002,33.9169,33.8196,-1,40,10,-999.9,400,20,101.176,93.9789
65,1784652724,8001.1,20260722 00:52:04,00:52:04,15,,1784652716,0.002687305,2.687304972,3.292287837,431.5953486,325.9755365,32.92941424,43.5989221,0.066790709,1.383371485,0.065049561,0.04080863,287.42484,38.32586212,36.69108667,6.199345107,36.06739757,2.199609529,6.098608928,3.999735578,-118.5101493,-22.31144957,-3.823463544,142.7797776,2.533560714,2.738193037,3.292287837,443.7892444,440.1813697,-0.172176139,60.78950786,2.687304972,18.07948817,21.70816303,-0.012207431,69.65,41,9,1.003295102,0.329510248,24967.41724,1499.976,1261.19454,0.840809813,0.191619626,6,0.5,0: Broadleaf,2,TRUE,1784652716,431.6744667,436.6855333,21.77442,18.16596667,445.3669333,21.30910667,443.8872667,100.918,0.100053687,36.39192667,36.69108667,999.9,0,0,4998.625333,0,70.80074667,-5.011055333,441.2832,444.7654,3.608438,436.6855333,18.16596667,2.197428,1.833272,18.94356,16.07322,1499.976,0.973004333,0.026995447,0,1.92812,0,13086.89333,12843.68667,46.875,48.812,47.812,47.625,46.9454,1459.486,40.49,0,1784652722,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-6.016455,16.79685744,2.176616418,0,3.522134,1.559413534,0.168185076,0,0,2,0/2,3.01787,2.75941,0.0976748,0.0972046,0.101981,0.0892654,31733.5,22859.1,33314.7,25617.6,38265.5,31567.7,48704.9,40055.4,1.74977,2.57387,0.22443,0,33.073,999.9,55.799,37.524,35.8703,29.4274,-100,3,0.511654,0,20.2444,5.20456,11.956,4.9682,3.29413,7158.8,9999,9999,118.2,4.97381,1.87303,1.87101,1.87241,1.87288,1.87366,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.684,0.4489,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,132.6,132.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.24731,40.1967,14.7274,2,389.523,1187.31,34.4702,34.0313,30.0002,33.9322,33.8378,-1,40,10,-999.9,400,20,101.179,93.9818
66,1784652845,8122,20260722 00:54:05,00:54:05,15,,1784652837,0.002547757,2.547756556,3.214564349,443.0502966,334.1336655,33.75375654,44.75637565,0.06310372,1.383830552,0.061547586,0.038603858,287.4295188,38.36999143,36.65406875,6.186802246,35.76834692,2.17827748,6.089958489,4.008524767,-112.3560641,-21.48859235,-3.680108591,149.9047537,1.355121056,2.577819624,3.214564349,456.8869793,452.0059333,0.08456588,60.78950786,2.547756556,18.42040744,21.65484848,0.022049037,69.65,41,9,1.003293097,0.329309654,24982.57579,1500.000625,1261.215225,0.8408098,0.191619599,6,0.5,0: Broadleaf,2,TRUE,1784652837,443.1275,446.4981875,21.56310625,18.1643,456.9123125,21.144275,443.76275,100.9186875,0.100036531,36.3660375,36.65406875,999.9,0,0,5000.85875,0,86.2349875,-3.370801813,452.89325,454.7589375,3.398810625,446.4981875,18.1643,2.176118125,1.833114375,18.78754375,16.07108125,1500.000625,0.973004,0.0269958,0,1.99524375,0,13038.9875,12843.91875,46.92925,48.875,47.875,47.687,47,1459.510625,40.49,0,1784652843,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,0.065461,-59.21725566,6.331245779,0,3.551134286,-2.951445195,0.307626863,0,0,2,0/2,3.01746,2.75941,0.099556,0.0987096,0.101872,0.0898268,31666.1,22820.5,33313.6,25617.1,38270,31547.5,48703.7,40054.6,1.74867,2.57405,0.218794,0,33.147,999.9,55.885,37.565,36.0054,28.7474,-100,3,0.513072,0,20.2444,5.20516,11.956,4.96945,3.294,7158.8,9999,9999,118.2,4.97382,1.87307,1.87103,1.87241,1.8729,1.87363,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.776,0.4411,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,134.6,134.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.23145,40.2474,14.6924,2,389.054,1187.96,34.5098,34.0529,30,33.9531,33.8591,-1,40,10,-999.9,400,20,101.176,93.9799
67,1784652965,8242,20260722 00:56:05,00:56:05,15,,1784652957,0.002462499,2.462498536,3.101081674,446.1931977,337.4992031,34.0944515,45.07480965,0.061108314,1.383104748,0.059647064,0.037407792,287.4273733,38.39636794,36.63440667,6.180149066,35.86691409,2.18217262,6.084082434,3.997976446,-108.5961854,-21.32387133,-3.653155193,153.8541614,0.588214849,2.60563416,3.101081674,455.6250072,453.2398667,-0.350679907,60.78950786,2.462498536,18.21054142,21.52243576,-0.00906553,69.65,41,9,1.00329566,0.329566,24963.20739,1499.989333,1261.20574,0.840809806,0.191619612,6,0.5,0: Broadleaf,2,TRUE,1784652957,446.2677333,448.6314,21.60121333,18.16767333,460.0779333,21.17401333,443.9948667,100.9208667,0.099968887,36.34843333,36.63440667,999.9,0,0,4997.166,0,79.53613333,-2.3637286,456.1206,456.9329333,3.433536,448.6314,18.16767333,2.180009333,1.833494667,18.8161,16.07524667,1499.989333,0.973004,0.0269958,0,1.809133333,0,12998.59333,12843.80667,46.9454,48.8874,47.937,47.583,47,1459.499333,40.49,0,1784652963,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-2.1223478,-10.69620072,1.46154863,0,3.432151,-0.500967519,0.08976118,0,0,2,0/2,3.01689,2.75928,0.099782,0.0998152,0.101466,0.0901665,31657.2,22791.5,33312.5,25616,38286.6,31534.8,48702.2,40053.3,1.7474,2.57305,0.22592,0,32.9754,999.9,55.775,37.635,36.0724,28.9274,-100,3,0.513836,0,20.2442,5.20501,11.956,4.96775,3.294,7158.8,9999,9999,118.3,4.97379,1.87303,1.871,1.8724,1.87288,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.787,0.4109,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,136.6,136.7,0.153809,4.99756,2.64526,2.7417,2.8479,2.26196,40.2728,14.7012,2,388.425,1186.79,34.5201,34.059,30.0001,33.9628,33.8712,-1,40,10,-999.9,400,20,101.173,93.9766
